Booth,Paper,A:Libertarian,B:FUSION | Planet Rescue | Whistleblower Protection | Innovation,C:Liberal,D:Australian Labor Party,E:Animal Justice Party,F:Jacqui Lambie Network,G:Trumpet of Patriots,H:National Party,I:Australia's Voice,J:Gerard Rennick People First,K:Legalise Cannabis Party,L:Citizens Party,M:Family First,N:The Greens,O:Sustainable Australia Party - Universal Basic Income,P:Pauline Hanson's One Nation,A:GREEN Tyler Bradley,A:VAN RAALTE Jacob Nicholas,B:ADAMSON AGARS Imelda,B:WOLFENDALE Drew,C:ANTIC Alex,C:RUSTON Anne,C:FAWCETT David,C:WYLD Damian,D:SMITH Marielle,D:GROGAN Karen,D:WALKER Charlotte,D:ALLISON Jennifer,E:BRAY Frankie,E:PASTRO Julie,F:PATRICK Rex,F:FORDHAM Anne Elizabeth,G:SMELTZ Nicole,G:DAY Bob,G:REA Antonio,G:BAWDEN Matilda,H:CROSSLING Monique,H:AZZOPARDI Emma,I:SHANE Jordan,I:NIELSEN Craig Michael,J:LONIE Rob,J:AMADIO Patrick J,K:NIES Jessica,K:HALL Timothy John,L:ACKLAND Louise,L:FREER Mark,M:BROHIER Frederick Christopher,M:MATHEW Deepa,N:HANSON-YOUNG Sarah,N:SCHULTZ-BYARD Noah,O:WEARNE Madeleine,O:DWYER Michael,P:GAME Jennifer,P:QUAREMBA Carlos,UG:HADJIMARKOU Kosta,UG:FRANCIS Janette Gail
1,1,,,,,,,,,,,,,,,,,5,6,11,12,,,,,7,8,9,10,,,,,,,,,,,,,,,4,3,,,,,1,2,,,,,,
1,2,,,,,,,,,,,,,,,,,,,,,9,3,7,8,12,11,,10,,,2,4,,,,,,,,,,,,,,,,,5,6,,,,,1,
1,3,,,,,,,,,,,,,,,,,10,9,17,18,,,,,,,,,7,8,19,20,,,,,,,,,5,6,,,3,4,11,12,,,13,14,15,16,2,1
1,4,,,,,,,,,,,,,,,,,,,,,3,4,5,6,11,12,,,,,,,9,10,,,,,,,,,2,7,,,,,,,,,1,8,,
1,5,,,,,,,,,,,,,,,,,25,26,15,16,35,36,37,38,19,21,23,24,13,14,8,9,7,10,11,12,32,34,17,18,5,6,27,28,1,2,,,20,22,31,33,3,4,29,30
1,6,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,8,3,10,5,,,,,,,,,,,11,12,,,,,1,2,,,,,7,6
1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,11,12,,,,,,,,,,,,,7,8,,,,,1,2,9,10,,,3,4
1,8,,,,,,,,,,,,,,,,,,,,,,,,,9,10,11,12,7,8,,,,,,,,,3,4,,,5,6,,,,,1,2,13,14,,,,
1,9,,,,,,,,,,,,,,,,,,,,,8,7,9,10,5,3,6,4,,,,,,,,,,,,,,,,,,,,,1,2,,,,,11,12
1,10,,,,,,,,,,,,,,,,,,,6,7,,,,,2,3,4,5,9,10,,,,,,,,,13,14,,,,,,,,,1,8,,,,,11,12
1,11,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,6,9,10,,,,,,,,,,,,,11,12,,,,,1,2,7,8,,,,
1,12,,,,,,,,,,,,,,,,,29,21,9,10,30,20,16,15,11,12,13,14,3,4,31,19,40,39,18,17,32,22,33,23,34,24,5,6,35,25,36,28,2,1,7,8,38,37,27,28
1,13,,,,,,,,,,,,,,,,,25,26,9,10,39,35,34,33,5,6,7,8,13,14,15,16,30,29,28,27,32,31,11,12,37,36,3,4,23,24,21,22,1,2,17,18,40,38,19,20
1,14,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,3,4,,,,,,,,,,,,,,,9,10,1,2,7,8,,,5,6
1,15,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,12,11,,,,,,,,,,,5,6,,,,,1,,7,8,9,10,,2
