Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,9,1,4,10,8,12,5,11,6,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,1,,,5,6,4,,12,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,7,12,8,6,5,9,4,3,10,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,2,1,3,,,,,4,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,,,1,,2,,6,,4,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,3,,1,4,5,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,6,2,1,,5,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,9,10,1,8,3,11,2,12,4,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,,1,6,4,,7,,2,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,,,1,2,,,3,,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,,1,,4,6,2,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,4,,1,,5,,2,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,2,1,6,,,5,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,7,,1,,3,6,5,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,10,11,1,5,6,12,2,9,3,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,,1,6,5,,2,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,5,3,1,,,,2,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,3,1,,,,4,,2,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,,,1,,5,,4,,2,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,,2,1,,,,8,7,5,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,10,2,1,8,7,9,3,,4,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2,,1,3,,,,,,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,11,12,1,10,3,2,4,9,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,5,6,1,3,11,12,4,10,8,7,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,,,1,2,3,6,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,5,6,1,7,4,11,2,8,10,3,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,2,,1,3,5,,,6,8,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,,3,1,,,,4,,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,,2,1,,,,5,,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,,,1,5,2,,3,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,,4,1,,,2,5,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,11,5,1,2,10,12,3,9,4,8,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,5,,1,3,,,,,2,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,,6,1,,,,,5,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36,,2,1,6,,,5,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37,,4,1,,,,2,3,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38,12,2,1,5,10,11,4,6,3,8,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39,,,1,6,2,,,,4,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,10,5,1,,9,11,4,6,2,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41,,4,1,,6,,2,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42,,,1,2,,,4,,3,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43,,,1,3,4,2,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,9,10,1,2,8,,7,6,3,11,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,,5,1,,,,4,,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
