Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,1,4,,,,5,,2,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,1,3,,,,2,,4,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,1,6,,,,2,,5,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,5,1,,4,2,,6,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,4,1,,3,,,5,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,,1,2,5,,4,,,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,1,,,4,,2,,3,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,9,8,,,,,,,,,,,5,4,6,7,2,3,,,,,,,11,,,12,,10,,,1
1,9,,4,,3,,6,,,2,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,,5,,4,,3,,2,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,,6,4,,,,4,2,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,4,5,,,,3,,2,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,11,10,9,2,8,4,3,12,7,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,6,,2,,,5,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,,6,2,4,,,3,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,6,5,4,,,,2,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,,5,4,,,2,,3,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,,5,3,2,,,,,4,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,,,,6,5,,4,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,5,,6,4,3,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,,,,,,,,,,,,,13,14,10,11,12,7,8,9,,,6,5,,,,,3,4,,,1,2,15,16,,,,,,,,,
1,22,,,,,,,,,,,,,,,5,6,7,,,,,,,,,,,,3,4,,,1,2,10,11,,,,,,,8,9,12
1,23,,,5,,6,,1,,2,4,,3,,,,,,3,4,5,,,,,,,,,,,,,1,2,6,,,,,,,,,,
1,24,,,,,,,,,,,,,,,7,8,9,10,11,12,5,6,,,,,,,,,,,1,2,,,,,,,,,3,4,
1,25,,,,,,,,,,,,,,,7,8,9,10,11,12,,,5,6,,,,,,,3,4,1,2,,,,,,,,,,,
