Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,,,,,,,,,,,,,,,12,11,,,,,,,,2,4,5,7,,,,,,,,,1,3,6,8,9,10,,,
1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,8,9,10,12,,,,,,,,1,3,4,5,6,7,,,11
1,3,,,,,,,,,,,,,,,,,,,,,,,,,7,8,9,10,13,14,,,,,,,1,2,3,4,5,6,11,12,
1,4,,,,,,,,,,,,,,,,,,,,,,,,,10,12,,11,7,8,,,,,,,1,3,4,5,2,6,,,9
1,5,,5,,,4,3,2,,,6,1,,,,,,,,,,,,,,9,10,11,12,7,8,,,,,,,2,5,3,4,6,1,,,
1,6,,,,,,,,,,,,,9,10,,,,,,,7,8,11,12,,,,,,,,,,,,,1,2,3,4,5,6,,,
1,7,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,9,10,,,7,8,,,1,2,3,4,5,6,,,
1,8,,,,,,,,,,,,,15,16,19,18,17,33,32,31,13,14,11,12,10,7,8,9,24,23,26,25,28,27,29,30,1,6,2,3,4,5,21,20,22
1,9,,,,,,,,,,,,,15,16,,,,,,,,,,,2,10,11,12,8,9,,,,,,,1,3,4,7,5,6,13,14,
1,10,,,,,,,,,,,,,13,14,,,,,,,,,,,9,10,11,12,7,8,,,,,,,1,5,3,4,6,2,15,16,
1,11,,,,,,,,,,,,,,,,,,,,,,,11,12,2,3,9,10,13,14,,,,,,,1,4,5,6,7,8,,,
1,12,,,,,,,,,,,,,,,,,,,,,11,12,13,14,2,9,3,10,,,,,,,,,1,4,5,6,7,8,,,
1,13,,,,,,,,,,,,,14,15,20,21,22,31,32,33,16,17,18,19,9,10,11,12,7,8,,24,29,30,27,25,1,2,3,4,5,6,28,23,13
1,14,,,,,,,,,,,,,,,,,,,,,,,,,10,12,,11,7,8,,,,,,,1,2,5,3,4,6,,,9
1,15,,,,,,,,,,,,,,,10,11,,,,,,,,,4,9,12,,3,,,,,,,,2,1,5,6,7,8,,,
1,16,,,,,,,,,,,,,,,,,,,,,,,,,3,5,10,11,4,12,,,,,,,1,2,6,7,8,9,,,
