Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,1,6,,,,5,3,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,5,1,7,6,11,12,9,4,3,10,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,1,,,,,5,3,2,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,7,1,3,5,4,11,8,9,2,6,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,2,1,8,10,9,10,7,11,6,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,6,1,,,,,2,,4,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,1,3,4,,,5,,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,1,,,,,5,3,2,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,7,1,4,,8,5,2,,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,1,,6,5,,,4,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,8,1,7,10,11,12,5,3,2,9,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,5,1,2,,,,,,4,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,,5,1,,,,2,,3,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,3,1,,6,,2,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,7,11,1,4,6,9,2,8,,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,,1,4,,,5,,2,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,,1,,6,,5,,4,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,3,12,11,1,4,10,9,8,5,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,4,3,10,11,5,1,12,6,9,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,6,,,2,3,1,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,7,,6,,5,1,3,8,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,4,,,5,,1,2,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,6,9,10,11,3,1,2,7,8,5,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,3,,,5,4,1,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,,5,,,6,1,2,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,,5,,,2,1,3,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,6,,,2,,1,5,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,2,,,6,5,1,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,4,6,,2,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,,,,,6,1,2,,3,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,,,,,6,1,3,,5,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,10,12,9,3,1,4,6,11,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,6,8,12,5,3,1,4,10,11,9,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,,6,,2,3,1,6,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,,5,,4,3,1,,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36,10,11,9,8,2,1,3,5,12,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37,5,,4,,,,3,,1,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38,,6,4,,,,,2,1,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39,,2,3,,6,,4,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,,3,,,6,4,,,1,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41,,5,4,,,,,1,2,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42,5,2,,,4,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43,3,,5,,1,,4,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,9,2,11,12,1,3,4,6,7,8,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,2,,,,1,,,,6,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47,1,5,2,7,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48,1,,,2,3,4,5,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,1,,,2,6,3,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,4,9,12,10,8,7,3,1,11,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,6,,4,3,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,5,11,4,7,6,9,3,10,2,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,8,10,9,4,3,11,2,6,7,5,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,,,4,6,,,3,,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,,,,6,3,,,5,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,,5,2,,,,,,3,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,,3,,,2,4,5,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,3,,6,5,,,4,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
