Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,9,3,2,8,7,12,6,5,4,11,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,4,3,,,6,2,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,2,,,3,5,6,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,6,,,2,,,,5,4,1,3,,,,,,,,,,,,,9,10,11,12,7,8,,,,,,,1,2,3,4,5,6,,,
1,5,4,,,3,5,,,,,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,,,6,,3,,2,5,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,3,4,,,2,5,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,5,,,4,3,2,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,4,,,,5,,2,,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,4,12,9,3,8,11,2,10,5,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,5,,,4,,,6,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,5,,4,,3,2,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,5,11,12,9,6,2,3,7,10,4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,,3,,,5,2,,6,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,,6,,4,5,2,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,5,,,6,4,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,3,,,6,5,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,6,,,3,5,2,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,,6,4,,,3,,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,4,,,,,2,5,,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,5,,,4,6,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,3,,4,6,,,2,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,,2,,,5,3,4,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,,,,3,6,,4,,5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,,,,6,3,2,5,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,,5,,6,3,2,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,5,,,,4,2,3,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,,,,,5,6,4,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,11,4,12,5,6,2,10,9,3,8,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,,5,,,6,3,4,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,,,,6,4,3,2,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,,,3,4,2,6,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,,2,5,,,,3,,4,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,,3,,4,2,,6,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,10,6,4,12,3,2,5,7,8,9,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36,,,,4,3,,,,2,6,1,5,,,,,,,,,,12,7,8,,,,,,,,,9,10,,,1,2,3,4,5,6,11,,
1,37,3,6,,2,,5,,,,4,1,,10,11,,,,,,,2,3,,,,,,,,,,,,,12,,1,4,5,6,7,8,,,9
1,38,5,4,,,,3,2,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39,2,,,,5,6,,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,,,,3,4,2,5,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41,5,,,4,3,2,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42,,2,,3,5,,,,,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43,,3,,4,,,5,,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,3,,,,4,2,6,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,,5,,,2,,3,,4,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,5,4,,,,6,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47,6,,,,,2,3,,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48,6,,,4,5,2,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49,,,,5,3,,2,,6,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,,3,2,,,6,4,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,,5,,4,3,,6,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,3,2,,4,5,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
