Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,6,,,3,4,1,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,4,,2,3,1,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,5,,,,3,1,,,,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,6,7,,,,,,,,,,,2,3,4,5,,,,,,,,,8,9,10,11,12,,,,1
1,5,,,,,,,,,,,,,,,4,5,6,7,8,9,10,11,,,,,,,12,,,,2,3,,,,,,,,,,,1
1,6,,,,,,,,,,,,,1,3,,,,,,,16,17,8,9,4,5,6,7,18,19,,,,,,,10,11,12,13,14,15,,,2
1,7,5,3,,,,4,1,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,6,,2,4,3,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,,,6,5,3,1,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,6,3,,,,1,4,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,5,4,,6,,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,4,,6,7,3,1,,5,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,4,5,11,,2,9,1,10,3,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,3,2,,6,,,5,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,6,3,4,,,,2,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,5,4,,,,,2,1,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,5,2,,,,,3,1,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,4,,,2,3,1,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,12,11,10,5,6,1,3,9,4,7,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,5,4,3,,,,,6,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,,3,,,,4,5,,,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,12,11,10,9,8,7,6,5,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,6,,,3,,4,,5,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,,2,5,,6,4,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,6,3,,,5,2,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,5,4,,,6,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,,6,,3,,2,4,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,10,7,12,6,4,3,2,8,11,9,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,,3,,,4,2,,5,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,,,,3,4,2,5,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,,2,,6,5,3,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,,6,,4,3,2,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,8,11,7,6,9,12,5,10,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,,,,,4,3,2,7,6,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,3,,4,5,,2,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36,4,8,12,3,5,2,10,7,11,6,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37,,2,,,5,3,4,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38,5,2,,3,,4,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39,3,,,,4,5,2,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,,4,,,5,2,3,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41,,,,4,6,5,2,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42,3,,,,6,2,,5,,4,1,,11,12,,,,,,,,,,,1,2,5,6,,,,,,,,,3,4,7,8,9,10,,,
1,43,,4,,,,3,2,,6,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,,6,,2,3,5,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,,4,,3,5,,,6,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,,,,,,,,,,,,,6,7,1,2,3,,,,,,10,11,,,,,,,4,5,,,8,9,,,,,,,13,14,12
1,47,,,,,,,,,,,,,9,10,2,1,3,,,,,,11,12,,,,,,,,,7,8,5,6,,,,,,,,,4
1,48,,,,,,,,,,,,,8,7,1,3,2,10,9,11,16,17,12,13,19,18,20,21,27,26,6,5,24,25,14,15,28,31,30,32,33,29,23,22,4
1,49,,,,,,,,,,,,,21,22,30,31,32,27,28,29,1,2,5,6,10,9,7,8,3,4,23,24,25,26,19,20,11,12,13,14,15,16,17,18,
1,50,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,6,1,2,,,,,,,7,8,9,10,11,12,,,
2,1,,,,,,,,,,,,,14,15,11,12,13,,,,,,,,1,2,3,4,,,,,,,,,5,6,7,8,9,10,,,
2,2,,,,,,,,,,,,,13,14,,,,,,,9,10,7,8,1,15,16,,11,12,,,,,,,,2,3,4,5,6,,,
2,3,,,,,,,,,,,,,13,14,31,32,33,28,29,30,11,12,15,16,1,3,4,2,22,23,20,21,26,27,17,18,5,6,7,8,9,10,24,25,19
2,4,,,,,,,,,,,,,16,17,,,,,,,14,15,12,13,1,2,3,4,,,,,,,18,19,5,6,7,8,9,10,,,11
2,5,,,,,,,,,,,,,6,5,,,,,,,16,17,,,1,2,4,3,7,8,,,,,,,9,12,13,10,14,11,,,15
