Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,2,,,3,,1,,4,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,6,3,,,,4,1,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,4,,,5,3,1,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,3,,,,4,1,,,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,4,7,8,11,9,2,1,3,5,10,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,5,,,4,3,,1,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,,6,,2,3,1,,,5,4,,,,,,,5,8,,,,3,4,,11,12,,1,2,,,,,6,10,,9,,,,7,,,
1,8,,5,,6,,,1,,3,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,3,2,5,,,,,1,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,1,,,3,2,6,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,,,,2,1,5,,,6,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,,,2,1,3,,,4,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,,7,6,,1,,2,,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,6,5,3,2,1,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,,5,4,,,3,6,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,4,6,,2,,,3,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,6,3,,,,,4,,5,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,,4,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,6,3,,,,4,,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,4,,,,6,,2,5,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,,,6,5,,,2,4,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,12,2,11,9,8,10,6,5,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,,5,,,,6,2,,3,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,4,3,,2,,,5,6,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,,2,5,,,,,,3,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,7,6,8,5,9,4,10,3,11,2,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,,5,,,6,3,4,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,,4,3,,,,6,,2,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,6,2,,3,,,5,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,,4,,,,,2,,5,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,7,6,,,4,3,2,,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,,2,,,6,3,4,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,,,,4,5,3,2,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,5,4,,,,2,3,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,3,,,6,5,2,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36,4,,,,3,2,,5,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37,5,6,,4,,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38,4,3,6,,,2,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39,7,8,6,,5,3,2,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,5,4,6,,,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41,,6,,4,5,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42,,2,,,,,,3,4,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43,,4,,5,,2,3,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
