Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,2,11,12,3,6,1,5,9,10,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,,4,2,5,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,1,,2,,3,,4,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,5,1,,3,,6,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,,6,,,,1,,2,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,4,,,,5,3,2,6,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,9,8,12,2,5,7,4,6,11,3,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,1,2,,6,,,3,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,3,2,5,1,4,6,,8,7,9,10,11,1,2,3,1,2,2,1,3,1,,1,2,3,4,2,1,2,1,2,1,2,1,2,1,1,5,6,4,3,2,1,2,1
1,10,4,5,10,6,12,3,7,8,9,11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,9,8,7,6,5,4,2,3,10,11,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,4,5,,,6,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,,,,,,,,,,,,,5,6,,,,,,,7,8,,,1,2,3,4,,,,,,,,,9,10,11,12,,,,,
1,14,,,,,,,,,,,,,,,,,,,,,5,6,,,1,2,3,4,,,,,,,,,10,11,12,13,14,15,8,9,7
1,15,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,12,11,10,9,8,7,,,
1,16,1,2,3,4,5,,,,,,6,,5,,8,,,9,,,10,,11,,12,,,,,,,,,,,,1,2,3,4,6,7,,,
1,17,,,,,,,,,,,,,,,9,10,11,3,4,5,1,2,,,,,,,6,,,,,12,,,,,,,,,7,8,
1,18,,,,,,,,,,,,,,,1,2,3,,,,10,11,,,,,,,,,,,,,,,4,5,6,7,8,9,,,12
1,19,4,6,,,5,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,8,9,11,5,4,3,2,7,12,10,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,3,2,,6,4,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,,2,,,3,,4,,5,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
