Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,5,,6,2,,,3,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,5,8,11,4,9,12,3,10,2,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,2,,,4,5,,,,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,4,,2,,,6,3,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,,6,,,,4,5,,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,6,10,5,2,,,7,9,3,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,2,7,4,,,3,,6,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,,,,,5,3,,6,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,,,2,1,3,4,,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,3,,,4,1,2,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,5,6,,,1,2,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,4,,,,1,2,3,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,3,,,,1,2,5,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,,,,1,3,,,6,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,8,,5,4,1,2,7,,,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,,2,3,1,,6,5,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,,,2,1,4,5,,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,,3,,,1,,,4,6,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,4,,,3,1,2,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,,,,3,1,2,5,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,6,4,2,,,,1,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,6,,5,,4,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,,4,,,6,2,1,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,,6,3,,,,1,,2,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,,2,,,6,3,1,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,5,,,4,6,3,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,,3,2,,,,1,,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,,6,,,5,,1,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,7,8,6,5,4,9,1,11,12,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,5,12,11,6,3,2,1,7,10,8,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,,,,4,,,1,,2,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,,,,5,,4,1,,3,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
