Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,,,,,,,,,,,,,,2,1,3,,,,,,,,,,,,4,8,,,7,13,,,9,5,10,6,11,12,,,
1,2,,,,,,,,,,,,,,,1,2,,,,,12,,11,8,,,,,5,,,,3,4,10,9,,,,,,,6,7,
1,3,,,,,,,,,,,,,13,14,3,1,2,15,16,17,,,11,12,,,,,6,7,,,4,5,9,10,,,,,,,,,8
1,4,,,,,,,,,,,,,22,21,1,2,3,33,32,31,26,25,20,19,30,29,28,27,24,23,18,17,4,5,16,15,11,10,9,8,7,6,14,13,12
1,5,,,,,,,,,,,,,15,16,2,1,3,12,13,14,,,10,11,,,,,4,5,17,18,6,7,8,9,,,,,,,19,20,
1,6,,,,,,,,,,,,,,,1,2,3,6,5,7,8,9,,,,,,,4,,,,12,,,,,,,,,,10,11,
1,7,,,,,,,,,,,,,7,8,,,,,,,5,6,9,10,3,1,2,4,,,,,,,,,12,,,,,11,,,
1,8,,,,,,,,,,,,,15,16,28,29,30,31,32,33,13,14,11,12,1,2,3,4,17,18,22,23,26,27,24,25,5,6,7,8,9,10,19,20,21
1,9,,,,,,,,,,,,,,,,,,,,,,,11,12,1,2,3,4,,,,,,,,,5,6,7,8,9,10,,,
1,10,,,,,,,,,,,,,15,16,6,7,8,31,32,33,27,28,29,30,1,3,2,4,19,20,17,18,21,22,26,25,9,10,11,12,13,14,23,24,5
