Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,,,,,,,,,,,,,,,,,,,,,,,,7,8,9,10,11,12,,,,,,,1,2,3,4,5,6,,,
1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,10,11,12,7,8,,,,,,,1,2,3,4,5,6,,,
1,3,,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,11,12,,,,,,,1,2,3,4,5,6,9,10,
1,4,,,,,,,,,,,,,,,,,,,,,,,,,9,10,11,12,2,8,,,,,,,1,3,4,5,6,7,,,
1,5,,,,,,,,,,,,,,,7,8,9,,,,,,,,,,,,,,,,11,12,,,1,2,3,4,5,6,,,10
1,6,,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,11,12,,,,,,,1,2,3,4,5,6,9,10,
1,7,,,,,,,,,,,,,12,13,26,28,27,29,30,31,20,21,14,15,7,8,9,10,16,17,22,23,32,33,18,19,1,2,3,4,5,6,24,25,11
1,8,,,,,,,,,,,,,14,15,33,31,32,20,21,22,16,17,25,26,27,28,29,30,8,9,23,24,12,13,18,19,6,1,2,5,3,4,10,11,7
1,9,,,,,,,,,,,,,,,,,,,,,7,8,11,12,,,,,,,,,,,,,1,6,2,3,4,5,9,10,
1,10,,,,,,,,,,,,,,,7,8,9,,,,,,,,,,,,,,,,10,11,,,1,2,3,4,5,6,,,12
1,12,,,,,,,,,,,,,,,7,8,9,,,,,,,,,,,,,,,,11,12,,,1,2,3,4,5,6,,,10
1,13,,,,,,,,,,,,,,,,,,,,,11,12,,,7,8,9,10,,,,,,,,,1,2,3,4,5,6,,,
1,14,,,,,,,,,,,,,10,9,8,,12,,,,,,,,,,,,7,11,,,,,,,1,3,4,5,6,2,,,
1,15,,,,,,,,,,,,,,,4,,5,,11,,10,,,9,,,,,8,12,,,,6,7,,1,,2,,,3,,,
1,16,,,,,,,,,,,,,,,,,,,,,,,,,9,10,11,12,2,3,,,,,,,1,6,4,8,7,5,,,
1,17,,,,,,,,,,,,,,,3,4,5,12,,,,,,,,,,,,,,,1,2,,,6,7,8,9,10,11,,,
1,18,,,,,,,,,,,,,15,16,5,4,3,10,13,14,17,18,,,,,,,,,8,9,1,2,11,12,,,,,,,6,7,19
