Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,7,3,2,,6,,,,1,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,,2,,,5,6,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,7,2,4,8,10,12,9,6,1,5,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,11,2,5,9,10,12,3,6,1,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,,2,3,,4,,5,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,,3,2,6,,,5,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,3,12,7,6,5,10,2,11,1,8,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,6,3,,,4,,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,4,9,10,7,3,5,,,1,6,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,3,5,,,,7,8,1,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,5,4,3,6,7,12,2,8,1,9,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,,2,,6,1,3,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,,,,1,6,4,3,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,,,1,2,6,,,,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,4,5,,1,,,,6,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,3,,1,5,,4,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,,,1,6,2,,5,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,12,11,10,1,2,9,8,7,6,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,,,,,,,,,,,,4,5,27,28,29,18,19,20,6,7,8,9,30,31,32,33,2,3,10,11,12,13,14,15,21,22,23,24,25,26,16,17,1
1,20,,,,,,,,,,,,,6,7,,,,,,,,,,,2,3,4,5,8,,,,,,,,,11,,10,,12,,9,1
1,21,,,,,,,,,,,,,3,,,,,,,,,8,,,,,,7,5,6,,,,2,,,12,11,13,9,10,4,,,1
1,22,,,,,,,,,,,,,2,3,33,32,31,30,29,28,11,10,9,8,21,20,19,18,4,5,15,14,17,16,13,12,27,26,25,24,23,22,7,6,1
1,23,,2,,3,,,6,,5,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,5,4,10,3,6,12,8,11,7,9,2,1,,,,,,1,,,2,,,,,,,,,3,,,,,,,4,5,6,7,8,9,1,1,
1,47,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49,,,6,,7,4,3,,,2,1,5,,,,,,,,,1,2,,,,,,,,,,,,,,,3,4,1,2,6,5,,,
2,1,2,,,1,4,5,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,3,,,1,,4,,5,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,,,,1,5,,2,,3,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,,,2,1,,3,4,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,,6,7,1,,,,8,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,,2,3,1,,,4,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,,2,,1,6,5,4,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,,4,1,2,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,,,1,,,6,4,,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,,4,1,2,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,12,3,1,11,6,2,5,10,8,9,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,,1,7,6,5,9,8,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,6,11,1,5,4,10,2,7,3,8,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,,,1,,5,4,,,2,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,5,4,1,6,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,,4,1,,,,3,,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,,2,1,,,,5,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,,3,1,,6,,,,2,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,5,,1,4,,,,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,,6,1,,,,2,,5,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,,2,1,4,3,,,,5,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,,1,,,5,4,,,6,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,,1,,4,,6,,,2,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25,,1,,,4,,5,,2,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,26,6,1,,,4,,5,,2,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,27,7,1,6,8,5,,,2,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28,,1,3,,,5,2,,4,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,29,,1,5,4,3,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,4,1,,6,,,,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31,,3,6,,,4,2,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,32,8,1,,,5,,2,6,3,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33,11,1,5,10,9,,3,4,2,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,,1,2,,,,3,,4,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,35,4,1,,,,,5,,3,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,36,,1,,,4,,5,,2,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,37,,1,,3,,,4,,2,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38,,1,,,6,,5,4,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,39,,1,,,6,4,3,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,,1,3,,,6,5,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41,6,1,5,,2,,,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42,1,,2,3,4,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,43,1,11,4,7,10,3,2,5,6,8,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,44,1,3,2,4,6,5,8,7,10,9,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,45,1,,8,2,7,9,6,4,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,46,1,2,,3,4,,,,,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,47,1,,,5,2,,,,6,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,48,1,12,9,3,8,2,4,10,11,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,49,1,10,11,2,5,3,6,8,12,7,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50,1,,4,,3,,,,5,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,,,,,,,,,,,,,6,7,21,20,22,33,31,32,9,8,18,19,2,5,3,4,23,24,27,28,30,29,25,26,15,14,16,13,17,12,10,11,1
3,2,3,11,12,10,2,4,9,6,8,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,5,4,,,6,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,,2,,,,6,4,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,6,,4,,,3,,,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,11,12,,,5,3,10,,9,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,4,3,11,2,10,12,5,9,8,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,5,3,,,,,2,,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,,4,,,,6,3,,,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,5,4,3,2,6,7,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,9,4,10,8,7,12,5,6,3,11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,,6,,,5,3,4,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,,2,,,6,,3,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,8,12,10,2,4,3,9,11,7,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,,,,7,6,5,,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,,2,6,,,,3,,4,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,,10,,5,4,3,9,6,8,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,,5,6,,,4,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,4,5,9,,4,8,2,10,3,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,,2,,,5,,3,,6,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,4,,7,2,,3,,,,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,,2,,,,4,3,,5,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,3,6,,,,2,,,,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,,,,,3,,4,5,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,,,,6,4,3,2,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,26,12,2,9,8,10,3,4,7,6,11,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,,,,,,,,,,,,,12,,,,,,,,,,,,7,8,9,10,,,,,,,,,2,3,4,5,6,1,,,11
3,28,8,,7,6,5,9,4,11,3,10,1,2,,,,,,17,16,15,,,,,13,,14,,11,12,,,9,10,,,6,5,4,3,2,1,7,8,
3,29,,,,3,,,5,,6,4,1,2,,,,,,,,,,,,,,,,,11,12,,,,,9,10,1,2,3,4,5,6,7,8,
3,30,12,11,10,9,8,7,6,5,4,3,1,2,29,30,31,32,33,28,27,26,24,25,22,23,18,19,20,21,16,17,14,15,12,13,10,11,1,2,3,4,5,6,7,8,9
3,31,,,,,,,,,,,,,,,,,,,,,,,11,12,7,8,9,10,,,,,,,,,1,2,3,4,5,6,,,
3,32,,,,,,,,,,,,,11,12,,,,,,,9,10,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,
3,33,,,,,,,,,,,,,11,12,,,,,,,9,10,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,
3,34,10,11,12,4,6,5,3,9,7,8,1,2,26,27,28,29,30,31,32,33,13,14,15,16,9,10,11,12,7,8,24,25,17,18,19,20,1,2,3,4,5,6,22,23,21
3,35,,,,,,,,,,,,,,,9,10,11,,,,,,,,,,,,7,,,,,,,,1,2,3,4,5,6,8,,12
3,36,,,7,6,5,4,3,8,,2,1,,,,,,,,,,,9,8,7,,9,,,,10,,,,,,,3,2,1,4,5,6,,,
