Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,,,,,,,,,,,,13,17,20,22,23,10,14,18,11,15,12,16,32,30,33,31,2,4,19,21,5,6,1,3,24,27,25,28,26,29,7,8,9
1,2,,,,,,,,,,,,,,,,,,,,,,,7,8,9,12,11,10,,,,,,,,,1,4,3,5,6,2,,,
1,3,,,,,,,,,,,,,4,,7,5,1,12,,,,,,6,,,,,2,,11,,,,,8,,3,,9,,,10,,
1,4,,,,,,,,,,,,,,,1,2,3,8,9,10,11,12,,,,,,,5,7,,,4,6,,,,,,,,,,,
1,5,,1,5,4,,,,3,6,,,2,,,3,1,2,,,,,,,,,,,,,,8,9,4,5,10,11,,,,,,,7,6,12
1,6,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,4,,,,,,,,11,10,9,8,7,6,,12,5
1,7,,,,,,,,,,,,,,,1,3,2,12,,,10,11,,,,,,,6,7,,,,,9,,,,,,,,4,5,8
1,8,,,,,,,,,,,,,,,1,2,3,7,8,9,,,,,,,,,,,,,,,4,5,10,11,,,,,12,13,6
1,9,,,,,,,,,,,,,20,21,10,11,12,1,2,3,18,19,13,14,30,31,32,33,22,23,15,16,4,5,6,7,24,25,26,27,28,29,8,9,17
1,10,,,,,,,,,,,,,12,,,,,1,2,3,10,11,,,,,,,,,,,4,5,6,7,,,,,,,8,9,
1,11,,,,,,,,,,,,,6,8,2,1,3,4,,,5,7,9,10,27,28,29,30,11,12,13,14,15,16,17,18,,23,22,25,24,26,19,20,21
1,12,,,,,,,,,,,,,18,19,1,2,3,17,16,15,21,20,23,22,33,32,31,30,15,12,13,14,4,5,10,9,28,29,27,26,25,24,6,7,8
1,13,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,10,11,,,12,13,,,4,5,6,7,8,9,,,
1,14,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,4,5,7,6,,12,,,11,10,9,8,
1,15,,,,,,,,,,,,,,,2,1,3,4,5,6,,,,,,,,,,,,,,,,,7,8,9,10,11,12,,,
1,16,,1,6,,,,5,3,2,,,4,,,2,1,3,,12,,,,,,,,,,10,11,6,7,4,5,,,,,,,,,8,9,
1,17,,,,,,,,,,,,,14,15,1,2,3,31,32,33,23,24,12,13,27,30,28,29,10,11,25,26,16,17,21,22,4,5,9,6,7,8,18,19,20
1,18,,,,,,,,,,,,,9,10,,,,2,1,3,,,,,,,,,11,12,,,4,5,6,7,,,,,,,,,8
1,19,,,,,,,,,,,,,,,12,,,2,,,1,,3,,4,,,,5,,6,,7,,8,,9,,,,,,10,,11
1,20,,,,1,6,5,4,,3,,2,,,,,,,,,,1,2,3,4,,,,,5,6,,,7,8,,,9,10,11,12,,,,,
1,21,7,,,2,3,6,,5,,8,1,4,,,,,,,,,1,2,3,4,,,,,,,,,,,,,7,8,9,10,11,12,5,6,
1,22,,,,,,,,,,,,,9,10,,,,,,,,,1,2,5,6,7,8,3,4,,,,,,,11,,,,,12,,,
1,23,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,11,12,,,,,,,6,7,5,8,9,10,,,
1,24,,,,,,,,,,,,,,,,,,,,,3,4,,,1,2,11,12,5,,,,,,,,7,6,8,9,10,,,,
1,25,,,,,,,,,,,,,,,,,,,,,,,6,,1,7,9,10,5,8,,,,,4,,2,7,11,12,,,,,3
1,26,,,,,,,,,,,,,23,24,31,32,33,7,8,9,5,6,21,22,1,2,3,4,27,28,25,26,29,30,10,11,14,15,16,17,18,19,12,13,20
1,27,,,,,,,,,,,,,23,24,31,32,33,7,8,9,5,6,21,22,1,2,3,4,27,28,25,26,29,30,10,11,14,15,16,17,18,19,12,13,20
1,28,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,,,,,,,,6,7,5,8,9,10,11,12,
1,29,,,,,,,,,,,,,15,14,13,12,11,33,32,31,10,9,7,8,3,4,5,6,1,2,17,16,21,20,19,18,27,26,25,24,23,22,28,29,30
1,30,7,1,8,,,,6,,5,3,2,4,,,3,4,5,,,,,,,,,,,,1,2,12,13,,,,,6,7,8,9,10,11,,,
1,31,,,,,,,,,,,,,24,25,10,11,12,26,27,28,,,,,6,7,8,9,1,13,14,15,4,5,16,17,18,19,20,21,22,23,2,3,
1,32,,,,6,,,1,,2,5,4,3,,,,,,,,,,,,,,,,,1,2,,,3,4,,,5,6,7,8,9,10,11,12,
1,33,,,,,,,,,,,,,,,,,,,,,5,,,,3,4,6,7,1,2,,,,,,,8,9,10,12,,,,,11
1,34,,,,,,,,,,,,,,,,12,,9,10,11,,,7,8,,,,,1,4,,,2,3,,,,,,,,,5,6,
1,35,,,,,,,,,,,,,,,2,6,10,5,11,,,,,,,,,,1,7,12,,4,8,,,,,,,,,3,9,
1,36,,,,,,,,,,,,,8,9,,,,10,11,12,7,,,,,,,,1,2,,,3,4,,,,,,,,,5,6,
1,37,,,,,,,,,,,,,5,6,,,,,,,3,4,7,8,,12,,,1,2,,,,,10,11,,,,,,,,,9
1,38,,2,1,5,,,3,6,4,,,,,,6,7,8,9,10,11,,,12,,,,,,1,2,,,3,4,,,5,,,,,,,,
1,40,,,,,,,,,,,,,8,9,,,,,,,,,6,7,,,,,1,2,3,4,10,11,12,13,,,,,,,,,5
1,41,,,,,,,,,,,,,,,8,10,9,3,4,5,11,12,,,,,,,,,16,17,1,2,14,15,,,,,,,7,6,13
1,42,,,,,,,,,,,,,,,11,10,12,3,4,5,,,,,,,,,,,,,1,2,8,9,,,,,,,6,7,
1,43,,,,,,,,,,,,,,,11,12,13,,,,,,,,,,,,9,10,,,1,2,,,3,4,5,6,8,7,,,
1,44,,,,,,,,,,,,,25,24,2,3,4,6,7,8,,,26,27,,,,,13,14,12,11,1,5,16,15,23,22,21,20,19,18,10,9,17
1,45,,,,,,,,,,,,,18,19,6,7,8,3,4,5,16,17,20,21,28,29,30,31,32,33,11,12,1,2,13,14,22,23,24,25,26,27,9,10,15
1,46,,,,,,,,,,,,,,,2,3,4,,,,,,12,13,,,,,8,9,,,1,5,10,11,,,,,,,6,7,
1,47,6,,1,2,,3,5,,4,,,,,,,,,3,4,5,12,,,,6,7,8,9,,,,,1,2,,,,,,,,,10,11,
1,48,,,,,,,,,,,,,,,5,4,6,8,9,7,,,,,,,,,10,11,,,1,12,,,,,,,,,2,3,
1,49,,,,,,,,,,,,,,,6,4,5,,,,,,,,,,,,2,7,,,1,8,,,14,13,12,11,10,9,15,16,3
1,50,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,7,12,,1,5,,,,8,,11,10,,2,6,9
2,1,4,,,,1,3,6,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,3,12,11,10,1,9,4,6,5,7,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,2,,,,1,,3,,5,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,,6,,4,1,2,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,6,9,5,8,1,,,,3,2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,5,6,,4,1,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,3,10,9,8,1,4,7,6,11,5,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,12,2,3,4,5,6,7,1,8,9,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,,5,4,,6,,,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,2,1,,,,,,,,,,,5,4,2,3,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
