Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,,,,,,,,,,,,12,13,,,,,,,7,8,5,6,1,2,3,4,,,,14,,,10,11,,,,,,,,,9
1,3,,,,,,,,,,,,,,,,,,,,,13,14,15,16,1,2,3,4,5,12,,,,,,,6,7,8,9,10,11,,,
1,4,,,,,,,,,,,,,5,6,,,,,,,10,11,12,13,1,2,3,4,,,,,,,,,,,,,,,8,9,7
1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,11,12,,,,,,,5,6,7,8,9,10,,,
1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,5,2,6,,,,,,,7,10,11,12,9,8,,,
1,7,,,,,,,,,,,,,19,20,26,27,28,31,32,33,15,16,13,14,1,2,3,4,5,12,24,25,29,30,21,22,6,7,8,9,10,11,17,18,23
1,8,,,,,,,,,,,,,19,12,20,21,22,31,32,33,14,15,23,24,1,5,6,7,13,16,25,26,29,30,17,18,2,3,4,8,9,10,27,28,11
1,9,,,,,,,,,,,,,6,7,,,,,,,8,9,,,1,3,2,4,,,,,,,,,15,14,13,12,10,11,,,5
1,10,,,,,,,,,,,,,5,6,,,,,,,9,10,7,8,1,2,3,4,,,,,,,,,11,12,,,,,,,
1,11,,,,,,,,,,,,,19,20,26,27,28,31,32,33,15,16,13,14,1,2,3,4,5,12,24,25,29,30,21,22,6,7,8,9,10,11,17,18,23
1,12,,,,,,,,,,,,,11,,,,,,,,12,,,,1,2,3,4,,,,,,,,,5,6,7,8,9,10,,,
1,13,,,,,,,,,,,,,5,6,28,26,27,33,31,32,16,15,7,8,1,2,3,4,21,20,22,23,30,29,18,17,10,14,11,12,9,13,25,24,19
1,14,,,,,,,,,,,,,16,17,,,,,,,14,15,5,6,1,2,3,4,18,19,,,,,,,7,8,9,12,11,10,,,13
1,15,,,,,,,,,,,,,,,,4,,,,,,,,,3,1,5,6,,,,,,,,,2,7,8,9,10,11,,12,
1,16,,,,,,,,,,,,,11,12,23,29,21,28,29,30,15,16,13,14,2,1,4,3,17,18,26,27,32,33,24,25,5,8,7,10,6,9,21,22,19
1,17,,,,,,,,,,,,,11,12,,,,,,,15,16,,,1,2,3,4,13,,,,,,,,5,9,8,7,10,6,,14,
1,18,,,,,,,,,,,,,6,7,31,32,33,28,29,30,10,11,8,9,1,2,3,4,20,21,24,25,26,27,22,23,12,13,14,15,16,17,18,19,5
1,19,,,,,,,,,,,,,,,,,,,,,6,7,5,8,1,2,3,4,9,10,,,,,,,11,12,,,,,,,
1,20,,,,,,,,,,,,,7,8,31,32,33,28,29,30,12,13,10,11,1,2,3,4,5,6,24,25,26,27,16,17,18,19,20,21,22,23,14,15,9
1,21,,,,,,,,,,,,,9,11,20,21,22,25,24,23,13,15,14,16,1,3,5,7,17,18,33,32,31,30,29,28,2,4,6,8,10,12,27,26,19
1,22,,,,,,,,,,,,,5,6,,,,,,,,,,,1,2,3,4,,,,,,,,,7,8,9,10,11,12,,,
1,23,,,,,,,,,,,,,11,12,33,32,31,28,29,30,13,14,18,19,1,2,4,3,22,23,24,25,26,27,20,21,5,9,7,8,10,6,15,16,17
1,24,,,,,,,,,,,,,20,21,26,27,28,29,30,31,18,19,16,17,1,2,3,4,11,12,24,25,32,33,22,23,5,6,7,8,9,10,13,14,15
1,25,,,,,,,,,,,,,4,,3,,,8,,,12,,2,,11,,,,10,,1,,5,,7,,6,,,,,,9,,
1,26,,,,,,,,,,,,,,,,,,,,,,,5,6,1,2,3,4,,,,,,,,,7,8,9,10,11,12,,,
1,27,,,,,,,,,,,,,6,7,24,25,26,31,32,33,16,17,14,15,1,2,3,4,18,19,27,28,29,30,20,21,8,9,10,11,12,13,22,23,5
1,28,,,,,,,,,,,,,,,,12,,,,,,,,,1,4,5,6,2,,,,,,,,3,7,8,9,10,11,,,
1,29,,,,,,,,,,,,,4,13,,,,,,,16,17,18,19,1,2,7,8,3,,,,,,14,15,5,6,9,10,11,12,,,
1,30,,,,,,,,,,,,,15,16,,,,,,,5,6,17,18,1,2,3,4,7,8,,,,,,,9,10,11,12,13,14,19,20,21
1,31,,,,,,,,,,,,,,,,,,,,,,,7,8,1,2,3,4,,,,,,,9,10,,,,,11,12,5,6,
1,32,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,10,11,,,,,,,,2,3,4,5,6,7,,,12
1,33,,,,,,,,,,,,,9,10,,,,,,,7,8,,,1,2,3,4,,,,,,,,,5,6,11,12,,,,,
1,34,,,,,,,,,,,,,10,11,29,30,31,20,21,22,18,19,6,7,1,2,3,4,8,9,23,24,33,32,25,26,12,13,14,15,16,17,27,28,5
1,35,,,,,,,,,,,,,18,19,26,27,28,,,,5,6,7,8,1,2,3,4,16,17,22,23,,,24,25,9,10,11,12,13,14,20,21,15
1,36,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,11,12,,,,,,,5,6,7,8,9,10,,,
1,37,,,,,,,,,,,,,5,6,26,25,24,33,32,31,16,17,18,19,1,2,3,4,20,21,28,27,30,29,23,22,7,8,9,10,11,12,14,15,13
1,38,,,,,,,,,,,,,9,8,33,32,31,28,27,26,10,11,5,6,1,2,3,4,14,15,17,16,30,29,18,19,25,23,24,22,21,20,13,12,7
1,39,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,7,8,9,10,11,12,,,
1,40,,,,,,,,,,,,,7,8,,,,,,,9,10,18,19,1,2,3,4,5,17,,,,,,,11,12,13,14,15,16,,,6
