Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,6,2,,,4,3,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,5,3,,6,4,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,4,5,,,2,3,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,3,4,,,6,2,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,3,5,11,10,12,2,9,4,6,7,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,,,,3,4,2,5,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,6,,,2,4,5,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,,,5,4,2,3,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,5,10,12,7,4,2,3,9,11,6,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,,,,6,5,2,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,,,,,5,2,3,,6,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,5,,4,,,2,,3,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,3,,,,6,2,4,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,4,,,3,6,2,8,9,,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,,2,,6,,3,4,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,5,2,,,,4,3,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,2,,6,4,,,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,3,4,,,6,2,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,3,,,4,2,5,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,,,,3,2,4,5,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,,2,3,,,6,4,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,,2,3,,,,6,,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,,6,,5,,2,3,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,,,,3,4,2,,6,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,3,4,,,,,2,5,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,,,,6,4,2,3,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,,6,,4,2,,,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,,5,,4,6,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,6,,2,,,,5,,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,,,,3,2,6,5,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31,,,,6,4,3,2,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,3,12,6,8,2,4,9,11,10,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,,2,5,,,3,,,4,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,3,4,,,,2,6,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,,6,,,4,3,2,,7,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36,7,,,3,4,2,5,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37,4,,,,5,2,,6,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38,4,12,11,8,7,3,2,6,10,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39,,2,4,,5,6,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,40,3,6,,,,2,4,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41,,2,4,,,3,5,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42,,,,6,4,3,2,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43,,,,6,4,3,2,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,9,8,12,10,3,2,4,6,7,11,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,4,6,,,5,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,,2,,,6,4,3,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47,6,5,,,4,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48,5,10,11,8,4,2,3,7,12,6,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49,3,6,,,4,2,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,,4,,,5,3,2,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,6,,,4,5,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,8,9,12,7,3,2,10,4,11,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,,6,,,4,2,3,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,4,12,9,2,5,3,10,8,11,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,3,2,,,6,,4,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,,4,5,,,3,2,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,4,,,,3,2,5,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,6,2,,,,3,4,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,6,,,4,5,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,,6,,4,5,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,6,2,,,,3,4,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,,2,,,5,4,3,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,3,6,,5,,2,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,,,,6,,2,3,,4,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,6,5,11,4,3,12,9,8,10,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,4,2,6,,,,3,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,,,,6,4,3,2,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,,2,,5,3,,,4,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,4,5,,,3,2,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
