Booth,Paper,A:The Great Australian Party,B:Australian Christians,C:Citizens Party,D:Trumpet of Patriots,E:Sustainable Australia Party - Universal Basic Income,F:Australian Democrats,G:Libertarian,H:Gerard Rennick People First,I:The Greens (WA) Inc,J:FUSION | Planet Rescue | Whistleblower Protection | Innovation,K:Socialist Alliance,L:Australian Labor Party,M:Pauline Hanson's One Nation,N:Legalise Cannabis Party,O:Animal Justice Party,P:Australia's Voice,Q:Liberal,R:The Nationals,A:CULLERTON Rodney,A:NEWTON-WORDSWORTH William,B:KLOMP Steve,B:NG Joan Lee,C:NOVAKOVICH Aisha Nancy,C:RYLES Rex Michael,D:BANNISTER Melissa,D:MONGAN Trent Kenneth,D:ROBINS Peter,D:STEWART Lincoln,E:OBORN Karen,E:OOSTRYCK Ryan,F:MITCHELL Elana,F:SIMSON Simon,G:BURNS Ryan,G:NICOL Gary,H:KING Madison,H:CLUNE Jody,I:STEELE-JOHN Jordon,I:COLLINS Simone,I:CLARKE Donald,I:IVES Verity,I:LONSDALE Heather,J:CARRIE-WILSON Tian,J:ALDERDICE Tamara,K:SOBIERALSKI Jade,K:BREEN Riley,L:WHITEAKER Ellie,L:GHOSH Varun,L:SINGH Deep,L:DEWAN Tarun,L:WHITE Ally,L:OSWALD Brock,M:WHITTEN Tyron,M:DOYLE Conor,N:MEOTTI Jason,N:D'ATH Melissa Rose,O:ANAGNO Michael,O:STEWART Grant,P:KRAKOUER Megan,P:LA MACCHIA Tano,Q:BROCKMAN Slade,Q:O'SULLIVAN Matt,Q:BOTHA Trish,Q:MATHEWS Jennifer,R:BROWN Paul,R:MILES Jeremy,UG:CAO Ky,UG:MUBARAK Kim
1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,5,2,,,10,,7,9,11,,6,8,,,12,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,,,,,,5,1,,,12,11,,,,,7,10,,,,,6,9,,,,,,8,3,,,,,,,,,,,4,2,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,,,6,7,8,9,10,11,,,12,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,,,,,,,,12,13,,,,,,,,,,,,,,,1,2,3,4,5,,,,,9,10,7,8,6,11,,,,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,,,,,,43,42,37,36,40,41,46,49,48,47,16,17,14,15,35,34,33,32,5,6,9,7,8,25,24,3,4,18,21,22,20,19,23,45,44,13,12,1,2,10,11,29,28,27,26,31,30,39,38
1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,,,,,,6,,15,,5,,4,,,,2,,3,,1,,7,,16,,,,,8,,10,,17,,,,,,9,,11,,12,,13,,18,,,,,,14,
1,11,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,5,6,7,8,9,,,,,,,,,,,,,3,4,12,,,,,,,,10,11,,
1,12,,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,,,,,,,,,9,,,,,,,,,4,2,3,5,1,6,,,,,,,,,,10,11,12,,,,
1,13,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,,,6,7,8,9,10,11,,,,,12,,,,,,,,,,,
1,14,,,,,,,,,,,,,,,,,,,10,19,31,32,6,26,5,23,24,25,7,20,8,27,21,22,9,18,4,3,15,16,17,33,34,11,28,37,42,43,44,38,45,35,36,2,1,13,14,12,41,49,48,47,46,39,40,29,30
1,15,,,,,,,,,,,,,,,,,,,,,,,32,33,,,,,14,15,8,9,18,19,16,17,3,4,5,6,7,20,21,10,11,24,25,26,27,28,29,,,30,31,22,23,1,2,,,,,,,12,13
1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,5,,,,,6,7,8,9,10,11,,,12,13,,,,,,,,,,,,
1,17,,,,,,,,,,,,,,,,,,,12,11,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,10,9,,,,,,,3,1,4,2,6,5,,
1,18,,,,,5,,,,,,,6,3,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,5,,2,,,,,,,,,,3,6,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,6,4,5,,,,,3,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,5,7,8,6,12,9,4,13,18,11,16,17,2,3,15,14,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,4,7,5,13,10,6,9,8,17,15,12,18,3,14,16,11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,,,6,,,,,,3,,1,2,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
