Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,,,,,,,,7,8,5,6,11,12,3,4,,,9,10,1,2
1,2,,,,,,,,6,5,7,8,12,11,3,4,,,2,1,10,9
1,3,4,2,5,1,7,6,3,,,,,,,,,,,,,,
1,4,4,2,6,1,5,7,3,,,,,,,,,,,,,,
1,5,,2,6,1,4,5,3,,,,,,,,,,,,,,
1,6,5,4,7,1,3,6,2,,,,,,,,,,,,,,
1,7,5,6,4,1,2,7,3,,,,,,,,,,,,,,
1,8,7,6,5,1,4,3,2,,,,,,,,,,,,,,
1,9,5,4,,1,3,6,2,,,,,,,,,,,,,,
1,10,4,5,3,1,,6,2,,,,,,,,,,,,,,
1,11,6,2,5,1,3,,4,,,,,,,,,,,,,,
1,12,3,2,5,1,,6,4,,,,,,,,,,,,,,
1,13,4,3,5,1,2,7,6,,,,,,,,,,,,,,
1,14,4,2,7,3,6,5,1,,,,,,,,,,,,,,
1,15,7,6,5,4,3,2,1,,,,,,,,,,,,,,
1,16,6,5,4,3,2,,1,,,,,,,,,,,,,,
1,17,4,2,5,3,7,6,1,,,,,,,,,,,,,,
1,18,3,6,5,,2,4,1,,,,,,,,,,,,,,
1,19,3,5,4,,2,6,1,,,,,,,,,,,,,,
1,20,5,2,4,3,7,6,1,,,,,,,,,,,,,,
1,21,4,,2,3,6,5,1,,,,,,,,,,,,,,
1,22,4,3,6,2,,5,1,,,,,,,,,,,,,,
1,23,5,4,3,6,7,2,1,,,,,,,,,,,,,,
1,24,,4,5,2,6,3,1,,,,,,,,,,,,,,
1,25,6,3,4,2,7,5,1,,,,,,,,,,,,,,
1,26,4,6,3,2,,5,1,,,,,,,,,,,,,,
1,27,3,4,2,5,6,7,1,,,,,,,,,,,,,,
1,28,,2,6,4,1,5,3,,,,,,,,,,,,,,
1,29,6,2,7,3,1,5,4,,,,,,,,,,,,,,
1,30,3,1,2,5,7,6,4,,,,,,,,,,,,,,
1,31,6,6,6,6,1,6,6,,,,,,,,,,,,,,
1,32,5,3,6,2,1,,4,,,,,,,,,,,,,,
1,33,5,3,,2,1,6,4,,,,,,,,,,,,,,
1,34,,3,2,5,1,4,6,,,,,,,,,,,,,,
1,35,5,3,2,6,1,4,,,,,,,,,,,,,,,
1,36,3,2,,5,1,4,6,,,,,,,,,,,,,,
1,37,3,2,,5,1,4,6,,,,,,,,,,,,,,
1,38,6,2,4,3,1,,5,,,,,,,,,,,,,,
1,39,5,3,4,6,1,2,,,,,,,,,,,,,,,
1,40,5,4,2,5,,3,1,,,,,,,,,,,,,,
1,41,5,3,4,2,7,6,1,,,,,,,,,,,,,,
1,42,4,3,5,2,6,,1,,,,,,,,,,,,,,
1,43,5,3,4,2,7,6,1,,,,,,,,,,,,,,
1,44,5,3,4,2,7,6,1,,,,,,,,,,,,,,
1,45,6,2,3,4,,5,1,,,,,,,,,,,,,,
1,46,4,7,3,2,6,5,1,,,,,,,,,,,,,,
1,47,3,4,6,2,7,5,1,,,,,,,,,,,,,,
1,48,,6,4,5,2,3,1,,,,,,,,,,,,,,
1,49,2,5,4,7,6,3,1,,,,,,,,,,,,,,
1,50,2,5,3,6,1,4,,,,,,,,,,,,,,,
2,1,,,,,1,,,,,,,,,,,,,,,,
2,2,2,5,3,6,1,4,,,,,,,,,,,,,,,
2,3,,,,,1,,,,,,,,,,,,,,,,
2,4,,2,3,6,1,4,5,,,,,,,,,,,,,,
2,5,5,2,4,3,1,6,7,,,,,,,,,,,,,,
2,6,3,2,,5,1,4,6,,,,,,,,,,,,,,
2,7,3,,2,5,1,4,6,,,,,,,,,,,,,,
2,8,3,5,4,7,1,2,6,,,,,,,,,,,,,,
2,21,,,,,,,1,,,,,,,,,,,,,,
2,38,1,4,3,5,6,,2,,,,,,,,,,,,,,
2,39,1,2,3,4,5,6,,,,,,,,,,,,,,,
2,40,1,3,4,5,2,7,6,,,,,,,,,,,,,,
2,41,1,4,5,2,,3,6,,,,,,,,,,,,,,
2,42,3,4,1,5,6,2,,,,,,,,,,,,,,,
2,43,5,4,1,,6,3,2,,,,,,,,,,,,,,
2,44,,6,1,3,2,4,5,,,,,,,,,,,,,,
2,45,4,3,1,5,,6,2,,,,,,,,,,,,,,
2,46,,,1,,,,2,,,,,,,,,,,,,,
2,47,4,,1,6,2,5,3,,,,,,,,,,,,,,
2,48,6,3,4,2,,1,5,,,,,,,,,,,,,,
2,49,4,2,5,6,3,1,7,,,,,,,,,,,,,,
2,50,3,2,4,7,5,1,6,,,,,,,,,,,,,,
3,1,4,3,5,1,2,6,7,,,,,,,,,,,,,,
3,2,5,2,6,1,3,6,4,,,,,,,,,,,,,,
3,3,5,2,6,1,7,3,4,,,,,,,,,,,,,,
3,4,6,2,4,1,7,5,3,,,,,,,,,,,,,,
3,5,7,5,4,1,6,3,2,,,,,,,,,,,,,,
3,6,5,2,7,1,3,6,4,,,,,,,,,,,,,,
3,7,,6,5,1,2,4,3,,,,,,,,,,,,,,
3,8,4,2,,1,6,5,3,,,,,,,,,,,,,,
3,9,5,,3,1,4,6,2,,,,,,,,,,,,,,
3,10,4,5,3,1,,6,2,,,,,,,,,,,,,,
3,11,,2,5,1,6,4,3,,,,,,,,,,,,,,
3,12,3,5,4,1,6,,2,,,,,,,,,,,,,,
3,13,,2,6,1,4,5,3,,,,,,,,,,,,,,
3,14,4,2,3,1,,5,6,,,,,,,,,,,,,,
3,15,4,3,5,1,6,5,2,,,,,,,,,,,,,,
3,16,5,2,4,1,6,3,7,,,,,,,,,,,,,,
3,17,5,2,7,3,1,4,6,,,,,,,,,,,,,,
3,18,,,,,1,,,,,,,,,,,,,,,,
3,19,5,2,3,,1,4,6,,,,,,,,,,,,,,
3,20,5,2,6,1,4,6,3,,,,,,,,,,,,,,
3,21,4,3,5,1,7,6,2,,,,,,,,,,,,,,
3,22,6,3,4,1,5,,2,,,,,,,,,,,,,,
3,23,3,6,,1,2,5,4,,,,,,,,,,,,,,
3,24,6,2,4,1,7,5,3,,,,,,,,,,,,,,
3,25,5,2,6,1,4,,3,,,,,,,,,,,,,,
3,26,6,3,5,1,,4,2,,,,,,,,,,,,,,
3,27,5,3,,1,4,6,2,,,,,,,,,,,,,,
3,28,6,3,4,1,2,,5,,,,,,,,,,,,,,
3,29,4,2,5,1,,6,3,,,,,,,,,,,,,,
3,30,5,2,3,1,,4,6,,,,,,,,,,,,,,
3,31,,2,,1,4,,3,,,,,,,,,,,,,,
3,32,6,,4,1,3,5,2,,,,,,,,,,,,,,
3,33,6,4,,1,3,5,2,,,,,,,,,,,,,,
3,34,7,6,5,1,4,3,2,,,,,,,,,,,,,,
3,35,3,2,6,1,4,,5,,,,,,,,,,,,,,
3,36,5,2,6,3,1,,4,,,,,,,,,,,,,,
3,37,2,4,3,6,1,5,,,,,,,,,,,,,,,
3,38,4,2,5,,1,6,3,,,,,,,,,,,,,,
3,39,6,2,4,1,,5,3,,,,,,,,,,,,,,
3,40,4,2,5,1,,6,3,,,,,,,,,,,,,,
3,41,7,2,6,1,3,5,4,,,,,,,,,,,,,,
3,42,4,6,2,1,7,5,3,,,,,,,,,,,,,,
3,43,4,2,5,1,,6,3,,,,,,,,,,,,,,
3,44,4,2,6,1,,5,3,,,,,,,,,,,,,,
3,45,,5,4,1,2,6,3,,,,,,,,,,,,,,
3,46,5,3,7,1,4,6,2,,,,,,,,,,,,,,
3,47,5,4,3,1,2,,6,,,,,,,,,,,,,,
3,48,5,4,,1,2,3,6,,,,,,,,,,,,,,
3,49,4,2,,1,3,5,6,,,,,,,,,,,,,,
3,50,,5,2,1,6,4,3,,,,,,,,,,,,,,
4,1,7,2,3,4,1,6,5,,,,,,,,,,,,,,
4,2,3,2,5,6,1,4,7,,,,,,,,,,,,,,
4,3,5,2,4,,1,3,6,,,,,,,,,,,,,,
4,4,,2,4,5,1,6,3,,,,,,,,,,,,,,
4,5,,5,4,6,1,3,2,,,,,,,,,,,,,,
4,6,3,2,4,7,1,5,6,,,,,,,,,,,,,,
4,7,3,2,4,7,1,5,6,,,,,,,,,,,,,,
4,8,3,5,2,,1,4,6,,,,,,,,,,,,,,
4,9,3,4,,2,1,5,6,,,,,,,,,,,,,,
4,10,3,5,2,,1,4,6,,,,,,,,,,,,,,
4,11,3,4,5,7,1,2,6,,,,,,,,,,,,,,
4,12,3,7,2,6,1,4,5,,,,,,,,,,,,,,
4,13,6,4,2,3,1,5,,,,,,,,,,,,,,,
4,14,5,6,4,,1,2,3,,,,,,,,,,,,,,
4,15,3,2,4,,1,6,5,,,,,,,,,,,,,,
4,16,7,6,2,4,1,5,3,,,,,,,,,,,,,,
4,17,5,6,,4,1,3,2,,,,,,,,,,,,,,
4,18,4,5,2,7,1,3,6,,,,,,,,,,,,,,
4,19,4,2,5,3,1,6,7,,,,,,,,,,,,,,
4,20,4,5,3,6,1,2,,,,,,,,,,,,,,,
4,21,5,2,,1,6,4,3,,,,,,,,,,,,,,
4,22,5,2,6,1,3,7,4,,,,,,,,,,,,,,
4,23,4,3,5,2,1,,6,,,,,,,,,,,,,,
4,24,5,2,4,6,1,3,,,,,,,,,,,,,,,
4,25,2,6,7,5,1,3,4,,,,,,,,,,,,,,
