Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,3,2,5,4,1,,6,,,,,,,,,,,,,,
1,2,3,4,2,6,1,5,,,,,,,,,,,,,,,
1,3,3,5,2,,1,4,6,,,,,,,,,,,,,,
1,4,6,2,4,,1,5,3,,,,,,,,,,,,,,
1,5,5,3,4,2,1,,6,,,,,,,,,,,,,,
1,6,5,2,4,,1,6,3,,,,,,,,,,,,,,
1,7,4,2,3,6,1,5,,,,,,,,,,,,,,,
1,8,6,3,2,7,1,4,5,,,,,,,,,,,,,,
1,9,3,2,6,7,1,5,4,,,,,,,,,,,,,,
1,10,7,3,6,2,1,4,5,,,,,,,,,,,,,,
1,11,,4,2,5,1,3,6,,,,,,,,,,,,,,
1,12,5,2,4,6,1,3,,,,,,,,,,,,,,,
1,13,3,5,,2,1,4,6,,,,,,,,,,,,,,
1,14,4,,6,3,1,5,2,,,,,,,,,,,,,,
1,15,4,3,5,2,1,6,,,,,,,,,,,,,,,
1,16,3,4,6,5,1,2,,,,,,,,,,,,,,,
1,17,5,2,3,6,1,4,,,,,,,,,,,,,,,
1,18,6,2,5,4,1,3,,,,,,,,,,,,,,,
1,19,3,4,6,2,1,5,,,,,,,,,,,,,,,
1,20,4,6,5,7,1,3,2,,,,,,,,,,,,,,
1,21,6,4,2,,1,5,3,,,,,,,,,,,,,,
1,22,3,6,,2,1,4,5,,,,,,,,,,,,,,
1,23,3,5,2,7,1,4,6,,,,,,,,,,,,,,
1,24,4,2,5,6,1,3,,,,,,,,,,,,,,,
1,25,4,2,5,6,1,3,,,,,,,,,,,,,,,
1,26,3,2,,5,1,4,6,,,,,,,,,,,,,,
1,27,4,2,5,,1,3,6,,,,,,,,,,,,,,
1,28,4,2,5,6,1,,3,,,,,,,,,,,,,,
1,29,2,4,3,6,1,5,,,,,,,,,,,,,,,
1,30,7,3,2,6,1,5,4,,,,,,,,,,,,,,
1,31,3,4,6,,1,2,5,,,,,,,,,,,,,,
1,32,,6,5,3,1,4,2,,,,,,,,,,,,,,
1,33,5,2,3,6,1,4,,,,,,,,,,,,,,,
1,34,4,2,6,5,1,3,,,,,,,,,,,,,,,
1,35,,3,2,5,1,4,6,,,,,,,,,,,,,,
1,36,4,2,3,5,1,6,,,,,,,,,,,,,,,
1,37,,2,5,3,1,4,6,,,,,,,,,,,,,,
1,38,,3,6,2,1,4,5,,,,,,,,,,,,,,
1,39,6,2,5,3,1,,4,,,,,,,,,,,,,,
