Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,,,,,,,,7,8,9,10,11,12,1,2,,,5,6,3,4
1,2,,,,,,,,9,10,3,4,11,12,1,2,7,8,13,14,5,6
1,3,,,,,,,,9,10,2,3,7,8,1,5,,,11,12,4,6
1,4,,,,,,,,9,10,5,6,1,2,8,7,12,14,11,13,4,3
1,5,,,,,,,,7,8,9,6,1,10,5,11,,2,3,12,4,
1,6,,,,,,,,7,8,12,11,5,6,3,4,,,10,9,1,2
1,7,,,,,,,,10,9,3,4,5,6,8,7,12,11,,,1,2
1,8,,,,,,,,7,8,3,4,10,11,6,5,,12,9,,2,1
1,9,,,,,,,,5,6,2,4,9,10,7,8,,11,12,,1,3
1,10,,,,,,,,2,1,4,3,10,9,8,7,14,13,12,11,6,5
1,11,1,3,2,4,5,6,7,1,2,5,4,3,7,8,9,10,14,12,13,11,6
1,12,1,2,5,4,,6,3,,,,,,,,,,,,,,
1,13,1,5,2,4,6,7,3,,,,,,,,,,,,,,
1,14,,,,,,,,7,8,1,5,9,10,2,3,14,13,12,11,4,6
1,15,,,,,,,,11,12,1,4,7,8,2,3,13,14,9,10,5,6
1,16,,,,,,,,7,8,1,3,,,2,4,5,6,11,12,9,10
1,17,4,1,2,5,3,6,,,,1,2,3,4,5,6,7,8,9,10,,
1,18,,,,,,,,8,7,1,6,9,10,4,5,3,2,12,11,13,14
1,19,3,1,5,4,7,6,2,11,12,1,2,9,10,5,6,,,7,8,3,4
1,20,,,,,,,,10,9,1,2,8,7,6,5,14,13,12,11,4,3
1,21,,,,,,,,8,7,1,2,10,9,5,6,12,11,14,13,3,4
1,22,,,,,,,,8,9,1,10,6,7,11,12,2,3,4,5,13,14
1,23,,,,,,,,9,10,1,2,,,3,4,7,8,11,12,5,6
1,24,,,,,,,,14,13,1,8,7,6,2,5,3,4,12,11,9,10
1,25,,,,,,,,11,12,1,4,5,6,2,3,8,7,10,9,,
1,26,,,,,,,,12,11,1,3,7,8,2,4,,10,9,,5,6
1,27,,,,,,,,11,12,1,3,7,10,2,4,,9,8,,5,6
1,28,,,,,,,,9,10,1,5,7,8,2,4,13,14,11,12,3,6
1,29,,,,,,,,10,9,1,2,11,12,4,8,14,7,13,3,5,6
1,30,,,,,,,,6,12,1,7,14,13,2,8,3,9,5,11,4,10
1,31,,,,,,,,7,8,1,2,,,12,9,3,4,11,10,5,6
1,32,,,,,,,,7,8,1,2,9,10,5,6,11,12,13,14,3,4
1,33,,,,,,,,9,10,1,6,7,8,4,5,12,11,,,2,3
