Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,3,4,6,1,5,,2,,,,,,,,,,,,,,
1,2,4,5,3,1,6,,2,,,,,,,,,,,,,,
1,3,5,2,4,1,6,,3,,,,,,,,,,,,,,
1,4,7,2,4,1,5,6,3,,,,,,,,,,,,,,
1,5,5,3,4,1,6,7,2,,,,,,,,,,,,,,
1,6,3,2,5,1,,6,4,,,,,,,,,,,,,,
1,7,4,3,5,1,2,6,7,,,,,,,,,,,,,,
1,8,5,2,4,1,6,,3,,,,,,,,,,,,,,
1,9,5,6,3,1,4,,2,,,,,,,,,,,,,,
1,10,3,2,4,1,7,5,6,,,,,,,,,,,,,,
1,11,3,4,2,1,5,6,,,,,,,,,,,,,,,
1,12,5,2,4,1,7,3,6,,,,,,,,,,,,,,
1,13,,2,6,1,4,5,3,,,,,,,,,,,,,,
1,14,4,2,6,1,,5,3,,,,,,,,,,,,,,
1,15,4,2,6,1,,5,3,,,,,,,,,,,,,,
1,16,5,2,4,1,6,,3,,,,,,,,,,,,,,
1,17,,2,5,1,3,4,6,,,,,,,,,,,,,,
1,18,5,2,6,1,4,7,3,,,,,,,,,,,,,,
1,19,4,2,6,1,,5,3,,,,,,,,,,,,,,
1,20,5,2,4,1,6,3,,,,,,,,,,,,,,,
1,21,,6,5,1,4,3,2,,,,,,,,,,,,,,
1,22,5,3,4,1,7,6,2,,,,,,,,,,,,,,
1,23,6,5,4,1,7,3,2,,,,,,,,,,,,,,
1,24,6,2,4,1,7,5,3,,,,,,,,,,,,,,
1,25,5,3,,1,4,6,2,,,,,,,,,,,,,,
1,26,6,2,3,1,,5,4,,,,,,,,,,,,,,
1,27,,,,1,,,,,,,,,,,,,,,,,
1,28,,2,4,1,,3,,,,,,,,,,,,,,,
1,29,,,,1,,,,,,,,,,,,,,,,,
1,30,4,5,,1,2,6,,,,,,,,,,,,,,,
1,31,,,,1,,,,,,,,,,1,,,,,,,
1,32,,,,1,,,,,,,,,,,,,,,,,
1,33,,,,1,,,,,,,,,,,,,,,,,
1,34,6,3,5,4,2,1,,,,,,,,,,,,,,,
1,35,4,6,5,3,2,1,,,,,,,,,,,,,,,
1,36,4,3,6,5,2,1,,,,,,,,,,,,,,,
1,37,6,5,4,3,2,1,,,,,,,,,,,,,,,
1,38,6,4,5,3,2,1,,,,,,,,,,,,,,,
1,39,4,5,2,6,3,1,,,,,,,,,,,,,,,
1,40,5,2,1,3,,6,4,,,,,,,,,,,,,,
1,41,2,3,1,7,4,5,6,,,,,,,,,,,,,,
1,42,5,2,1,3,4,,6,,,,,,,,,,,,,,
1,43,2,3,1,6,7,5,4,,,,,,,,,,,,,,
1,44,4,3,1,2,6,5,,,,,,,,,,,,,,,
1,45,3,4,1,5,6,,2,,,,,,,,,,,,,,
1,46,,,1,,,,,,,,,,,,,,,,,,
1,47,,,1,,,,2,,,,,,,,,,,,,,
1,48,3,2,1,4,7,6,5,,,,,,,,,,,,,,
1,49,4,5,1,7,6,2,3,,,,,,,,,,,,,,
1,50,6,3,1,4,5,,2,,,,,,,,,,,,,,
2,1,,,,,1,,,,,,,,,,,,,,,,
2,2,,,,,1,,,,,,,,,,,,,,,,
2,3,,,,,1,,,,,,,,,,,,,,,,
2,4,,,,,1,,,,,,,,,,,,,,,,
2,5,,,,,1,,,,,,,,,,,,,,,,
2,6,,,,,1,,,,,,,,,,,,,,,,
2,7,,,,,1,,,,,,,,,,,,,,,,
2,8,,,,,1,,,,,,,,,,,,,,,,
2,9,,,,,1,,,,,,,,,,,,,,,,
2,10,,,,,1,,,,,,,,,,,,,,,,
2,11,,2,,,1,,,,,1,,,,,,,,,,,
2,12,,,,2,1,4,5,,,,,,,,,,,,,,
2,13,,2,4,5,1,3,6,,,,,,,,,,,,,,
2,14,4,2,6,3,1,5,,,,,,,,,,,,,,,
2,15,5,2,4,6,1,3,7,,,,,,,,,,,,,,
2,16,4,2,5,,1,3,6,,,,,,,,,,,,,,
2,17,3,4,5,,1,2,6,,,,,,,,,,,,,,
2,18,4,7,3,5,1,2,6,,,,,,,,,,,,,,
2,19,5,2,4,,1,3,6,,,,,,,,,,,,,,
2,20,6,4,2,5,1,7,3,,,,,,,,,,,,,,
2,21,4,2,3,5,1,6,,,,,,,,,,,,,,,
2,22,2,5,3,,1,4,6,,,,,,,,,,,,,,
2,23,5,3,7,2,1,4,6,,,,,,,,,,,,,,
2,24,3,2,4,6,1,,5,,,,,,,,,,,,,,
2,25,4,2,5,6,1,3,7,,,,,,,,,,,,,,
2,26,4,6,3,,1,2,5,,,,,,,,,,,,,,
2,27,,3,2,5,1,4,6,,,,,,,,,,,,,,
2,28,6,2,,4,1,5,3,,,,,,,,,,,,,,
2,29,,2,5,6,1,3,4,,,,,,,,,,,,,,
2,30,4,5,3,6,1,2,,,,,,,,,,,,,,,
2,31,5,3,6,4,1,2,7,,,,,,,,,,,,,,
2,32,3,2,5,6,1,4,,,,1,,,,,,,,,,,
2,33,4,2,3,,1,5,6,,,,,,,,,,,,,,
2,34,3,2,5,6,1,4,7,,,,,,,,,,,,,,
2,36,5,4,3,,1,2,6,,,,,,,,,,,,,,
2,37,4,2,3,,1,5,6,,,,,,,,,,,,,,
2,38,4,2,3,6,1,,5,,,,,,,,,,,,,,
2,39,3,2,5,6,1,4,,,,,,,,,,,,,,,
2,40,4,7,3,2,1,5,6,,,,,,,,,,,,,,
2,41,4,2,3,5,1,6,,,,,,,,,,,,,,,
2,42,4,2,3,5,1,6,,,,,,,,,,,,,,,
2,43,4,2,3,5,1,6,7,,,,,,,,,,,,,,
2,44,4,2,6,,1,5,3,,,,,,,,,,,,,,
2,45,,4,5,2,1,3,6,,,,,,,,,,,,,,
2,46,3,2,5,4,1,6,,,,,,,,,,,,,,,
2,47,,2,6,3,1,4,5,,,,,,,,,,,,,,
2,48,3,2,5,4,1,,6,,,,,,,,,,,,,,
2,49,3,4,5,,1,2,6,,,,,,,,,,,,,,
2,50,5,2,6,3,1,4,,,,,,,,,,,,,,,
3,1,4,2,5,6,1,3,,,,,,,,,,,,,,,
3,2,4,5,3,6,1,2,,,,,,,,,,,,,,,
3,3,4,5,3,6,1,2,,,,,,,,,,,,,,,
3,4,7,2,5,4,1,3,6,,,,,,,,,,,,,,
3,5,5,3,6,4,1,2,7,,,,,,,,,,,,,,
3,6,3,4,5,2,1,6,7,,,,,,,,,,,,,,
3,7,4,2,3,7,1,5,6,,,,,,,,,,,,,,
3,8,4,2,5,3,1,7,6,,,,,,,,,,,,,,
3,9,3,2,4,7,1,5,6,,,,,,,,,,,,,,
3,10,3,,4,5,1,2,6,,,,,,,,,,,,,,
3,11,6,2,,3,1,5,4,,,,,,,,,,,,,,
3,12,4,2,6,7,1,3,5,,,,,,,,,,,,,,
3,13,4,6,5,3,1,2,,,,,,,,,,,,,,,
3,14,5,3,6,4,1,2,7,,,,,,,,,,,,,,
3,15,2,4,,5,1,3,6,,,,,,,,,,,,,,
3,16,5,2,,3,1,6,4,,,,,,,,,,,,,,
3,17,3,5,4,2,1,6,,,,,,,,,,,,,,,
3,18,5,2,4,3,1,6,7,,,,,,,,,,,,,,
3,19,2,4,2,6,1,3,5,,,,,,,,,,,,,,
3,20,6,2,4,3,1,,5,,,,,,,,,,,,,,
3,21,3,5,4,6,1,2,,,,,,,,,,,,,,,
3,22,7,2,3,5,1,6,4,,,,,,,,,,,,,,
3,23,7,2,3,6,1,4,5,,,,,,,,,,,,,,
3,24,5,4,2,6,1,3,7,,,,,,,,,,,,,,
3,25,3,2,,5,1,4,6,,,,,,,,,,,,,,
3,26,,6,5,3,1,2,4,,,,,,,,,,,,,,
3,27,6,3,,2,1,4,5,,,,,,,,,,,,,,
3,28,4,2,3,6,1,5,7,,,,,,,,,,,,,,
3,29,3,2,6,5,1,4,,,,,,,,,,,,,,,
3,30,6,4,5,3,1,2,,,,,,,,,,,,,,,
3,31,6,2,4,5,1,3,7,,,,,,,,,,,,,,
3,32,2,5,3,6,1,4,7,,,,,,,,,,,,,,
3,33,7,2,4,6,1,3,5,,,,,,,,,,,,,,
3,34,6,3,,2,1,4,5,,,,,,,,,,,,,,
3,35,,2,3,5,1,4,6,,,,,,,,,,,,,,
3,36,,3,4,5,1,2,6,,,,,,,,,,,,,,
3,37,3,2,5,6,1,4,7,,,,,,,,,,,,,,
3,38,4,6,3,7,1,5,2,,,,,,,,,,,,,,
3,39,6,2,5,3,1,,4,,,,,,,,,,,,,,
3,40,5,2,6,,1,4,3,,,,,,,,,,,,,,
3,41,3,2,5,6,1,4,7,,,,,,,,,,,,,,
3,42,3,2,4,,1,5,6,,,,,,,,,,,,,,
3,43,,2,3,4,1,5,6,,,,,,,,,,,,,,
3,44,7,6,4,5,1,3,2,,,,,,,,,,,,,,
3,45,4,5,2,6,1,3,,,,,,,,,,,,,,,
3,46,3,2,4,7,1,6,5,,,,,,,,,,,,,,
3,47,5,2,6,3,1,7,4,,,,,,,,,,,,,,
3,48,5,3,2,6,1,4,7,,,,,,,,,,,,,,
3,49,3,2,4,6,1,,5,,,,,,,,,,,,,,
3,50,,2,6,3,1,5,4,,,,,,,,,,,,,,
4,1,4,5,3,6,1,2,,,,,,,,,,,,,,,
4,2,6,4,2,3,1,5,,,,,,,,,,,,,,,
4,3,6,5,2,3,1,4,7,,,,,,,,,,,,,,
4,4,5,2,6,,1,3,4,,,,,,,,,,,,,,
4,5,2,5,4,7,1,3,6,,,,,,,,,,,,,,
4,6,3,2,4,6,1,5,,,,,,,,,,,,,,,
4,7,5,2,6,3,1,4,,,,,,,,,,,,,,,
4,8,5,3,,2,1,6,4,,,,,,,,,,,,,,
4,9,4,3,5,2,1,6,,,,,,,,,,,,,,,
4,10,2,4,5,6,1,3,7,,,,,,,,,,,,,,
4,11,4,2,,5,1,3,6,,,,,,,,,,,,,,
4,12,4,3,2,,1,5,6,,,,,,,,,,,,,,
4,13,,3,4,6,1,2,5,,,,,,,,,,,,,,
4,14,4,2,3,5,1,,6,,,,,,,,,,,,,,
4,15,3,6,2,,1,4,5,,,,,,,,,,,,,,
4,16,4,2,3,5,1,6,7,,,,,,,,,,,,,,
4,17,6,4,3,2,1,,5,,,,,,,,,,,,,,
4,18,5,6,4,3,1,2,,,,,,,,,,,,,,,
4,19,5,2,4,3,1,6,7,,,,,,,,,,,,,,
4,20,5,2,3,6,1,4,,,,,,,,,,,,,,,
4,21,4,5,3,,1,2,6,,,,,,,,,,,,,,
4,22,3,2,4,6,1,5,,,,,,,,,,,,,,,
4,23,6,3,5,2,1,4,7,,,,,,,,,,,,,,
4,24,4,2,5,6,1,3,7,,,,,,,,,,,,,,
4,25,4,2,6,3,1,5,,,,,,,,,,,,,,,
4,26,5,2,6,3,1,4,,,,,,,,,,,,,,,
4,27,3,2,4,5,1,6,7,,,,,,,,,,,,,,
