Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,,,,,,,,9,10,5,6,7,8,1,2,13,14,11,12,4,3
1,2,,,,,,,,9,10,2,4,7,8,1,3,13,14,11,12,5,6
1,3,,,,,,,,,,3,4,11,12,1,2,8,10,9,7,6,5
1,4,,,,,,,,5,6,3,4,7,8,1,2,12,11,9,10,14,13
1,5,,,,,,,,7,8,2,4,9,10,1,3,13,14,11,12,5,6
1,6,,,,,,,,7,8,2,6,9,10,1,4,14,13,11,12,3,5
1,7,,,,,,,,5,6,7,8,9,10,1,2,,,11,12,3,4
1,8,,,,,,,,6,8,3,4,,,1,2,11,12,9,10,5,7
1,9,,,,,,,,8,9,2,3,5,10,1,4,11,12,13,14,6,7
1,10,,,,,,,,8,7,2,4,9,10,1,3,13,14,12,11,6,5
1,11,,,,,,,,9,10,5,6,7,8,1,2,13,14,11,12,3,4
1,12,,,,,,,,12,11,2,5,10,9,1,4,7,8,,,3,6
1,13,,,,,,,,6,7,2,,8,,1,,4,,5,,3,
1,14,,,,,,,,9,10,2,4,7,8,1,3,13,14,11,12,5,6
1,15,,,,,,,,7,8,2,3,7,8,1,4,9,10,11,12,5,6
1,16,,,,,,,,11,12,3,4,5,6,1,2,13,14,9,10,7,8
1,17,,,,,,,,9,10,2,6,13,14,1,4,3,7,11,12,5,8
1,18,,,,,,,,7,8,2,4,11,12,1,3,,,9,10,5,6
1,19,,,,,,,,7,8,2,3,9,10,1,4,13,14,11,12,5,6
1,20,,,,,,,,13,14,2,4,9,10,1,3,7,8,11,12,5,6
1,21,,,,,,,,7,8,3,4,9,10,1,2,14,13,11,12,5,6
1,22,7,5,4,2,3,6,1,5,6,10,11,12,13,2,1,14,9,8,7,3,4
1,23,,,,,,,,7,8,2,5,13,14,1,4,3,6,9,10,11,12
1,24,,,,,,,,11,12,2,4,9,10,1,3,13,14,7,8,5,6
1,25,,,,,,,,9,10,2,6,7,8,1,4,14,13,11,12,3,5
1,26,,,,,,,,9,10,2,6,7,8,1,4,13,14,11,12,3,5
1,27,,,,,,,,6,7,2,10,,,1,3,8,9,11,12,4,5
1,28,3,2,,1,6,5,4,13,14,3,4,11,12,1,2,9,10,7,8,5,6
1,29,,,,,,,,,,2,12,8,9,1,3,6,7,10,11,4,5
1,30,,,,,,,,,,2,4,7,8,1,3,9,10,11,12,5,6
1,31,,,,,,,,7,8,2,4,9,10,1,3,,,11,12,5,6
1,32,,,,,,,,7,8,3,4,14,12,1,2,13,10,9,11,5,6
1,33,,,,,,,,13,14,2,3,10,11,1,4,9,12,7,8,5,6
1,34,,,,,,,,8,7,2,5,10,9,1,4,14,13,12,11,3,6
1,35,,,,,,,,4,8,2,5,9,11,1,6,13,14,10,12,3,7
1,36,,,,,,,,4,10,2,6,8,9,1,5,12,11,14,13,3,7
1,37,,,,,,,,7,8,2,4,9,10,1,3,11,12,,,5,6
1,38,,,,,,,,5,6,7,8,9,10,1,2,,,11,12,3,4
1,39,,,,,,,,12,11,5,6,,,2,1,4,3,9,10,7,8
1,40,,,,,,,,13,14,2,5,9,10,1,4,7,8,11,12,3,6
1,41,,,,,,,,13,14,2,4,9,10,1,3,7,8,11,12,5,6
1,42,,,,,,,,9,10,2,4,,,1,3,7,8,11,12,5,6
1,43,,,,,,,,7,8,3,4,11,12,1,2,13,14,9,10,5,6
1,44,,,,,,,,11,12,2,4,8,7,1,3,10,9,13,14,6,5
1,45,,,,,,,,7,8,3,4,9,10,1,2,,,11,12,5,6
1,46,,,,,,,,8,7,5,6,10,9,2,1,3,4,12,11,14,13
1,48,,,,,,,,7,8,,,5,6,1,2,,,,,3,4
1,49,,,,,,,,3,4,9,10,11,12,2,1,5,7,6,8,13,14
1,50,,,,,,,,7,8,14,4,10,11,1,9,2,3,12,13,5,6
2,1,3,5,6,2,1,,4,,,,,,,,,,,,,,
2,2,4,5,3,,1,2,6,,,,,,,,,,,,,,
2,3,4,3,,2,1,5,6,,,,,,,,,,,,,,
2,4,,2,5,6,1,4,3,,,,,,,,,,,,,,
2,5,4,2,3,,1,5,6,,,,,,,,,,,,,,
2,6,4,2,5,6,1,7,3,,,,,,,,,,,,,,
2,7,2,3,4,5,1,6,,,,,,,,,,,,,,,
2,8,6,2,4,7,1,5,3,,,,,,,,,,,,,,
2,9,,2,4,5,1,3,6,,,,,,,,,,,,,,
2,10,4,2,3,6,1,2,5,,,,,,,,,,,,,,
2,11,5,2,3,,1,6,4,,,,,,,,,,,,,,
2,12,5,2,3,6,1,4,,,,,,,,,,,,,,,
2,13,4,2,5,7,1,3,6,,,,,,,,,,,,,,
2,14,5,6,4,,1,3,2,,,,,,,,,,,,,,
2,15,2,4,6,5,1,3,,,,,,,,,,,,,,,
2,16,3,5,4,6,1,2,,,,,,,,,,,,,,,
2,17,3,5,4,6,1,2,7,,,,,,,,,,,,,,
2,18,5,2,4,7,1,3,6,,,,,,,,,,,,,,
2,19,4,2,5,7,1,6,3,,,,,,,,,,,,,,
2,20,2,3,4,6,1,5,7,,,,,,,,,,,,,,
2,21,5,2,4,3,1,7,6,,,,,,,,,,,,,,
2,22,,5,6,2,1,4,3,,,,,,,,,,1,,,,
2,23,6,4,5,3,1,2,7,,,,,,,,,,,,,,
2,24,6,2,5,3,1,4,,,,,,,,,,,,,,,
2,25,5,2,7,4,1,3,6,,,,,,,,,,,,,,
2,26,4,6,2,7,1,3,5,,,,,,,,,,,,,,
2,27,3,2,4,5,1,6,7,,,,,,,,,,,,,,
2,28,,4,5,3,1,2,6,,,,,,,,,,,,,,
2,29,3,2,5,,1,6,4,,,,,,,,,,,,,,
2,30,5,4,6,3,1,2,7,,,,,,,,,,,,,,
2,31,4,2,3,,1,5,6,,,,,,,,,,,,,,
2,32,3,6,4,,1,2,5,,,,,,,,,,,,,,
2,33,,3,5,2,1,6,4,,,,,,,,,,,,,,
2,34,2,3,,6,1,4,5,,,,,,,,,,,,,,
2,35,5,3,2,7,1,4,6,,,,,,,,,,,,,,
2,36,3,2,,5,1,4,6,,,,,,,,,,,,,,
2,37,4,2,5,6,1,3,7,,,,,,,,,,,,,,
2,38,4,,3,5,1,2,6,,,,,,,,,,,,,,
2,39,4,2,5,6,1,3,7,,,,,,,,,,,,,,
2,40,5,3,4,,1,6,2,,,,,,,,,,,,,,
2,41,,3,4,6,1,2,5,,,,,,,,,,,,,,
2,42,5,4,2,6,1,3,6,,,,,,,,,,,,,,
2,43,6,3,2,7,1,4,5,,,,,,,,,,,,,,
2,44,4,2,7,3,1,5,6,,,,,,,,,,,,,,
2,45,7,2,6,4,1,3,5,,,,,,,,,,,,,,
2,46,4,5,3,7,1,2,6,,,,,,,,,,,,,,
2,47,2,3,6,4,1,5,7,,,,,,,,,,,,,,
2,48,3,6,4,7,1,2,5,,,,,,,,,,,,,,
2,49,3,2,,4,1,5,6,,,,,,,,,,,,,,
2,50,3,2,6,4,1,5,7,,,,,,,,,,,,,,
3,1,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,2,6,2,4,1,3,7,5,,,,,,,,,,,,,,
3,3,6,5,4,1,3,7,2,,,,,,,,,,,,,,
3,4,7,2,6,1,4,5,3,,,,,,,,,,,,,,
3,5,4,2,6,1,7,5,3,,,,,,,,,,,,,,
3,6,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,7,5,2,7,1,3,6,4,,,,,,,,,,,,,,
3,8,5,2,7,1,4,6,3,,,,,,,,,,,,,,
3,9,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,10,6,2,4,1,5,7,3,,,,,,,,,,,,,,
3,11,5,2,6,1,3,7,4,,,,,,,,,,,,,,
3,12,5,2,6,1,3,7,4,,,,,,,,,,,,,,
3,13,4,3,6,1,5,,2,,,,,,,,,,,,,,
3,14,6,3,5,1,2,,4,,,,,,,,,,,,,,
3,15,4,2,5,1,6,7,3,,,,,,,,,,,,,,
3,16,5,2,4,1,6,7,3,,,,,,,,,,,,,,
3,17,,2,5,1,3,6,4,,,,,,,,,,,,,,
3,18,4,3,5,1,,6,2,,,,,,,,,,,,,,
3,19,4,2,5,1,6,,3,,,,,,,,,,,,,,
3,20,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,21,3,4,6,1,5,,2,,,,,,,,,,,,,,
3,22,,2,5,1,3,6,4,,,,,,,,,,,,,,
3,23,2,5,3,1,4,7,,,,,,,,,,,,,,,
3,24,4,3,5,1,7,6,2,,,,,,,,,,,,,,
3,25,4,2,5,1,6,,3,,,,,,,,,,,,,,
3,26,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,27,3,2,4,1,7,5,6,,,,,,,,,,,,,,
3,28,5,2,4,1,6,7,3,,,,,,,,,,,,,,
3,29,,2,6,1,4,5,3,,,,,,,,,,,,,,
3,30,5,2,4,1,,6,3,,,,,,,,,,,,,,
3,31,4,3,5,1,,6,2,,,,,,,,,,,,,,
3,32,,5,3,1,4,6,2,,,,,,,,,,,,,,
3,33,5,2,7,1,4,6,3,,,,,,,,,,,,,,
3,34,,3,4,1,6,5,2,,,,,,,,,,,,,,
3,35,3,2,4,1,7,5,6,,,,,,,,,,,,,,
3,36,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,37,2,6,5,1,7,3,4,,,,,,,,,,,,,,
3,38,4,2,5,1,6,,3,,,,,,,,,,,,,,
3,39,6,5,4,1,7,3,2,,,,,,,,,,,,,,
3,40,6,3,,1,4,5,2,,,,,,,,,,,,,,
3,41,6,4,3,1,,5,2,,,,,,,,,,,,,,
3,42,5,3,6,1,2,4,7,,,,,,,,,,,,,,
3,43,,6,5,1,3,4,2,,,,,,,,,,,,,,
3,44,3,4,5,1,6,,2,,,,,,,,,,,,,,
3,45,4,3,5,1,7,6,2,,,,,,,,,,,,,,
3,46,6,2,,1,5,4,3,,,,,,,,,,,,,,
3,47,2,3,7,1,4,6,5,,,,,,,,,,,,,,
3,48,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,49,5,2,4,1,7,6,3,,,,,,,,,,,,,,
3,50,5,2,7,1,4,6,3,,,,,,,,,,,,,,
4,1,6,5,4,1,2,3,7,,,,,,,,,,,,,,
4,2,4,5,3,1,6,,2,,,,,,,,,,,,,,
4,3,4,2,6,1,5,,3,,,,,,,,,,,,,,
4,4,5,2,4,1,6,3,7,,,,,,,,,,,,,,
4,5,4,2,7,1,5,6,3,,,,,,,,,,,,,,
4,6,,2,5,1,3,6,4,,,,,,,,,,,,,,
4,7,5,2,6,1,4,,3,,,,,,,,,,,,,,
4,8,,3,4,1,6,5,2,,,,,,,,,,,,,,
4,9,,6,5,1,3,4,2,,,,,,,,,,,,,,
4,10,,2,5,1,3,6,4,,,,,,,,,,,,,,
4,11,5,4,,1,2,6,3,,,,,,,,,,,,,,
4,12,5,2,4,1,6,7,3,,,,,,,,,,,,,,
4,13,2,,5,1,6,4,3,,,,,,,,,,,,,,
4,14,5,2,6,1,,4,3,,,,,,,,,,,,,,
4,15,6,2,4,1,7,5,3,,,,,,,,,,,,,,
4,16,4,3,6,1,,5,2,,,,,,,,,,,,,,
4,17,5,2,4,1,6,,3,,,,,,,,,,,,,,
4,18,5,4,6,1,3,7,,,,,,,,,,,,,,,
4,19,4,3,6,1,,5,2,,,,,,,,,,,,,,
4,20,5,3,6,1,7,4,2,,,,,,,,,,,,,,
4,21,,3,4,1,6,5,2,,,,,,,,,,,,,,
4,22,7,3,6,1,4,5,2,,,,,,,,,,,,,,
4,23,6,4,2,1,5,3,7,,,,,,,,,,,,,,
4,24,6,5,3,1,,4,2,,,,,,,,,,,,,,
4,25,4,2,3,1,7,5,6,,,,,,,,,,,,,,
4,26,5,2,4,1,6,,3,,,,,,,,,,,,,,
4,27,4,2,5,1,6,7,3,,,,,,,,,,,,,,
4,28,4,5,6,1,,3,2,,,,,,,,,,,,,,
4,29,5,2,4,1,6,3,,,,,,,,,,,,,,,
4,30,4,5,3,1,7,6,2,,,,,,,,,,,,,,
4,31,6,3,4,1,7,5,2,,,,,,,,,,,,,,
4,32,5,2,4,1,6,,3,,,,,,,,,,,,,,
4,33,5,3,4,1,7,6,2,,,,,,,,,,,,,,
4,34,6,3,5,1,4,7,2,,,,,,,,,,,,,,
4,35,6,3,4,1,5,7,2,,,,,,,,,,,,,,
4,36,5,3,4,1,,6,2,,,,,,,,,,,,,,
4,37,5,2,4,1,6,,3,,,,,,,,,,,,,,
4,38,6,2,4,1,5,,3,,,,,,,,,,,,,,
4,39,4,2,5,1,,6,3,,,,,,,,,,,,,,
4,40,,2,4,1,6,5,3,,,,,,,,,,,,,,
4,41,5,2,4,1,6,,3,,,,,,,,,,,,,,
4,42,7,2,4,1,5,6,3,,,,,,,,,,,,,,
4,43,5,2,4,1,6,,3,,,,,,,,,,,,,,
4,44,,5,6,1,3,4,2,,,,,,,,,,,,,,
4,45,5,4,3,1,6,7,2,,,,,,,,,,,,,,
4,46,5,2,4,1,7,6,3,,,,,,,,,,,,,,
4,47,5,2,4,1,6,,3,,,,,,,,,,,,,,
4,48,6,4,3,1,5,7,2,,,,,,,,,,,,,,
4,49,5,2,4,1,6,,3,,,,,,,,,,,,,,
4,50,6,4,5,1,3,,2,,,,,,,,,,,,,,
5,1,,,,,,,,7,6,8,5,10,9,14,12,1,2,4,3,13,11
5,2,,,,,,,,12,11,8,7,10,9,6,5,2,1,4,3,14,13
5,3,6,5,4,2,1,,3,11,12,7,8,9,10,3,4,1,2,,,5,6
5,4,,,,,,,,8,7,10,9,6,5,12,11,1,2,3,4,14,13
5,5,,,,,,,,10,9,3,4,,,6,5,2,1,7,8,12,11
5,6,6,2,4,7,1,5,3,,,,,,,,,,,,,,
5,7,5,4,2,3,1,,6,,,,,,,,,,,,,,
5,8,3,2,5,4,1,5,6,,,,,,,,,,,,,,
5,9,3,2,5,,1,4,6,,,,,,,,,,,,,,
5,10,,3,4,5,1,2,6,,,,,,,,,,,,,,
5,11,4,5,2,3,6,,1,,,,,,,,,,,,,,
5,12,4,3,5,2,7,6,1,,,,,,,,,,,,,,
5,13,6,2,4,3,5,,1,,,,,,,,,,,,,,
5,14,5,6,,3,2,4,1,,,,,,,,,,,,,,
5,15,,2,3,4,6,5,1,,,,,,,,,,,,,,
5,16,5,2,6,3,,4,1,,,,,,,,,,,,,,
5,17,3,2,6,4,7,5,1,,,,,,,,,,,,,,
5,18,4,2,3,5,6,,1,,,,,,,,,,,,,,
5,19,4,5,3,2,6,,1,,,,,,,,,,,,,,
5,20,5,3,6,2,,7,1,,,,,,,,,,,,,,
5,21,2,6,5,4,3,,1,,,,,,,,,,,,,,
5,22,4,2,6,3,5,,1,,,,,,,,,,,,,,
5,23,5,2,3,4,6,,1,,,,,,,,,,,,,,
5,24,3,4,5,2,7,6,1,,,,,,,,,,,,,,
5,25,5,2,3,4,6,7,1,,,,,,,,,,,,,,
5,26,4,2,3,5,6,,1,,,,,,,,,,,,,,
5,27,5,2,3,4,6,,1,,,,,,,,,,,,,,
5,28,,2,3,4,5,6,1,,,,,,,,,,,,,,
5,29,5,2,4,3,7,6,1,,,,,,,,,,,,,,
5,30,6,2,4,3,5,,1,,,,,,,,,,,,,,
5,31,4,2,3,5,6,7,1,,,,,,,,,,,,,,
5,32,,3,5,2,4,6,1,,,,,,,,,,,,,,
5,33,4,2,3,5,6,,1,,,,,,,,,,,,,,
5,34,5,2,4,3,,6,1,,,,,,,,,,,,,,
5,35,4,2,5,3,7,6,1,,,,,,,,,,,,,,
5,36,6,2,7,3,4,5,1,,,,,,,,,,,,,,
5,37,3,4,5,2,6,,1,,,,,,,,,,,,,,
5,38,5,2,4,3,6,7,1,,,,,,,,,,,,,,
5,39,2,3,5,4,6,,1,,,,,,,,,,,,,,
5,40,4,2,5,3,6,,1,,,,,,,,,,,,,,
5,41,4,2,3,5,6,,1,,,,,,,,,,,,,,
5,42,5,2,4,3,6,7,1,,,,,,,,,,,,,,
5,43,3,4,6,2,7,5,1,,,,,,,,,,,,,,
5,44,5,4,3,2,7,6,1,,,,,,,,,,,,,,
5,45,4,2,3,5,6,,1,,,,,,,,,,,,,,
5,46,3,2,4,6,7,5,1,,,,,,,,,,,,,,
5,47,4,2,3,5,6,,1,,,,,,,,,,,,,,
5,48,4,2,3,5,6,7,1,,,,,,,,,,,,,,
5,49,3,2,,5,6,4,1,,,,,,,,,,,,,,
5,50,5,3,2,4,6,7,1,,,,,,,,,,,,,,
6,1,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,2,5,4,3,1,7,6,2,,,,,,,,,,,,,,
6,3,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,4,5,2,4,1,6,7,3,,,,,,,,,,,,,,
6,5,4,2,5,1,7,6,3,,,,,,,,,,,,,,
6,6,5,2,3,1,7,6,4,,,,,,,,,,,,,,
6,7,5,2,4,1,6,7,3,,,,,,,,,,,,,,
6,8,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,9,5,6,4,1,7,3,2,,,,,,,,,,,,,,
6,10,6,2,4,1,,5,3,,,,,,,,,,,,,,
6,11,6,7,5,1,3,4,2,,,,,,,,,,,,,,
6,12,5,2,4,1,7,6,3,,,,,,,,,,,,,,
6,13,4,2,5,1,6,7,3,,,,,,,,,,,,,,
6,14,5,3,,1,2,6,4,,,,,,,,,,,,,,
6,15,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,16,6,2,5,1,,4,3,,,,,,,,,,,,,,
6,17,6,3,5,1,2,,4,,,,,,,,,,,,,,
6,18,,2,3,1,6,4,5,,,,,,,,,,,,,,
6,19,6,4,2,1,,3,5,,,,,,,,,,,,,,
6,20,7,,,1,2,5,6,,,,,,,,,,,,,,
6,21,5,3,4,1,6,,2,,,,,,,,,,,,,,
6,22,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,23,5,3,6,1,4,,2,,,,,,,,,,,,,,
6,24,2,4,7,1,6,3,5,,,,,,,,,,,,,,
6,25,3,5,2,1,6,,4,,,,,,,,,,,,,,
6,26,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,27,5,2,6,1,7,4,3,,,,,,,,,,,,,,
6,28,3,6,4,1,7,5,2,,,,,,,,,,,,,,
6,29,,2,5,1,4,6,3,,,,,,,,,,,,,,
6,30,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,31,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,32,3,5,4,1,6,5,2,,,,,,,,,,,,,,
6,33,6,2,,1,3,5,4,,,,,,,,,,,,,,
6,34,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,35,4,2,5,1,,6,3,,,,,,,,,,,,,,
6,36,3,4,5,1,7,6,2,,,,,,,,,,,,,,
6,37,6,2,,1,3,5,4,,,,,,,,,,,,,,
6,38,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,39,6,2,,1,4,5,3,,,,,,,,,,,,,,
6,40,6,4,7,1,3,2,5,,,,,,,,,,,,,,
6,41,6,4,,1,2,5,3,,,,,,,,,,,,,,
6,42,5,2,4,1,6,7,3,,,,,,,,,,,,,,
6,43,7,2,6,1,5,4,3,,,,,,,,,,,,,,
6,44,5,2,4,1,,6,3,,,,,,,,,,,,,,
6,45,4,2,,1,6,5,3,,,,,,,,,,,,,,
6,46,3,2,7,1,6,5,4,,,,,,,,,,,,,,
6,47,5,2,4,1,6,,3,,,,,,,,,,,,,,
6,48,6,5,4,1,7,3,2,,,,,,,,,,,,,,
6,49,7,2,5,1,6,4,3,,,,,,,,,,,,,,
6,50,4,2,5,1,,6,3,,,,,,,,,,,,,,
7,1,4,6,2,3,5,,1,,,,,,,,,,,,,,
7,2,5,2,4,3,7,6,1,,,,,,,,,,,,,,
7,3,5,2,3,4,7,6,1,,,,,,,,,,,,,,
7,4,6,,4,3,2,5,1,,,,,,,,,,,,,,
7,5,3,4,5,2,,6,1,,,,,,,,,,,,,,
7,6,5,2,3,4,6,,1,,,,,,,,,,,,,,
7,7,3,2,5,4,6,7,1,,,,,,,,,,,,,,
7,8,6,4,5,3,7,2,1,,,,,,,,,,,,,,
7,9,2,5,7,4,6,3,1,,,,,,,,,,,,,,
7,10,6,2,4,3,7,5,1,,,,,,,,,,,,,,
7,11,5,4,3,6,,2,1,,,,,,,,,,,,,,
7,12,6,4,3,2,5,7,1,,,,,,,,,,,,,,
7,13,5,2,3,4,6,,1,,,,,,,,,,,,,,
7,14,4,2,3,5,,6,1,,,,,,,,,,,,,,
7,15,3,2,4,6,5,,1,,,,,,,,,,,,,,
7,16,4,2,3,5,,6,1,,,,,,,,,,,,,,
7,17,5,4,3,2,6,7,1,,,,,,,,,,,,,,
7,18,5,3,4,2,6,7,1,,,,,,,,,,,,,,
7,19,5,3,4,2,6,,1,,,,,,,,,,,,,,
7,20,4,2,3,5,6,,1,,,,,,,,,,,,,,
7,21,5,2,4,3,6,,1,,,,,,,,,,,,,,
7,22,5,2,4,3,7,6,1,,,,,,,,,,,,,,
7,23,5,2,4,3,6,,1,,,,,,,,,,,,,,
7,24,4,2,5,3,,6,1,,,,,,,,,,,,,,
7,25,5,2,4,3,6,7,1,,,,,,,,,,,,,,
7,26,4,2,6,3,,5,1,,,,,,,,,,,,,,
7,27,4,,5,2,3,6,1,,,,,,,,,,,,,,
7,28,4,2,6,5,3,,1,,,,,,,,,,,,,,
7,29,4,3,2,5,6,7,1,,,,,,,,,,,,,,
7,30,4,3,2,5,7,6,1,,,,,,,,,,,,,,
7,31,4,2,3,5,6,,1,,,,,,,,,,,,,,
7,32,3,5,2,4,7,6,1,,,,,,,,,,,,,,
7,33,5,3,6,2,7,4,1,,,,,,,,,,,,,,
7,34,2,3,5,4,6,7,1,,,,,,,,,,,,,,
7,35,2,5,4,7,6,3,1,,,,,,,,,,,,,,
7,36,5,2,3,4,7,6,1,,,,,,,,,,,,,,
7,37,4,2,5,3,6,,1,,,,,,,,,,,,,,
7,38,4,5,3,2,7,6,1,,,,,,,,,,,,,,
7,39,5,2,3,4,6,,1,,,,,,,,,,,,,,
7,40,3,2,4,5,7,6,1,,,,,,,,,,,,,,
7,41,5,2,4,3,,6,1,,,,,,,,,,,,,,
7,42,,3,4,2,6,5,1,,,,,,,,,,,,,,
7,43,3,2,4,6,,5,1,,,,,,,,,,,,,,
7,44,4,2,3,5,6,,1,,,,,,,,,,,,,,
7,45,4,3,5,2,7,6,1,,,,,,,,,,,,,,
7,46,,3,4,2,6,5,1,,,,,,,,,,,,,,
7,47,3,4,2,6,,5,1,,,,,,,,,,,,,,
7,48,4,2,3,5,6,,1,,,,,,,,,,,,,,
7,49,5,3,4,2,6,,1,,,,,,,,,,,,,,
7,50,5,3,4,2,,6,1,,,,,,,,,,,,,,
8,1,,,,,,,,7,8,1,2,9,10,5,6,13,14,11,12,3,4
8,2,,,,,,,,7,8,1,2,9,10,5,6,11,12,,,3,4
8,3,,,,,,,,7,8,1,4,9,10,3,6,,,11,12,2,5
8,4,,,,,,,,9,10,1,3,7,8,2,4,11,12,13,14,5,6
8,5,,,,,,,,7,8,1,6,11,12,2,5,13,14,9,10,3,4
8,6,,,,,,,,7,8,1,4,9,10,2,3,14,13,11,12,5,6
