Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,4,1,5,3,,6,2,,,,,,,,,,,,,,
1,2,3,1,4,5,6,7,2,,,,,,,,,,,,,,
1,3,4,1,7,2,6,5,3,,,,,,,,,,,,,,
1,4,4,1,3,5,7,6,2,,,,,,,,,,,,,,
1,5,4,1,,5,6,3,2,,,,,,,,,,,,,,
1,6,6,1,,2,3,5,4,,,,,,,,,,,,,,
1,7,4,1,3,7,6,5,2,,,,,,,,,,,,,,
1,8,,1,5,4,2,6,3,,,,,,,,,,,,,,
1,9,5,1,4,2,6,7,3,,,,,,,,,,,,,,
1,10,5,1,3,2,7,6,4,,,,,,,,,,,,,,
1,11,3,1,6,2,5,7,4,,,,,,,,,,,,,,
1,12,4,1,3,6,7,5,2,,,,,,,,,,,,,,
1,13,3,1,4,6,5,,2,,,,,,,,,,,,,,
1,14,6,1,2,3,,5,4,,,,,,,,,,,,,,
1,15,4,1,5,3,6,7,2,,,,,,,,,,,,,,
1,16,3,1,5,2,6,,4,,,,,,,,,,,,,,
1,17,4,1,5,2,3,6,,,,,,,,,,,,,,,
1,18,6,1,4,2,3,7,5,,,,,,,,,,,,,,
1,19,,1,3,6,2,4,5,,,,,,,,,,,,,,
1,20,5,1,4,3,6,,2,,,,,,,,,,,,,,
1,21,5,1,4,3,2,6,,,,,,,,,,,,,,,
1,22,3,1,2,6,7,4,5,,,,,,,,,,,,,,
1,23,5,1,6,2,4,7,3,,,,,,,,,,,,,,
1,24,6,1,5,3,4,,2,,,,,,,,,,,,,,
1,25,5,1,6,2,4,,3,,,,,,,,,,,,,,
1,26,4,1,5,3,6,,2,,,,,,,,,,,,,,
1,27,4,1,5,2,6,,3,,,,,,,,,,,,,,
1,28,2,1,3,5,7,6,4,,,,,,,,,,,,,,
1,29,5,1,6,2,4,7,3,,,,,,,,,,,,,,
1,30,6,1,,2,3,5,4,,,,,,,,,,,,,,
1,31,3,1,2,7,6,5,4,,,,,,,,,,,,,,
1,32,4,1,5,3,6,,2,,,,,,,,,,,,,,
1,33,3,1,4,6,,5,2,,,,,,,,,,,,,,
1,34,,1,5,2,3,6,4,,,,,,,,,,,,,,
1,35,4,1,3,2,5,7,6,,,,,,,,,,,,,,
1,36,,1,4,3,2,5,6,,,,,,,,,,,,,,
1,37,,1,,3,4,,2,,,,,,,,,,,,,,
1,38,7,1,4,3,5,6,2,,,,,,,,,,,,,,
1,39,6,1,,3,4,5,2,,,,,,,,,,,,,,
1,40,2,1,5,4,6,,3,,,,,,,,,,,,,,
1,41,4,1,2,5,6,3,,,,,,,,,,,,,,,
1,42,3,1,5,4,7,6,2,,,,,,,,,,,,,,
1,43,4,1,,2,6,5,3,,,,,,,,,,,,,,
1,44,6,1,4,3,2,5,,,,,,,,,,,,,,,
1,45,5,1,7,2,4,6,3,,,,,,,,,,,,,,
1,46,5,1,,2,3,6,4,,,,,,,,,,,,,,
1,47,5,1,2,6,,4,3,,,,,,,,,,,,,,
1,48,4,1,6,3,2,5,,,,,,,,,,,,,,,
1,49,5,1,4,2,3,6,,,,,,,,,,,,,,,
1,50,2,1,5,4,6,,3,,,,,,,,,,,,,,
1,51,4,1,5,2,7,6,3,,,,,,,,,,,,,,
2,1,5,1,6,2,4,,3,,,,,,,,,,,,,,
2,2,4,1,5,3,7,6,2,,,,,,,,,,,,,,
2,3,6,1,5,3,2,4,7,,,,,,,,,,,,,,
2,4,5,1,7,2,3,6,4,,,,,,,,,,,,,,
2,5,5,1,,3,2,4,6,,,,,,,,,,,,,,
2,6,6,2,4,1,,5,3,,,,,,,,,,,,,,
2,7,6,2,4,1,,5,3,,,,,,,,,,,,,,
2,8,3,,4,1,5,6,2,,,,,,,,,,,,,,
