Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,,,,,,,,,,1,6,4,8,2,5,10,9,11,12,3,7
1,2,,,,,,,,9,10,1,4,7,8,2,6,,11,12,,3,5
1,3,,,,,,,,5,9,1,8,4,10,3,7,11,,,12,2,6
1,4,,,,,,,,11,12,1,2,10,9,3,8,4,5,7,6,,
1,5,,,,,,,,11,12,1,2,10,9,4,3,8,7,14,13,5,6
1,6,,,,,,,,5,6,1,4,7,8,9,10,11,12,13,14,2,3
1,7,,,,,,,,9,10,1,4,7,8,5,6,12,11,13,14,2,3
1,8,,,,,,,,2,4,1,3,5,6,7,8,11,12,9,10,13,14
1,9,,,,,,,,7,8,1,2,5,6,9,10,11,12,14,13,3,4
1,10,,,,,,,,9,10,1,2,3,5,7,8,11,12,14,13,4,6
1,11,5,1,3,2,7,4,6,4,5,1,,6,8,2,3,7,9,10,11,12,13
1,12,,,,,,,,8,11,1,2,5,6,7,12,14,13,9,10,3,4
1,13,,,,,,,,8,6,1,7,12,9,14,2,5,10,11,13,4,3
1,14,,,,,,,,12,,1,2,7,8,3,6,10,11,9,,4,5
1,15,,,,,,,,9,10,1,4,7,8,5,6,11,12,13,14,2,3
1,16,,,,,,,,,,1,2,11,12,3,4,9,10,7,8,5,6
1,17,,,,,,,,9,10,1,3,7,8,2,4,11,12,,,5,6
1,18,,,,,,,,3,4,1,2,14,13,8,7,10,9,5,6,12,11
1,19,,,,,,,,6,8,1,2,3,5,9,10,14,13,11,12,4,7
1,20,,,,,,,,,,1,4,9,10,5,6,2,3,7,8,11,12
1,21,,,,,,,,7,8,1,4,9,10,2,5,11,12,14,13,3,6
1,22,,,,,,,,7,8,1,4,5,6,9,10,11,12,13,14,2,3
1,23,,,,,,,,5,6,1,2,9,10,7,8,12,11,14,13,3,4
1,24,,,,,,,,9,10,1,3,12,,2,4,7,8,11,,5,6
1,25,,,,,,,,13,14,1,6,7,8,2,3,9,10,11,12,4,5
1,26,,,,,,,,9,10,1,2,11,12,3,4,13,14,7,8,5,6
1,27,,,,,,,,9,10,1,2,7,8,11,12,,,5,6,3,4
1,28,,,,,,,,7,8,1,2,9,10,5,6,13,14,11,12,3,4
1,29,,,,,,,,9,10,1,2,,,5,6,7,8,11,12,3,4
1,30,,,,,,,,10,9,1,2,12,11,6,5,8,7,14,13,4,3
1,31,,,,,,,,7,8,1,2,9,10,5,6,12,11,,,3,4
1,32,,,,,,,,,,1,2,9,10,5,6,3,4,8,7,11,12
1,33,,,,,,,,13,14,1,2,7,8,5,6,9,10,11,12,3,4
1,34,,,,,,,,9,10,1,3,7,8,2,4,11,12,,,5,6
