Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,4,1,5,2,6,7,3,,,,,,,,,,,,,,
1,2,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,3,3,1,5,4,6,7,2,,,,,,,,,,,,,,
1,4,3,1,5,2,,4,6,,,,,,,,,,,,,,
1,5,5,1,6,3,4,7,2,,,,,,,,,,,,,,
1,6,2,1,4,3,6,5,,,,,,,,,,,,,,,
1,7,4,1,,2,6,5,3,,,,,,,,,,,,,,
1,8,4,1,5,7,3,6,2,,,,,,,,,,,,,,
1,9,7,1,6,2,3,5,4,,,,,,,,,,,,,,
1,10,6,1,7,2,4,5,3,,,,,,,,,,,,,,
1,11,,1,6,5,3,4,2,,,,,,,,,,,,,,
1,12,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,13,4,1,6,5,7,3,2,,,,,,,,,,,,,,
1,14,4,1,5,3,6,7,2,,,,,,,,,,,,,,
1,15,3,1,6,2,,5,4,,,,,,,,,,,,,,
1,16,,1,3,4,2,6,5,,,,,,,,,,,,,,
1,17,4,1,3,5,,6,2,,,,,,,,,,,,,,
1,18,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,19,3,1,4,5,6,7,2,,,,,,,,,,,,,,
1,20,3,1,2,,4,5,6,,,,,,,,,,,,,,
1,21,2,1,6,4,5,3,,,,,,,,,,,,,,,
1,22,2,1,6,4,7,5,3,,,,,,,,,,,,,,
1,23,,1,6,2,4,5,3,,,,,,,,,,,,,,
1,24,3,1,4,6,7,5,2,,,,,,,,,,,,,,
1,25,5,1,4,3,7,6,2,,,,,,,,,,,,,,
1,26,3,1,4,5,6,7,2,,,,,,,,,,,,,,
1,27,4,1,5,3,6,,2,,,,,,,,,,,,,,
1,28,5,1,4,3,,6,2,,,,,,,,,,,,,,
1,29,4,1,5,6,,3,2,,,,,,,,,,,,,,
1,30,3,1,4,,6,5,2,,,,,,,,,,,,,,
1,31,6,1,5,2,3,4,7,,,,,,,,,,,,,,
1,32,5,1,4,3,6,7,2,,,,,,,,,,,,,,
1,33,4,1,5,2,6,,3,,,,,,,,,,,,,,
1,34,2,1,4,5,,6,3,,,,,,,,,,,,,,
1,35,5,1,,2,4,6,3,,,,,,,,,,,,,,
1,36,4,1,7,2,5,6,3,,,,,,,,,,,,,,
1,37,4,1,5,2,7,6,3,,,,,,,,,,,,,,
1,38,6,1,4,2,5,7,3,,,,,,,,,,,,,,
1,39,4,1,5,2,7,6,3,,,,,,,,,,,,,,
1,40,4,1,7,2,3,6,5,,,,,,,,,,,,,,
1,41,5,1,4,3,,6,2,,,,,,,,,,,,,,
1,42,4,1,7,3,2,5,6,,,,,,,,,,,,,,
1,43,4,1,7,2,5,6,3,,,,,,,,,,,,,,
1,44,4,1,5,3,7,6,2,,,,,,,,,,,,,,
1,45,5,1,7,2,4,6,3,,,,,,,,,,,,,,
1,46,5,1,4,2,6,7,3,,,,,,,,,,,,,,
1,47,5,1,4,3,7,6,2,,,,,,,,,,,,,,
1,48,4,1,3,5,7,6,2,,,,,,,,,,,,,,
1,49,5,1,4,3,6,,2,,,,,,,,,,,,,,
1,50,4,1,5,3,2,6,,,,,,,,,,,,,,,
2,1,6,1,5,2,4,3,7,,,,,,,,,,,,,,
2,2,3,1,2,7,5,6,4,,,,,,,,,,,,,,
2,3,7,1,5,3,4,6,2,,,,,,,,,,,,,,
2,4,3,1,5,4,2,,6,,,,,,,,,,,,,,
2,5,,1,6,2,4,3,5,,,,,,,,,,,,,,
2,6,5,1,6,2,4,7,3,,,,,,,,,,,,,,
2,7,7,1,4,2,5,6,3,,,,,,,,,,,,,,
2,8,7,1,5,2,4,6,3,,,,,,,,,,,,,,
2,9,3,1,2,5,7,4,6,,,,,,,,,,,,,,
2,10,5,1,2,6,4,,3,,,,,,,,,,,,,,
2,11,5,1,4,3,6,7,2,,,,,,,,,,,,,,
2,12,3,1,4,5,6,2,7,,,,,,,,,,,,,,
