Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,6,1,4,3,2,5,,,,,,,,,,,,,,,
1,2,4,1,3,5,6,,2,,,,,,,,,,,,,,
1,3,4,1,6,2,7,5,3,,,,,,,,,,,,,,
1,4,5,1,4,2,,6,3,,,,,,,,,,,,,,
1,5,3,1,4,5,6,,2,,,,,,,,,,,,,,
1,6,5,1,4,3,6,7,2,,,,,,,,,,,,,,
1,7,4,1,5,2,6,7,3,,,,,,,,,,,,,,
1,8,4,1,2,,3,6,5,,,,,,,,,,,,,,
1,9,6,1,5,2,4,7,3,,,,,,,,,,,,,,
1,10,6,1,4,3,,5,2,,,,,,,,,,,,,,
1,11,3,1,2,5,7,6,4,,,,,,,,,,,,,,
1,12,5,1,4,3,7,6,2,,,,,,,,,,,,,,
1,13,4,1,5,3,6,,2,,,,,,,,,,,,,,
1,14,6,1,4,3,5,,2,,,,,,,,,,,,,,
1,15,6,1,4,3,2,,5,,,,,,,,,,,,,,
1,16,4,1,3,,2,6,5,,,,,,,,,,,,,,
1,17,3,1,5,2,4,6,7,4,,1,10,8,12,3,,2,9,7,11,5,6
1,18,,1,6,3,4,5,2,,,,,,,,,,,,,,
1,19,6,1,,3,2,5,4,,,,,,,,,,,,,,
1,20,,1,4,2,5,6,3,,,,,,,,,,,,,,
1,21,,1,5,2,3,6,4,,,,,,,,,,,,,,
1,22,4,1,4,2,6,5,3,,,,,,,,,,,,,,
1,23,5,1,,2,4,6,3,,,,,,,,,,,,,,
1,24,,1,5,3,6,4,2,,,,,,,,,,,,,,
1,25,4,1,,2,3,6,5,,,,,,,,,,,,,,
1,26,5,1,3,6,7,4,2,,,,,,,,,,,,,,
1,27,6,1,4,3,5,,2,,,,,,,,,,,,,,
1,28,5,1,3,2,7,6,4,,,,,,,,,,,,,,
1,29,5,1,6,3,4,,2,,,,,,,,,,,,,,
1,30,6,1,4,3,5,,2,,,,,,,,,,,,,,
1,31,5,1,7,3,6,4,2,,,,,,,,,,,,,,
1,32,4,1,3,5,6,,2,,,,,,,,,,,,,,
1,33,3,1,6,2,,5,4,,,,,,,,,,,,,,
1,34,3,1,4,6,,5,2,,,,,,,,,,,,,,
