Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,1,4,3,5,6,2,7,,,,,,,,,,,,,,
2,1,1,2,6,3,4,5,,,,,,,,,,,,,,,
3,1,4,1,3,2,6,5,2,,,,,,,,,,,,,,
3,2,4,1,5,2,6,7,3,,,,,,,,,,,,,,
3,3,5,1,2,4,7,6,3,,,,,,,,,,,,,,
3,4,3,1,4,5,6,,2,,,,,,,,,,,,,,
3,5,4,1,5,2,7,6,3,,,,,,,,,,,,,,
3,6,5,1,2,3,4,6,,,,,,,,,,,,,,,
3,7,3,1,6,,2,5,4,,,,,,,,,,,,,,
3,8,3,1,2,,4,5,6,,,,,,,,,,,,,,
3,9,7,1,3,2,4,6,5,,,,,,,,,,,,,,
3,10,5,1,2,7,3,6,4,,,,,,,,,,,,,,
3,11,5,1,,3,2,4,6,,,,,,,,,,,,,,
3,12,4,1,6,2,,5,3,,,,,,,,,,,,,,
3,13,5,1,3,4,2,6,7,,,,,,,,,,,,,,
3,14,4,1,7,2,3,5,6,,,,,,,,,,,,,,
3,15,3,1,5,2,6,,4,,,,,,,,,,,,,,
3,16,6,1,7,3,4,5,2,,,,,,,,,,,,,,
3,17,5,1,6,2,3,7,4,,,,,,,,,,,,,,
3,18,,1,3,2,4,5,6,,,,,,,,,,,,,,
3,19,6,1,4,3,7,5,2,,,,,,,,,,,,,,
3,20,1,2,3,4,5,6,,,,,,,,,,,,,,,
3,21,5,1,,2,4,6,3,,,,,,,,,,,,,,
3,22,5,1,7,2,4,6,3,,,,,,,,,,,,,,
3,23,6,1,7,2,4,5,3,,,,,,,,,,,,,,
3,24,5,1,,2,4,6,3,,,,,,,,,,,,,,
3,25,,1,5,2,6,4,3,,,,,,,,,,,,,,
3,26,5,1,6,3,4,7,2,,,,,,,,,,,,,,
3,27,3,1,4,6,2,5,,,,,,,,,,,,,,,
3,28,6,1,4,2,7,5,3,,,,,,,,,,,,,,
3,29,,1,4,2,5,6,3,,,,,,,,,,,,,,
3,30,5,1,6,2,4,7,3,,,,,,,,,,,,,,
3,31,5,1,6,2,3,4,7,,,,,,,,,,,,,,
3,32,5,1,6,4,2,3,7,,,,,,,,,,,,,,
3,33,5,1,4,2,7,6,3,,,,,,,,,,,,,,
3,34,4,1,7,2,5,6,3,,,,,,,,,,,,,,
3,35,5,1,2,6,,4,3,,,,,,,,,,,,,,
3,36,6,1,4,2,5,7,3,,,,,,,,,,,,,,
3,37,7,1,5,3,4,6,2,,,,,,,,,,,,,,
3,38,4,1,6,3,7,5,2,,,,,,,,,,,,,,
3,39,7,1,6,2,3,5,4,,,,,,,,,,,,,,
3,40,4,1,6,2,7,5,3,,,,,,,,,,,,,,
3,41,5,1,6,2,4,,3,,,,,,,,,,,,,,
3,42,5,1,7,2,4,6,3,,,,,,,,,,,,,,
3,43,6,1,,2,4,5,3,,,,,,,,,,,,,,
3,44,7,1,4,3,5,6,2,,,,,,,,,,,,,,
3,45,6,1,3,4,5,,2,,,,,,,,,,,,,,
3,46,2,1,,4,3,6,5,,,,,,,,,,,,,,
3,47,5,1,4,3,6,,2,,,,,,,,,,,,,,
3,48,5,1,6,2,3,,4,,,,,,,,,,,,,,
3,49,4,1,5,6,2,3,,,,,,,,,,,,,,,
3,50,6,1,5,2,4,,3,,,,,,,,,,,,,,
4,1,,1,,,,,,,,,,,,,,,,,,,
4,2,6,1,5,2,4,,3,,,,,,,,,,,,,,
4,3,2,1,3,5,6,4,7,,,,,,,,,,,,,,
4,4,4,1,5,2,3,6,7,,,,,,,,,,,,,,
4,5,4,1,6,3,2,5,4,,,,,,,,,,,,,,
4,6,4,1,,2,5,6,3,,,,,,,,,,,,,,
4,7,5,1,7,3,6,2,4,,,,,,,,,,,,,,
4,8,5,1,6,2,3,7,4,,,,,,,,,,,,,,
4,9,5,1,6,2,3,7,4,,,,,,,,,,,,,,
4,10,,1,5,4,2,3,6,,,,,,,,,,,,,,
4,11,5,1,7,2,3,4,6,,,,,,,,,,,,,,
4,12,,1,5,2,3,4,6,,,,,,,,,,,,,,
4,13,5,1,2,3,,6,4,,,,,,,,,,,,,,
4,14,,1,5,2,6,4,3,,,,,,,,,,,,,,
4,15,5,1,4,3,6,7,2,,,,,,,,,,,,,,
4,16,5,1,,3,2,4,6,,,,,,,,,,,,,,
4,17,7,1,5,3,2,4,6,,,,,,,,,,,,,,
4,18,7,1,6,3,2,4,5,,,,,,,,,,,,,,
4,19,3,1,7,6,2,5,4,,,,,,,,,,,,,,
4,20,4,1,3,,2,5,6,,,,,,,,,,,,,,
4,21,6,1,5,3,2,,4,,,,,,,,,,,,,,
4,22,6,1,7,4,2,5,3,,,,,,,,,,,,,,
4,23,4,1,6,,2,5,3,,,,,,,,,,,,,,
4,24,6,1,4,3,5,,2,,,,,,,,,,,,,,
4,25,2,1,3,7,6,4,5,,,,,,,,,,,,,,
4,26,3,1,2,6,,4,5,,,,,,,,,,,,,,
4,27,6,1,,4,2,3,5,,,,,,,,,,,,,,
4,28,4,1,5,3,,6,2,,,,,,,,,,,,,,
4,29,5,1,6,2,3,6,4,,,,,,,,,,,,,,
4,30,5,1,4,3,,6,2,,,,,,,,,,,,,,
4,31,4,1,7,2,3,5,6,,,,,,,,,,,,,,
4,32,3,1,,5,2,4,6,,,,,,,,,,,,,,
4,33,3,1,,5,2,4,6,,,,,,,,,,,,,,
4,34,4,1,5,2,6,7,3,,,,,,,,,,,,,,
4,35,5,1,,3,2,6,4,,,,,,,,,,,,,,
4,36,6,1,5,2,4,,3,,,,,,,,,,,,,,
4,37,,1,3,5,2,6,4,,,,,,,,,,,,,,
4,38,6,1,,3,4,5,2,,,,,,,,,,,,,,
4,39,5,1,4,2,6,,3,,,,,,,,,,,,,,
4,40,6,1,,3,2,5,4,,,,,,,,,,,,,,
4,41,5,1,6,3,4,7,2,,,,,,,,,,,,,,
4,42,6,1,3,2,3,5,4,,,,,,,,,,,,,,
4,43,5,1,4,3,6,7,2,,,,,,,,,,,,,,
4,44,4,1,5,2,,3,6,,,,,,,,,,,,,,
4,45,5,1,4,3,6,7,2,,,,,,,,,,,,,,
4,46,6,1,5,4,7,3,2,,,,,,,,,,,,,,
4,47,5,1,7,3,2,6,4,,,,,,,,,,,,,,
4,48,4,1,3,2,5,6,7,,,,,,,,,,,,,,
4,49,6,1,5,3,4,7,2,,,,,,,,,,,,,,
4,50,5,1,4,2,7,6,3,,,,,,,,,,,,,,
5,1,1,3,4,6,5,2,7,,,,,,,,,,,,,,
5,2,1,6,2,,3,4,5,,,,,,,,,,,,,,
5,3,1,2,4,5,3,6,7,,,,,,,,,,,,,,
5,4,7,1,4,2,5,6,3,,,,,,,,,,,,,,
5,5,6,1,5,3,4,,2,,,,,,,,,,,,,,
5,6,4,1,,2,3,6,5,,,,,,,,,,,,,,
5,7,4,1,5,6,,3,2,,,,,,,,,,,,,,
5,8,2,1,3,5,7,6,4,,,,,,,,,,,,,,
5,9,6,1,7,2,3,5,4,,,,,,,,,,,,,,
5,10,4,1,,3,5,6,2,,,,,,,,,,,,,,
5,11,7,1,5,4,2,6,3,,,,,,,,,,,,,,
5,12,3,1,7,4,5,2,6,,,,,,,,,,,,,,
5,13,4,1,2,5,,6,3,,,,,,,,,,,,,,
5,14,,1,6,2,4,5,3,,,,,,,,,,,,,,
5,15,3,1,4,5,2,7,6,,,,,,,,,,,,,,
5,16,6,1,4,3,5,7,2,,,,,,,,,,,,,,
5,17,5,1,4,6,2,7,3,,,,,,,,,,,,,,
5,18,4,1,5,2,6,,3,,,,,,,,,,,,,,
5,19,5,1,4,2,,6,3,,,,,,,,,,,,,,
5,20,4,1,6,2,5,,3,,,,,,,,,,,,,,
