Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,5,3,4,2,7,6,1,,,,,,,,,,,,,,
1,2,4,2,3,6,7,5,1,,,,,,,,,,,,,,
1,3,4,2,6,3,7,5,1,,,,,,,,,,,,,,
1,4,6,2,7,3,4,5,1,,,,,,,,,,,,,,
1,5,3,2,4,5,6,7,1,,,,,,,,,,,,,,
1,6,4,3,7,2,6,5,1,,,,,,,,,,,,,,
1,7,,2,4,3,6,5,1,,,,,,,,,,,,,,
1,8,5,2,3,4,7,6,1,,,,,,,,,,,,,,
1,9,5,2,3,4,6,7,1,,,,,,,,,,,,,,
1,10,4,2,3,5,6,7,1,,,,,,,,,,,,,,
1,11,5,3,4,2,7,6,1,,,,,,,,,,,,,,
1,12,4,3,5,6,2,1,,,,,,,,,,,,,,,
1,13,4,3,2,7,6,1,5,,,,,,,,,,,,,,
1,14,5,3,6,4,2,1,7,,,,,,,,,,,,,,
1,15,5,4,6,3,2,1,7,,,,,,,,,,,,,,
1,16,,6,3,2,5,1,4,,,,,,,,,,,,,,
1,17,5,4,6,3,2,1,,,,,,,,,,,,,,,
1,18,5,2,,3,1,4,6,,,,,,,,,,,,,,
1,19,6,2,3,4,1,5,7,,,,,,,,,,,,,,
1,20,4,2,3,5,1,,6,,,,,,,,,,,,,,
1,21,,5,3,2,1,4,6,,,,,,,,,,,,,,
1,22,7,3,5,2,1,6,4,,,,,,,,,,,,,,
1,23,3,7,2,6,1,5,4,,,,,,,,,,,,,,
1,24,6,2,,5,1,4,3,,,,,,,,,,,,,,
1,25,6,3,7,2,1,4,5,,,,,,,,,,,,,,
1,26,,5,3,4,1,2,6,,,,,,,,,,,,,,
1,27,6,2,5,,1,4,3,,,,,,,,,,,,,,
1,28,,2,6,3,1,5,4,,,,,,,,,,,,,,
1,29,3,2,6,5,1,,4,,,,,,,,,,,,,,
1,30,3,2,4,6,1,,5,,,,,,,,,,,,,,
1,31,4,3,5,2,1,6,,,,,,,,,,,,,,,
1,32,6,4,5,3,1,7,2,,,,,,,,,,,,,,
1,33,,2,3,5,1,4,6,,,,,,,,,,,,,,
1,34,4,2,5,6,1,3,7,6,7,3,4,12,11,10,9,2,1,8,5,,
1,35,4,2,5,6,1,3,7,,,,,,,,,,,,,,
1,36,5,4,3,6,1,2,,,,,,,,,,,,,,,
1,37,4,3,2,,1,5,6,,,,,,,,,,,,,,
1,38,,4,5,2,1,6,3,,,,,,,,,,,,,,
1,39,5,2,3,4,1,6,7,,,,,,,,,,,,,,
1,40,5,2,6,4,1,,3,,,,,,,,,,,,,,
1,41,,4,3,5,1,2,6,,,,,,,,,,,,,,
1,42,,2,5,4,1,3,6,,,,,,,,,,,,,,
1,43,3,2,6,4,1,5,7,,,,,,,,,,,,,,
1,44,7,3,4,5,1,2,6,,,,,,,,,,,,,,
1,45,5,4,3,7,1,2,6,,,,,,,,,,,,,,
1,46,4,3,5,6,1,2,7,,,,,,,,,,,,,,
1,47,6,3,,2,1,5,4,,,,,,,,,,,,,,
1,48,5,2,3,6,1,4,7,,,,,,,,,,1,,,,
1,49,3,5,2,,1,4,6,,,,,,,,,,,,,,
1,50,4,2,5,7,1,3,6,,,,,,,,,,,,,,
2,1,,,,,,,,5,6,2,1,7,8,13,14,3,4,9,10,11,12
2,2,,,,,,,,9,10,1,3,7,8,2,6,,,11,12,4,5
2,3,,,,,,,,10,9,1,4,7,8,6,5,11,12,13,14,2,3
2,4,4,6,2,7,5,3,1,,,,,,,,,,,,,,
2,5,,2,4,3,6,5,1,,,,,,,,,,,,,,
2,6,4,2,5,3,7,6,1,,,,,,,,,,,,,,
2,7,5,2,3,6,,4,1,,,,,,,,,,,,,,
2,8,4,2,5,3,6,,1,,,,,,,,,,,,,,
2,9,6,3,4,2,7,5,1,,,,,,,,,,,,,,
2,10,6,3,4,2,7,5,1,,,,,,,,,,,,,,
2,11,4,5,6,2,3,,1,,,,,,,,,,,,,,
2,12,4,2,3,5,6,,1,,,,,,,,,,,,,,
2,13,5,3,4,2,7,6,1,,,,,,,,,,,,,,
