Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,,,,,,,,5,6,3,4,9,10,7,8,1,2,11,12,,
1,2,,,,,,,,6,5,4,8,11,12,,,1,2,3,7,9,10
1,3,,,,,,,,7,8,3,4,9,10,11,12,1,2,5,6,13,14
1,4,,,,,,,,13,14,3,4,7,8,5,6,2,1,9,10,11,12
1,5,,,,,,,,5,6,10,9,7,8,11,12,1,2,4,3,13,14
1,6,,,,,,,,5,6,11,9,8,7,12,10,1,2,4,3,14,13
1,7,,,,,,,,9,8,3,5,7,,10,,1,2,4,6,12,11
1,8,,,,,,,,7,8,5,6,11,12,2,3,1,4,10,9,13,14
1,9,,,,,,,,,,5,6,11,12,2,3,1,4,7,8,9,10
1,10,,,,,,,,5,6,10,9,7,8,11,12,1,2,4,3,13,14
1,11,,,,,,,,11,12,5,6,7,8,10,9,2,1,4,3,,
1,12,,,,,,,,5,6,7,8,9,10,11,12,1,2,3,4,,
1,13,,,,,,,,5,6,10,9,7,8,12,11,1,2,4,3,13,14
1,14,,,,,,,,5,6,10,9,7,8,12,11,1,2,4,3,13,14
1,15,,,,,,,,,,5,6,7,8,3,4,1,2,11,12,9,10
1,17,,,,,,,,6,5,8,7,9,10,11,12,1,2,4,3,14,13
1,18,,,,,,,,7,8,4,5,10,9,14,13,1,2,6,3,12,11
1,19,,1,,2,4,,3,,,,,,,,,,,,,,
1,20,,1,,,,2,,,,,,,,,,,,,,,
1,21,4,1,5,2,6,7,3,,,,,,,,,,,,,,
1,22,5,1,,2,3,6,4,,,,,,,,,,,,,,
1,23,4,1,5,3,2,,6,,,,,,,,,,,,,,
