Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,5,,4,1,6,2,3,,,,,,,,,,,,,,
1,2,6,2,4,1,5,7,3,,,,,,,,,,,,,,
1,3,5,2,4,1,6,,3,,,,,,,,,,,,,,
1,4,5,2,4,1,6,3,,,,,,,,,,,,,,,
1,5,3,4,6,1,,5,2,,,,,,,,,,,,,,
1,6,5,4,6,1,3,7,2,,,,,,,,,,,,,,
1,7,7,2,5,1,4,6,3,,,,,,,,,,,,,,
1,8,6,2,5,1,3,7,4,,,,,,,,,,,,,,
1,9,3,2,,1,4,6,5,,,,,,,,,,,,,,
1,10,4,2,5,1,,6,3,,,,,,,,,,,,,,
1,11,6,2,5,1,3,,4,,,,,,,,,,,,,,
1,12,5,2,,1,3,6,4,,,,,,,,,,,,,,
1,13,5,2,4,1,7,6,3,,,,,,,,,,,,,,
1,14,5,2,4,1,6,,3,,,,,,,,,,,,,,
1,15,5,2,4,1,6,5,3,,,,,,,,,,,,,,
1,16,6,3,4,1,7,5,2,,,,,,,,,,,,,,
1,17,6,2,,1,4,5,3,,,,,,,,,,,,,,
1,18,5,2,3,1,7,6,4,,,,,,,,,,,,,,
1,19,,2,5,1,6,4,3,,,,,,,,,,,,,,
1,20,,2,4,1,6,5,3,,,,,,,,,,,,,,
1,21,5,2,4,1,6,,3,,,,,,,,,,,,,,
1,22,3,4,6,1,,5,2,,,,,,,,,,,,,,
1,23,5,2,4,1,6,,3,,,,,,,,,,,,,,
1,24,5,2,4,1,6,3,,,,,,,,,,,,,,,
1,25,3,4,5,1,6,,2,,,,,,,,,,,,,,
1,26,,2,3,1,6,5,4,,,,,,,,,,,,,,
1,27,5,2,4,1,6,7,3,,,,,,,,,,,,,,
1,28,3,2,5,1,6,7,4,,,,,,,,,,,,,,
1,29,6,,3,1,2,4,5,,,,,,,,,,,,,,
1,30,,3,5,1,2,6,4,,,,,,,,,,,,,,
1,31,7,2,6,1,4,5,3,,,,,,,,,,,,,,
1,32,4,3,5,1,6,,2,,,,,,,,,,,,,,
1,33,3,5,4,1,6,,2,,,,,,,,,,,,,,
1,34,5,2,4,1,6,3,,,,,,,,,,,,,,,
1,35,3,2,4,1,,5,6,,,,,,,,,,,,,,
1,36,4,2,3,1,,6,5,,,,,,,,,,,,,,
1,37,3,2,,1,6,4,5,,,,,,,,,,,,,,
1,38,2,3,4,1,7,5,6,,,,,,,,,,,,,,
1,39,6,2,4,1,,5,3,,,,,,,,,,,,,,
1,40,4,2,6,1,5,7,3,,,,,,,,,,,,,,
1,41,4,2,3,1,6,5,7,,,,,,,,,,,,,,
1,42,4,2,5,1,6,,3,,,,,,,,,,,,,,
1,43,5,3,4,1,7,6,2,,,,,,,,,,,,,,
1,44,4,3,,1,6,5,2,,,,,,,,,,,,,,
1,45,5,3,4,1,,6,2,,,,,,,,,,,,,,
1,46,6,2,5,1,4,,3,,,,,,,,,,,,,,
1,47,4,3,6,1,2,,5,,,,,,,,,,,,,,
1,48,3,2,4,1,,5,6,,,,,,,,,,,,,,
1,49,4,2,4,1,6,5,3,,,,,,,,,,,,,,
1,50,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,1,6,4,7,1,3,5,2,,,,,,,,,,,,,,
2,2,5,3,4,1,6,,2,,,,,,,,,,,,,,
2,3,6,2,5,1,4,,3,,,,,,,,,,,,,,
2,4,3,2,,1,4,6,5,,,,,,,,,,,,,,
2,5,4,2,3,1,6,,5,,,,,,,,,,,,,,
2,6,5,2,4,1,6,7,3,,,,,,,,,,,,,,
2,7,5,3,4,1,7,6,2,,,,,,,,,,,,,,
2,8,7,2,6,1,3,4,5,,,,,,,,,,,,,,
2,9,6,2,4,1,3,5,,,,,,,,,,,,,,,
2,10,6,5,,1,2,4,3,,,,,,,,,,,,,,
2,11,,2,3,1,5,6,4,,,,,,,,,,,,,,
2,12,6,2,5,1,,4,3,,,,,,,,,,,,,,
2,13,,2,4,1,5,3,6,,,,,,,,,,,,,,
2,14,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,15,4,3,5,1,7,6,2,,,,,,,,,,,,,,
2,16,6,4,5,1,3,,2,,,,,,,,,,,,,,
2,17,3,2,6,1,7,5,4,,,,,,,,,,,,,,
2,18,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,19,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,20,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,21,,2,4,1,3,5,6,,,,,,,,,,,,,,
2,22,6,3,,1,2,5,4,,,,,,,,,,,,,,
2,23,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,24,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,25,5,2,4,1,6,3,,,,,,,,,,,,,,,
2,26,5,6,2,1,7,3,4,,,,,,,,,,,,,,
2,27,3,2,6,1,7,5,4,,,,,,,,,,,,,,
2,28,4,2,3,1,2,5,6,,,,,,,,,,,,,,
2,29,,2,3,1,5,6,4,,,,,,,,,,,,,,
2,30,6,3,4,1,2,5,7,,,,,,,,,,,,,,
2,31,2,6,3,1,2,5,4,,,,,,,,,,,,,,
2,32,6,4,5,1,3,,2,,,,,,,,,,,,,,
2,33,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,34,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,35,5,6,2,1,7,3,4,,,,,,,,,,,,,,
2,36,6,3,,1,2,4,5,,,,,,,,,,,,,,
2,37,6,2,,1,3,5,4,,,,,,,,,,,,,,
2,38,3,2,4,1,5,6,7,,,,,,,,,,,,,,
2,39,3,2,4,1,7,6,5,,,,,,,,,,,,,,
2,40,4,6,5,1,7,3,2,,,,,,,,,,,,,,
2,41,5,3,,1,2,6,4,,,,,,,,,,,,,,
2,42,4,2,5,1,6,,3,,,,,,,,,,,,,,
2,43,5,2,6,1,7,4,3,,,,,,,,,,,,,,
2,44,3,4,5,1,7,6,2,,,,,,,,,,,,,,
2,45,,,,1,,,,,,,,,,,,,,,,,
2,46,5,2,6,1,3,,4,,,,,,,,,,,,,,
2,47,6,3,,1,2,5,4,,,,,,,,,,,,,,
2,48,5,3,4,1,,6,2,,,,,,,,,,,,,,
2,49,,2,3,1,5,6,4,,,,,,,,,,,,,,
2,50,3,2,4,1,,6,5,,,,,,,,,,,,,,
3,1,3,6,4,1,5,,2,,,,,,,,,,,,,,
3,2,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,3,,2,6,1,3,5,4,,,,,,,,,,,,,,
3,4,5,2,4,1,6,3,7,,,,,,,,,,,,,,
3,5,5,2,,1,3,6,4,,,,,,,,,,,,,,
3,6,6,2,5,1,4,7,3,,,,,,,,,,,,,,
3,7,6,2,4,1,5,7,3,,,,,,,,,,,,,,
3,8,5,4,3,1,,2,6,,,,,,,,,,,,,,
3,9,5,3,4,1,6,,2,,,,,,,,,,,,,,
3,10,6,4,3,1,5,7,2,,,,,,,,,,,,,,
3,11,6,2,,1,3,5,4,,,,,,,,,,,,,,
3,12,3,2,4,1,,5,6,,,,,,,,,,,,,,
3,13,5,2,4,1,6,,3,,,,,,,,,,,,,,
3,14,4,2,5,1,6,7,3,,,,,,,,,,,,,,
3,15,5,3,4,1,,6,2,,,,,,,,,,,,,,
3,16,6,2,,1,3,5,4,,,,,,,,,,,,,,
3,17,5,4,2,1,7,3,6,,,,,,,,,,,,,,
