Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,,1,6,2,3,5,4,,,,,,,,,,,,,,
1,2,5,1,7,2,4,6,3,,,,,,,,,,,,,,
1,3,6,1,3,4,5,,2,,,,,,,,,,,,,,
1,4,3,1,4,2,,6,5,,,,,,,,,,,,,,
1,5,6,1,4,2,,5,3,,,,,,,,,,,,,,
1,6,2,1,,4,5,3,6,,,,,,,,,,,,,,
1,7,7,1,4,2,6,5,3,,,,,,,,,,,,,,
1,8,4,1,7,3,2,5,6,,,,,,,,,,,,,,
1,9,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,10,5,1,4,3,2,6,,,,,,,,,,,,,,,
1,11,4,1,3,5,6,,2,,,,,,,,,,,,,,
1,12,5,1,6,2,3,7,4,,,,,,,,,,,,,,
1,13,7,1,6,2,4,5,3,,,,,,,,,,,,,,
1,14,5,1,,2,6,4,3,,,,,,,,,,,,,,
1,15,,1,5,2,4,6,3,,,,,,,,,,,,,,
1,16,5,1,4,2,6,7,3,,,,,,,,,,,,,,
1,17,6,1,4,2,7,5,3,,,,,,,,,,,,,,
1,18,4,1,7,3,5,6,2,,,,,,,,,,,,,,
1,19,4,1,3,2,6,,5,,,,,,,,,,,,,,
1,20,4,1,3,6,2,5,,,,,,,,,,,,,,,
1,21,,1,6,3,2,5,4,,,,,,,,,,,,,,
1,22,5,1,7,2,4,6,3,,,,,,,,,,,,,,
1,23,4,1,3,6,5,,2,,,,,,,,,,,,,,
1,24,2,1,6,3,,5,4,,,,,,,,,,,,,,
1,25,2,1,3,7,6,5,4,,,,,,,,,,,,,,
1,26,4,1,5,3,7,6,2,,,,,,,,,,,,,,
1,27,5,1,,2,4,6,3,,,,,,,,,,,,,,
1,28,5,1,,3,4,6,2,,,,,,,,,,,,,,
1,29,5,1,3,4,6,7,2,,,,,,,,,,,,,,
1,30,5,1,4,2,6,7,3,,,,,,,,,,,,,,
1,31,4,1,3,5,7,6,2,,,,,,,,,,,,,,
1,32,5,1,4,3,6,,2,,,,,,,,,,,,,,
1,33,5,1,3,4,6,7,2,,,,,,,,,,,,,,
1,34,2,1,5,6,3,4,7,,,,,,,,,,,,,,
1,35,4,1,3,2,6,5,7,,,,,,,,,,,,,,
1,36,4,1,5,3,6,,2,,,,,,,,,,,,,,
1,37,4,1,5,3,7,6,2,,,,,,,,,,,,,,
1,38,4,1,5,2,,6,3,,,,,,,,,,,,,,
1,39,5,1,,3,2,6,4,,,,,,,,,,,,,,
1,40,5,1,3,2,,6,4,,,,,,,,,,,,,,
1,41,6,1,4,5,2,,3,,,,,,,,,,,,,,
1,42,5,1,4,3,,6,2,,,,,,,,,,,,,,
1,43,5,1,4,2,,6,3,,,,,,,,,,,,,,
1,44,3,2,7,1,6,4,5,,,,,,,,,,,,,,
1,45,3,4,6,1,7,5,2,,,,,,,,,,,,,,
1,46,6,4,5,1,2,7,3,,,,,,,,,,,,,,
1,47,7,4,6,1,3,5,2,,,,,,,,,,,,,,
2,1,5,2,4,1,6,3,,,,,,,,,,,,,,,
2,2,5,2,6,1,3,7,4,,,,,,,,,,,,,,
2,3,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,4,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,5,4,2,5,1,6,7,3,,,,,,,,,,,,,,
2,6,7,2,4,1,3,5,6,,,,,,,,,,,,,,
2,7,7,2,5,1,6,4,3,,,,,,,,,,,,,,
2,8,4,2,5,1,7,6,3,,,,,,,,,,,,,,
2,9,3,2,4,1,7,6,5,,,,,,,,,,,,,,
2,10,4,2,5,1,6,7,3,,,,,,,,,,,,,,
2,11,4,2,5,1,6,7,3,,,,,,,,,,,,,,
2,12,,2,6,1,3,5,4,,,,,,,,,,,,,,
2,13,7,2,3,1,6,4,5,,,,,,,,,,,,,,
2,14,4,3,5,1,6,,2,,,,,,,,,,,,,,
2,15,3,4,5,1,6,7,2,,,,,,,,,,,,,,
2,16,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,17,6,4,3,1,5,,2,,,,,,,,,,,,,,
2,18,5,2,4,1,,6,3,,,,,,,,,,,,,,
2,19,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,20,5,2,4,1,6,7,3,,,,,,,,,,,,,,
2,21,5,2,6,1,4,,3,,,,,,,,,,,,,,
