Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,5,2,,1,3,6,4,,,,,,,,,,,,,,
1,2,5,2,4,1,6,3,,,,,,,,,,,,,,,
1,3,5,2,6,1,3,7,4,,,,,,,,,,,,,,
1,4,5,2,4,1,7,6,3,,,,,,,,,,,,,,
1,5,6,2,5,1,3,7,4,,,,,,,,,,,,,,
1,6,5,2,4,1,,6,3,,,,,,,,,,,,,,
1,7,4,3,5,1,6,,2,,,,,,,,,,,,,,
1,8,4,2,5,1,7,6,3,,,,,,,,,,,,,,
1,9,5,3,,2,1,6,4,,,,,,,,,,,,,,
1,10,4,5,,2,1,3,6,,,,,,,,,,,,,,
1,11,2,5,4,7,1,3,6,,,,,,,,,,,,,,
1,12,4,2,3,5,1,,6,,,,,,,,,,,,,,
1,13,3,6,4,2,7,5,1,,,,,,,,,,,,,,
1,14,4,2,3,5,6,7,1,,,,,,,,,,,,,,
1,15,5,3,4,2,,6,1,,,,,,,,,,,,,,
1,16,3,2,4,5,,6,1,,,,,,,,,,,,,,
1,17,5,4,3,2,,6,1,,,,,,,,,,,,,,
1,18,4,2,6,3,,5,1,,,,,,,,,,,,,,
1,19,3,3,4,2,6,5,1,,,,,,,,,,,,,,
1,20,2,3,5,4,7,6,1,,,,,,,,,,,,,,
1,21,6,3,4,2,7,5,1,,,,,,,,,,,,,,
1,22,4,3,5,2,6,,1,,,,,,,,,,,,,,
1,23,4,5,2,6,,3,1,6,5,8,7,4,3,10,9,,11,12,,2,1
1,24,4,2,3,5,6,,1,,,,,,,,,,,,,,
1,25,6,3,5,2,4,,1,,,,,,,,,,,,,,
1,26,4,,2,3,6,5,1,,,,,,,,,,,,,,
1,27,1,4,5,6,7,3,2,,,,,,,,,,,,,,
1,28,,,,,,,,7,8,3,4,5,6,9,10,12,11,13,,1,2
1,29,,,,,,,,7,9,2,6,12,11,10,8,5,1,3,4,,
1,30,,,,,,,,6,7,2,5,8,9,1,4,14,10,13,12,3,11
1,31,,,,,,,,7,8,3,4,13,14,1,2,11,12,9,10,5,6
1,32,,,,,,,,7,8,1,2,11,12,5,6,9,10,13,14,3,4
1,33,,,,,,,,9,10,1,2,,,5,6,3,4,7,8,11,12
1,34,,,,,,,,9,10,1,2,,,3,4,7,8,5,6,11,12
1,35,,,,,,,,9,10,1,2,,,5,6,7,8,11,12,3,4
1,36,5,2,4,3,7,6,1,12,11,1,10,6,7,4,5,13,14,8,9,2,3
1,37,,1,,,,,2,,,,,,,,,,,,,,
1,38,4,1,5,2,,6,3,,,,,,,,,,,,,,
1,39,,1,5,2,3,6,4,,,,,,,,,,,,,,
1,40,,1,6,2,3,5,4,,,,,,,,,,,,,,
1,41,6,1,5,2,7,4,3,,,,,,,,,,,,,,
1,42,,1,4,3,6,5,2,,,,,,,,,,,,,,
1,43,4,1,5,2,7,3,6,,,,,,,,,,,,,,
1,44,3,1,5,2,,6,4,,,,,,,,,,,,,,
1,45,4,1,6,2,,5,3,,,,,,,,,,,,,,
1,46,,1,2,3,4,5,6,,,,,,,,,,,,,,
1,47,,1,6,2,3,5,4,,,,,,,,,,,,,,
1,48,5,1,,2,3,6,4,,,,,,,,,,,,,,
1,49,4,1,6,3,7,5,2,,,,,,,,,,,,,,
1,50,4,1,6,3,2,5,,,,,,,,,,,,,,,
2,1,5,3,4,1,7,6,2,,,,,,,,,,,,,,
2,2,4,3,7,1,6,5,2,,,,,,,,,,,,,,
2,3,6,3,5,1,7,4,2,,,,,,,,,,,,,,
2,4,5,2,6,1,3,,4,,,,,,,,,,,,,,
2,5,6,3,2,1,7,4,5,,,,,,,,,,,,,,
2,6,6,2,5,1,3,7,4,,,,,,,,,,,,,,
2,7,6,3,5,1,4,,2,,,,,,,,,,,,,,
2,8,3,2,6,1,,4,5,,,,,,,,,,,,,,
2,9,5,4,6,1,,3,2,,,,,,,,,,,,,,
2,10,5,4,6,1,3,,2,,,,,,,,,,,,,,
2,11,4,3,5,1,7,6,2,,,,,,,,,,,,,,
2,12,4,5,6,1,,3,2,,,,,,,,,,,,,,
2,13,2,4,5,1,6,3,7,,,,,,,,,,,,,,
2,14,6,2,,1,4,5,3,,,,,,,,,,,,,,
2,15,,2,3,1,5,6,4,,,,,,,,,,,,,,
2,16,4,5,3,1,6,,2,,,,,,,,,,,,,,
2,17,5,6,4,1,3,7,2,,,,,,,,,,,,,,
