Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,5,2,4,1,6,3,,,,,,,,,,,,,,,
1,2,6,3,,1,2,5,4,,,,,,,,,,,,,,
1,3,6,5,,1,3,2,4,,,,,,,,,,,,,,
1,4,,3,2,1,4,5,6,,,,,,,,,,,,,,
1,5,,2,6,1,4,5,3,,,,,,,,,,,,,,
1,6,6,2,4,1,5,7,3,,,,,,,,,,,,,,
1,7,5,2,4,1,6,,3,,,,,,,,,,,,,,
1,8,4,2,5,1,6,,3,,,,,,,,,,,,,,
1,9,5,3,4,1,,6,2,,,,,,,,,,,,,,
1,10,3,2,,1,5,4,6,,,,,,,,,,,,,,
1,11,6,3,2,1,5,,4,,,,,,,,,,,,,,
1,12,3,2,5,1,6,7,4,,,,,,,,,,,,,,
1,13,5,2,4,1,,6,3,,,,,,,,,,,,,,
1,14,6,2,4,1,5,,3,,,,,,,,,,,,,,
1,15,3,6,4,1,7,5,2,,,,,,,,,,,,,,
1,16,,3,5,1,2,4,6,,,,,,,,,,,,,,
1,17,5,2,6,1,3,,4,,,,,,,,,,,,,,
1,18,2,3,4,1,,5,6,,,,,,,,,,,,,,
1,19,3,2,4,1,7,6,5,,,,,,,,,,,,,,
1,20,4,2,6,1,,5,3,,,,,,,,,,,,,,
1,21,5,2,6,1,3,,4,,,,,,,,,,,,,,
1,22,4,2,5,1,7,6,3,,,,,,,,,,,,,,
1,23,4,2,6,1,5,7,3,,,,,,,,,,,,,,
1,24,4,3,5,1,7,6,2,,,,,,,,,,,,,,
1,25,4,5,3,1,6,,2,,,,,,,,,,,,,,
1,26,,4,5,1,2,6,3,,,,,,,,,,,,,,
1,27,3,5,4,1,,6,2,,,,,,,,,,,,,,
1,28,5,2,4,1,7,6,3,,,,,,,,,,,,,,
1,29,6,2,7,1,3,5,4,,,,,,,,,,,,,,
1,30,4,5,6,1,3,7,2,,,,,,,,,,,,,,
1,31,4,,3,1,6,5,2,,,,,,,,,,,,,,
1,32,3,2,6,1,5,4,,,,,,,,,,,,,,,
1,33,4,2,5,1,6,,3,,,,,,,,,,,,,,
1,34,4,2,,1,5,6,3,,,,,,,,,,,,,,
1,35,,6,3,1,4,5,2,,,,,,,,,,,,,,
1,36,7,2,5,1,6,4,3,,,,,,,,,,,,,,
1,37,6,3,2,1,4,7,5,,,,,,,,,,,,,,
1,38,5,2,6,1,3,,4,,,,,,,,,,,,,,
1,39,5,2,3,1,6,,4,,,,,,,,,,,,,,
1,40,,4,6,1,3,5,2,,,,,,,,,,,,,,
1,41,7,6,4,1,3,5,2,,,,,,,,,,,,,,
1,42,,6,5,1,3,4,2,,,,,,,,,,,,,,
1,43,3,5,4,1,7,6,2,,,,,,,,,,,,,,
1,44,7,3,6,1,2,4,5,,,,,,,,,,,,,,
1,45,3,2,5,1,7,4,6,,,,,,,,,,,,,,
1,46,5,2,4,1,7,6,3,,,,,,,,,,,,,,
1,47,6,2,5,1,3,,4,,,,,,,,,,,,,,
1,48,5,3,6,1,2,,4,,,,,,,,,,,,,,
1,49,4,2,7,1,6,5,3,,,,,,,,,,,,,,
1,50,5,2,6,1,4,7,3,,,,,,,,,,,,,,
2,1,4,,5,1,3,6,2,,,,,,,,,,,,,,
2,2,4,3,6,1,,5,2,,,,,,,,,,,,,,
2,3,6,4,5,1,,3,2,,,,,,,,,,,,,,
2,4,,4,5,1,2,6,3,,,,,,,,,,,,,,
2,5,3,5,6,1,4,7,2,,,,,,,,,,,,,,
2,6,5,4,,1,6,3,2,,,,,,,,,,,,,,
2,7,6,3,4,1,2,,5,,,,,,,,,,,,,,
2,8,4,3,5,1,,6,2,,,,,,,,,,,,,,
2,9,,2,3,1,4,6,5,,,,,,,,,,,,,,
2,10,7,2,5,1,4,6,3,,,,,,,,,,,,,,
2,11,4,3,5,1,7,6,2,,,,,,,,,,,,,,
2,12,6,3,5,1,4,,2,,,,,,,,,,,,,,
2,13,5,2,3,1,7,6,4,,,,,,,,,,,,,,
2,14,2,3,6,1,5,4,,,,,,,,,,,,,,,
2,15,6,3,5,1,4,7,2,,,,,,,,,,,,,,
2,16,5,4,6,1,3,7,2,,,,,,,,,,,,,,
2,17,6,2,7,1,4,5,3,,,,,,,,,,,,,,
2,18,6,2,3,1,4,7,5,,,,,,,,,,,,,,
2,19,5,6,,1,3,4,2,,,,,,,,,,,,,,
2,20,,2,5,1,4,6,3,,,,,,,,,,,,,,
2,21,5,7,3,1,2,4,6,,,,,,,,,,,,,,
2,22,5,2,4,1,3,6,,,,,,,,,,,,,,,
2,23,3,,5,1,4,6,2,,,,,,,,,,,,,,
2,24,3,4,2,1,6,5,,,,,,,,,,,,,,,
2,25,3,2,4,1,5,6,7,,,,,,,,,,,,,,
2,26,6,2,3,1,5,,4,,,,,,,,,,,,,,
2,27,6,7,3,1,5,4,2,,,,,,,,,,,,,,
2,28,6,2,4,1,5,7,3,,,,,,,,,,,,,,
2,29,5,4,6,1,3,2,7,,,,,,,,,,,,,,
2,30,6,,5,1,2,4,3,,,,,,,,,,,,,,
2,31,6,3,2,1,7,5,4,,,,,,,,,,,,,,
2,32,3,7,6,1,2,4,5,,,,,,,,,,,,,,
2,33,6,,4,1,3,5,2,,,,,,,,,,,,,,
2,34,6,3,5,1,4,,2,,,,,,,,,,,,,,
2,35,2,5,3,1,7,6,4,,,,,,,,,,,,,,
2,36,6,3,5,1,4,,2,,,,,,,,,,,,,,
2,37,4,,2,1,5,,3,,,,,,,,,,,,,,
2,38,3,4,5,1,,6,2,,,,,,,,,,,,,,
2,39,5,3,,1,2,6,4,,,,,,,,,,,,,,
2,40,,5,6,1,2,3,4,,,,,,,,,,,,,,
2,41,4,3,6,1,5,7,2,,,,,,,,,,,,,,
2,42,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,43,5,2,3,1,7,6,4,,,,,,,,,,,,,,
2,44,4,2,5,1,7,6,3,,,,,,,,,,,,,,
2,45,6,3,,1,2,5,4,,,,,,,,,,,,,,
2,46,3,6,2,1,7,5,4,,,,,,,,,,,,,,
2,47,4,3,5,1,7,6,2,,,,,,,,,,,,,,
2,48,4,3,5,1,7,6,2,,,,,,,,,,,,,,
2,49,,3,4,1,6,5,2,,,,,,,,,,,,,,
2,50,7,2,4,1,5,6,3,,,,,,,,,,,,,,
3,1,,2,6,1,3,5,4,,,,,,,,,,,,,,
3,2,,,,1,2,,,,,,,,,,,,,,,,
3,3,3,,4,1,5,6,2,,,,,,,,,,,,,,
3,4,3,4,5,1,6,7,2,,,,,,,,,,,,,,
3,5,4,3,5,1,7,6,2,,,,,,,,,,,,,,
3,6,4,2,5,1,7,6,3,,,,,,,,,,,,,,
3,7,6,2,5,1,4,,3,,,,,,,,,,,,,,
3,8,2,3,7,1,4,6,5,,,,,,,,,,,,,,
3,9,4,2,7,1,5,6,3,,,,,,,,,,,,,,
3,10,5,4,6,1,2,,3,,,,,,,,,,,,,,
3,11,5,3,4,1,6,7,2,,,,,,,,,,,,,,
3,12,5,4,6,1,2,,3,,,,,,,,,,,,,,
