Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,5,2,4,3,6,7,1,,,,,,,,,,,,,,
1,2,3,2,,4,5,6,1,,,,,,,,,,,,,,
1,3,4,3,5,2,6,,1,,,,,,,,,,,,,,
1,4,3,5,4,2,6,7,1,,,,,,,,,,,,,,
1,5,6,3,4,2,5,,1,,,,,,,,,,,,,,
1,6,5,3,4,2,,6,1,,,,,,,,,,,,,,
1,7,4,2,5,3,6,7,1,,,,,,,,,,,,,,
1,8,4,2,3,5,6,,1,,,,,,,,,,,,,,
1,9,5,3,4,2,7,6,1,,,,,,,,,,,,,,
1,10,4,2,5,3,7,6,1,,,,,,,,,,,,,,
1,11,3,2,5,4,6,,1,,,,,,,,,,,,,,
1,12,4,6,3,2,7,5,1,,,,,,,,,,,,,,
1,13,4,2,5,3,7,6,1,,,,,,,,,,,,,,
1,14,5,4,3,2,6,,1,,,,,,,,,,,,,,
1,15,6,2,4,3,5,7,1,,,,,,,,,,,,,,
1,16,3,5,4,2,6,,1,,,,,,,,,,,,,,
1,17,7,2,6,3,4,5,1,,,,,,,,,,,,,,
1,18,5,2,4,3,6,,1,,,,,,,,,,,,,,
1,19,,5,4,3,2,6,1,,,,,,,,,,,,,,
1,20,4,2,3,5,6,7,1,,,,,,,,,,,,,,
1,21,5,3,4,2,6,,1,,,,,,,,,,,,,,
1,22,5,,3,2,4,6,1,,,,,,,,,,,,,,
1,23,2,4,3,6,7,5,1,,,,,,,,,,,,,,
1,24,4,5,3,2,,6,1,,,,,,,,,,,,,,
1,25,7,2,5,3,4,6,1,,,,,,,,,,,,,,
1,26,5,2,4,3,7,6,1,,,,,,,,,,,,,,
1,27,5,2,3,4,6,,1,,,,,,,,,,,,,,
1,28,4,3,5,2,6,7,1,,,,,,,,,,,,,,
1,29,6,2,5,3,4,7,1,,,,,,,,,,,,,,
1,30,2,4,5,3,6,,1,,,,,,,,,,,,,,
1,31,3,2,6,4,5,7,1,,,,,,,,,,,,,,
1,32,5,2,4,3,,6,1,,,,,,,,,,,,,,
1,33,5,2,3,4,7,6,1,,,,,,,,,,,,,,
1,34,4,2,3,5,6,,1,,,,,,,,,,,,,,
1,35,3,4,2,5,6,7,1,,,,,,,,,,,,,,
1,36,2,4,3,5,6,7,1,,,,,,,,,,,,,,
1,37,5,3,6,2,4,7,1,,,,,,,,,,,,,,
1,38,4,2,3,5,6,,1,,,,,,,,,,,,,,
1,39,4,3,2,5,6,7,1,,,,,,,,,,,,,,
1,40,5,2,4,3,6,7,1,,,,,,,,,,,,,,
1,41,5,3,4,2,6,7,1,,,,,,,,,,,,,,
1,42,5,2,4,3,6,7,1,,,,,,,,,,,,,,
1,43,3,5,4,2,6,,1,,,,,,,,,,,,,,
1,44,5,3,4,2,,6,1,,,,,,,,,,,,,,
1,45,,5,3,2,6,4,1,,,,,,,,,,,,,,
1,46,5,2,3,4,6,,1,,,,,,,,,,,,,,
1,47,4,3,5,2,6,,1,,,,,,,,,,,,,,
1,48,2,5,3,4,6,3,1,,,,,,,,,,,,,,
1,49,4,3,6,2,,5,1,,,,,,,,,,,,,,
1,50,3,6,5,2,7,4,1,,,,,,,,,,,,,,
2,1,,,,,,,,11,12,5,6,7,8,1,2,9,10,13,14,3,4
2,2,,,,,,,,9,10,2,4,7,8,1,3,,,11,12,5,6
2,3,,,,,,,,14,13,2,5,12,11,1,6,10,9,7,8,3,4
2,4,,,,,,,,8,9,6,7,11,12,1,2,,,3,10,4,5
2,5,,,,,,,,8,9,1,12,6,7,4,5,13,14,10,11,2,3
2,6,,,,,,,,7,9,1,4,8,10,5,6,14,13,11,12,2,3
2,7,,,,,,,,11,12,1,6,7,8,2,5,13,14,9,10,3,4
2,8,,,,,,,,14,13,3,4,6,5,1,2,11,10,9,12,7,8
2,9,,,,,,,,2,1,4,6,7,8,11,12,3,5,10,9,13,14
2,10,,,,,,,,2,1,9,10,3,4,7,8,11,12,5,6,13,14
2,11,,,,,,,,7,8,1,2,9,10,3,4,11,12,,,5,6
2,12,,,,,,,,7,8,1,2,9,10,3,4,13,14,11,12,5,6
2,13,,,,,,,,13,14,1,3,9,10,2,4,7,8,11,12,5,6
2,14,,,,,,,,9,10,3,4,7,8,1,2,12,11,,,5,6
2,15,,,,,,,,9,,1,3,5,7,2,4,11,12,10,,6,8
2,16,,,,,,,,9,10,2,6,7,8,3,5,11,12,13,14,1,4
2,17,,,,,,,,7,8,1,6,9,10,2,5,11,12,13,14,3,4
2,18,,,,,,,,7,8,11,12,5,6,1,2,13,14,9,10,3,4
2,19,,,,,,,,9,10,1,2,13,14,3,4,11,12,7,8,5,6
2,20,,,,,,,,11,12,3,6,9,10,2,5,7,8,,,1,4
2,21,,,,,,,,,,10,9,8,11,1,2,12,3,5,7,6,4
2,22,,4,3,1,6,5,2,7,8,3,9,12,2,1,6,,,4,11,5,10
2,23,,,,,,,,11,12,2,3,8,7,1,6,14,13,10,9,4,5
2,24,,,,,,,,9,10,2,6,7,8,1,5,3,4,,,11,12
2,25,,,,,,,,11,12,1,5,4,6,7,8,,,9,10,2,3
2,26,,,,,,,,13,14,1,4,9,10,2,6,8,7,11,12,3,5
2,27,,,,,,,,7,8,3,6,9,10,1,2,13,14,11,12,4,5
2,28,,,,,,,,7,8,1,4,11,12,2,3,5,6,9,10,13,14
2,29,,,,,,,,7,8,1,3,9,10,2,4,,,11,12,5,6
2,30,,,,,,,,7,8,12,11,9,10,1,2,3,4,5,6,13,14
2,31,,,,,,,,11,12,3,4,7,8,5,6,13,14,9,10,1,2
2,32,,,,,,,,13,14,1,6,7,8,4,5,9,10,11,12,2,3
2,33,,,,,,,,7,8,2,6,9,10,1,4,13,14,11,12,3,5
2,34,,,,,,,,6,7,1,5,11,,2,8,9,10,12,,3,4
2,35,,,,,,,,11,12,1,2,7,8,3,4,13,14,9,10,5,6
2,36,,,,,,,,12,13,2,1,9,8,6,5,11,10,14,7,4,3
2,37,,,,,,,,9,10,2,4,7,8,1,3,11,12,13,14,5,6
2,38,,,,,,,,9,10,1,4,5,6,7,8,12,11,,,2,3
2,39,,,,,,,,11,12,1,2,,,3,4,5,6,9,10,7,8
2,40,,,,,,,,,,1,5,11,12,4,2,7,8,6,3,9,10
2,41,,,,,,,,9,10,3,4,11,12,1,2,5,6,13,14,7,8
2,42,,,,,,,,7,8,1,2,9,10,3,4,,,11,12,5,6
2,43,,,,,,,,9,10,1,2,5,6,7,8,14,13,12,11,3,4
2,44,,,,,,,,9,10,1,2,7,8,3,4,13,14,11,12,5,6
2,45,,,,,,,,11,12,1,2,7,8,3,4,,,9,10,5,6
2,46,,,,,,,,13,14,1,2,11,12,4,5,9,10,6,7,3,8
2,47,,,,,,,,9,10,1,6,13,14,2,3,7,8,11,12,4,5
2,48,,,,,,,,11,12,1,3,9,10,2,4,7,8,13,14,5,6
2,49,,,,,,,,11,12,2,5,9,10,1,4,7,8,,,3,6
2,50,,,,,,,,7,8,3,4,9,10,1,2,,,11,12,5,6
3,1,,,,,,,,7,8,5,6,9,10,1,3,13,14,11,12,2,4
3,2,,,,,,,,7,8,5,6,9,10,1,2,13,14,11,12,3,4
3,3,,,,,,,,3,4,9,10,7,8,1,2,11,12,,,5,6
3,4,,,,,,,,7,8,1,6,,9,2,4,11,10,12,,3,5
3,5,,,,,,,,9,10,2,4,7,8,1,3,13,14,11,12,5,6
3,6,,,,,,,,11,12,5,6,7,8,1,4,9,10,13,14,2,3
3,7,,,,,,,,9,10,3,4,7,8,1,2,12,11,,,5,6
3,8,,,,,,,,4,5,1,2,9,10,8,3,11,12,,,6,7
3,9,,,,,,,,,,1,10,6,11,2,3,5,8,9,12,4,7
3,10,,,,,,,,11,12,1,2,7,8,5,6,9,10,13,14,3,4
3,11,,,,,,,,7,8,2,6,9,10,1,3,,,11,12,4,5
3,12,,,,,,,,5,8,1,2,9,7,6,10,14,13,11,12,3,4
3,13,,,,,,,,7,8,3,4,9,10,5,6,13,14,11,12,1,2
3,14,,,,,,,,7,8,1,2,9,11,3,4,13,14,11,12,5,6
3,15,,,,,,,,7,8,3,4,9,10,1,2,13,14,11,12,5,6
3,16,,,,,,,,6,7,1,2,9,10,8,5,14,13,11,12,3,4
3,17,,,,,,,,8,7,1,2,9,10,6,5,14,13,11,12,3,4
3,18,,,,,,,,7,8,1,2,9,10,5,6,13,14,11,12,3,4
3,19,,,,,,,,9,10,1,3,11,12,2,5,7,8,13,14,4,6
3,20,,,,,,,,7,8,1,3,,,2,4,12,11,10,9,5,6
3,21,,,,,,,,13,14,1,2,9,10,3,4,7,8,11,12,5,6
3,22,,,,,,,,9,10,3,4,5,6,8,7,13,14,11,12,2,1
3,23,,,,,,,,7,8,1,3,9,10,2,4,11,12,,,5,6
3,24,,,,,,,,5,6,1,2,9,10,3,4,7,8,11,12,14,13
3,25,,,,,,,,9,10,1,2,11,12,5,6,7,8,13,14,3,4
3,26,,,,,,,,12,11,1,2,5,6,7,8,9,10,14,13,3,4
3,27,,,,,,,,11,12,1,6,9,10,2,4,7,8,,,3,5
3,28,,,,,,,,11,12,1,3,7,8,2,6,9,10,13,14,4,5
3,29,,,,,,,,9,10,1,6,7,8,5,4,12,11,,,2,3
3,30,,,,,,,,9,10,1,2,7,8,3,4,,,11,12,5,6
3,31,,,,,,,,7,8,1,3,9,10,2,6,11,14,12,13,4,5
3,32,,,,,,,,7,8,1,2,13,14,5,6,11,12,3,4,9,10
3,33,,,,,,,,13,14,1,4,11,12,2,3,7,8,9,10,5,6
