Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,4,1,5,2,6,7,3,,,,,,,,,,,,,,
1,2,4,1,2,7,5,3,6,,,,,,,,,,,,,,
1,3,6,2,4,1,7,5,3,,,,,,,,,,,,,,
1,4,7,1,4,2,5,6,3,,,,,,,,,,,,,,
1,5,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,6,4,1,5,2,6,7,3,,,,,,,,,,,,,,
1,7,7,1,6,3,2,4,5,,,,,,,,,,,,,,
1,8,5,1,,2,6,4,3,,,,,,,,,,,,,,
1,9,5,1,6,4,2,7,3,,,,,,,,,,,,,,
1,10,4,1,,3,2,5,6,,,,,,,,,,,,,,
1,11,5,1,4,2,,3,6,,,,,,,,,,,,,,
1,12,4,1,2,3,5,6,,,,,,,,,,,,,,,
1,13,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,14,4,1,6,3,5,7,2,,,,,,,,,,,,,,
1,15,5,1,6,2,4,,3,,,,,,,,,,,,,,
1,16,6,1,4,3,5,5,2,,,,,,,,,,,,,,
1,17,,1,5,3,4,6,2,,,,,,,,,,,,,,
1,18,5,1,4,3,6,,2,,,,,,,,,,,,,,
1,19,4,1,5,2,3,6,7,,,,,,,,,,,,,,
1,20,4,1,5,2,,6,3,,,,,,,,,,,,,,
1,21,4,1,5,2,6,3,,,,,,,,,,,,,,,
1,22,,1,2,3,4,5,6,,,1,2,,,3,4,,,,,5,6
1,23,,1,5,2,3,6,4,,,,,,,,,,,,,,
1,24,,1,4,3,5,6,2,,,,,,,,,,,,,,
1,25,2,1,6,5,7,3,4,,,,,,,,,,,,,,
1,26,5,1,6,2,4,7,3,,,,,,,,,,,,,,
1,27,5,1,6,4,2,3,,,,,,,,,,,,,,,
1,28,,1,6,2,3,5,4,,,,,,,,,,,,,,
