Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,,1,6,3,2,5,4,,,,,,,,,,,,,,
1,2,3,1,6,2,5,,4,,,,,,,,,,,,,,
1,3,5,1,7,2,4,6,3,,,,,,,,,,,,,,
1,4,4,1,5,3,6,2,,,,,,,,,,,,,,,
1,5,2,1,5,4,6,7,3,,,,,,,,,,,,,,
1,6,5,1,6,3,4,,2,,,,,,,,,,,,,,
1,7,6,1,7,3,4,5,2,,,,,,,,,,,,,,
1,8,4,1,5,2,3,,6,,,,,,,,,,,,,,
1,9,4,1,6,2,5,,3,,,,,,,,,,,,,,
1,10,5,1,6,2,7,4,3,,,,,,,,,,,,,,
1,11,5,1,,2,4,6,3,,,,,,,,,,,,,,
1,12,5,1,7,2,6,3,4,,,,,,,,,,,,,,
1,13,4,1,2,5,7,6,3,,,,,,,,,,,,,,
1,14,,1,2,4,5,6,3,,,,,,,,,,,,,,
1,15,,1,3,5,6,4,2,,,,,,,,,,,,,,
1,16,4,1,5,2,6,7,3,,,,,,,,,,,,,,
1,17,,1,4,2,3,5,6,,,,,,,,,,,,,,
1,18,3,1,5,4,6,7,2,,,,,,,,,,,,,,
1,19,4,1,5,3,,6,2,,,,,,,,,,,,,,
1,20,4,1,,2,6,5,3,,,,,,,,,,,,,,
1,21,,1,,,,,,,,,,,,,,,,,,,
1,22,,1,4,2,5,6,3,,,,,,,,,,,,,,
1,23,,1,,,,,,,,,,,,,,,,,,,
1,24,5,1,,2,4,6,3,,,,,,,,,,,,,,
1,25,7,1,6,3,4,5,2,,,,,,,,,,,,,,
1,26,,1,5,2,3,6,4,,,,,,,,,,,,,,
1,27,6,1,5,2,3,7,4,,,,,,,,,,,,,,
1,28,4,1,6,2,,5,3,,,,,,,,,,,,,,
1,29,6,1,5,4,3,7,2,,,,,,,,,,,,,,
1,30,4,1,2,6,3,5,,,,,,,,,,,,,,,
1,31,4,1,6,3,5,7,2,,,,,,,,,,,,,,
1,32,6,1,5,2,3,7,4,,,,,,,,,,,,,,
1,33,5,1,4,3,7,6,2,,,,,,,,,,,,,,
1,34,6,1,5,4,2,,3,,,,,,,,,,,,,,
1,35,5,1,4,6,7,3,2,,,,,,,,,,,,,,
1,36,4,1,5,2,6,,3,,,,,,,,,,,,,,
1,37,5,1,4,2,7,6,3,,,,,,,,,,,,,,
1,38,5,1,,2,4,6,3,,,,,,,,,,,,,,
1,39,4,1,5,6,2,3,,,,,,,,,,,,,,,
1,40,6,1,5,3,4,,2,,,,,,,,,,,,,,
1,41,3,1,6,2,7,4,5,,,,,,,,,,,,,,
1,42,4,1,2,3,5,6,,,,,,,,,,,,,,,
1,43,3,1,2,4,5,6,7,,,,,,,,,,,,,,
1,44,6,1,4,3,7,5,2,,,,,,,,,,,,,,
1,45,6,1,4,2,5,3,7,,,,,,,,,,,,,,
1,46,4,1,3,5,7,6,2,,,,,,,,,,,,,,
1,47,5,1,7,2,6,4,3,,,,,,,,,,,,,,
1,48,6,1,2,4,,5,3,,,,,,,,,,,,,,
1,49,6,1,5,2,3,,4,,,,,,,,,,,,,,
1,50,6,1,4,3,7,5,2,,,,,,,,,,,,,,
2,1,2,4,5,1,6,,3,,,,,,,,,,,,,,
2,2,7,2,6,1,5,4,3,,,,,,,,,,,,,,
2,3,4,5,3,1,6,7,2,,,,,,,,,,,,,,
2,4,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,5,4,5,2,1,6,,3,,,,,,,,,,,,,,
2,6,5,2,,1,4,6,3,,,,,,,,,,,,,,
2,7,5,2,4,1,6,7,3,,,,,,,,,,,,,,
2,8,4,3,6,1,7,5,2,,,,,,,,,,,,,,
2,9,6,3,2,1,7,4,5,,,,,,,,,,,,,,
2,10,5,2,4,1,7,6,3,,,,,,,,,,,,,,
2,11,5,7,6,1,3,4,2,,,,,,,,,,,,,,
2,12,3,6,2,1,7,5,4,,,,,,,,,,,,,,
2,13,4,2,5,1,,6,3,,,,,,,,,,,,,,
2,14,3,6,5,1,,4,2,,,,,,,,,,,,,,
2,15,5,2,4,1,6,7,3,,,,,,,,,,,,,,
2,16,3,2,4,1,6,5,5,,,,,,,,,,,,,,
2,17,4,5,3,1,,6,2,,,,,,,,,,,,,,
2,18,5,2,4,1,6,3,,,,,,,,,,,,,,,
2,19,6,2,3,1,7,4,5,,,,,,,,,,,,,,
2,20,5,,6,1,3,4,2,,,,,,,,,,,,,,
2,21,4,2,,1,6,5,3,,,,,,,,,,,,,,
2,22,4,3,5,1,,6,2,,,,,,,,,,,,,,
2,23,4,6,3,1,,5,2,,,,,,,,,,,,,,
2,24,4,2,5,1,6,,3,,,,,,,,,,,,,,
2,25,6,2,5,1,7,3,4,,,,,,,,,,,,,,
2,26,5,2,4,1,7,6,3,,,,,,,,,,,,,,
2,27,4,2,5,1,,6,3,,,,,,,,,,,,,,
2,28,7,3,5,1,4,6,2,,,,,,,,,,,,,,
2,29,5,3,,1,2,4,6,,,,,,,,,,,,,,
2,30,3,2,5,1,7,4,6,,,,,,,,,,,,,,
2,31,5,3,6,1,4,7,2,,,,,,,,,,,,,,
2,32,7,3,4,1,5,6,2,,,,,,,,,,,,,,
2,33,4,3,5,1,7,6,2,,,,,,,,,,,,,,
2,34,7,3,6,1,2,5,4,,,,,,,,,,,,,,
2,35,,6,5,1,2,3,4,,,,,,,,,,,,,,
2,36,4,3,5,1,7,6,2,,,,,,,,,,,,,,
2,37,5,2,6,1,,4,3,,,,,,,,,,,,,,
2,38,5,2,6,1,4,,3,,,,,,,,,,,,,,
2,39,7,4,6,1,2,5,3,,,,,,,,,,,,,,
2,40,5,3,4,1,6,7,2,,,,,,,,,,,,,,
2,41,5,4,3,1,7,6,2,,,,,,,,,,,,,,
2,42,4,2,5,7,1,3,6,,,,,,,,,,,,,,
2,43,5,2,4,1,6,,3,,,,,,,,,,,,,,
2,44,4,3,6,1,5,,2,,,,,,,,,,,,,,
2,45,6,2,7,1,5,4,3,,,,,,,,,,,,,,
2,46,,6,5,1,2,4,3,,,,,,,,,,,,,,
2,47,6,4,3,1,2,,5,,,,,,,,,,,,,,
2,48,3,2,6,1,4,5,7,,,,,,,,,,,,,,
2,49,4,2,5,1,7,6,3,,,,,,,,,,,,,,
2,50,3,,5,1,6,4,2,,,,,,,,,,,,,,
3,1,5,2,3,1,7,6,4,,,,,,,,,,,,,,
3,2,6,3,4,1,5,,2,,,,,,,,,,,,,,
3,3,,2,4,1,5,6,3,,,,,,,,,,,,,,
3,4,6,2,5,1,3,,4,,,,,,,,,,,,,,
3,5,6,2,4,1,7,5,3,,,,,,,,,,,,,,
