Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,,,,,,,,5,4,3,1,11,12,8,2,,,9,10,7,6
1,2,,,,,,,,11,,1,3,2,4,9,12,,8,5,6,7,10
1,3,,,,,,,,7,8,1,4,5,6,9,10,13,14,11,12,2,3
1,4,,,,,,,,7,8,1,4,2,3,5,6,11,13,9,10,12,14
1,5,,,,,,,,9,12,1,3,11,10,2,4,7,8,,,5,6
1,6,,,,,,,,9,10,1,4,5,6,2,3,11,12,7,8,,
1,7,,,,,,,,11,12,1,4,,,2,3,5,6,7,8,9,10
1,8,,,,,,,,7,8,1,2,11,12,5,6,13,14,9,10,4,3
1,9,,,,,,,,7,8,1,4,5,6,9,10,13,14,11,12,2,3
1,11,,,,,,,,13,14,1,2,11,12,3,4,9,10,5,6,7,8
1,12,,,,,,,,7,8,1,2,9,10,3,4,11,12,13,14,5,6
1,13,,,,,,,,3,6,1,4,13,14,7,5,8,2,9,10,12,11
1,14,,,,,,,,10,11,1,4,12,,2,3,9,7,8,,5,6
1,15,,,,,,,,9,10,1,3,7,8,2,4,11,12,13,14,5,6
1,16,,,,,,,,7,8,1,6,9,10,4,5,11,12,,,2,3
1,17,,,,,,,,7,8,1,4,12,11,2,3,10,9,14,13,5,6
1,18,,,,,,,,9,7,1,4,13,14,2,5,10,8,11,12,3,6
1,19,,,,,,,,5,6,1,2,3,4,12,11,9,10,,,7,8
1,20,,,,,,,,11,12,1,3,7,8,2,4,14,13,9,10,5,6
1,21,,,,,,,,9,10,1,5,7,8,2,6,12,11,14,13,3,4
1,22,,,,,,,,9,10,1,2,3,4,7,8,11,12,13,14,5,6
1,23,,,,,,,,9,10,1,2,,,3,4,7,8,11,12,5,6
1,24,,,,,,,,10,9,1,2,8,7,14,13,3,4,6,5,12,11
1,25,,,,,,,,10,9,1,3,12,7,5,6,,,8,11,2,4
1,26,,,,,,,,11,13,1,2,7,8,5,6,9,10,14,12,3,4
1,27,,,,,,,,10,9,1,6,,11,2,5,4,8,,12,3,7
1,28,,,,,,,,5,13,1,8,7,14,2,9,4,10,6,11,3,12
1,29,,,,,,,,7,8,1,2,9,10,3,4,11,12,,,5,6
1,30,,,,,,,,9,10,1,2,7,8,3,4,13,14,11,12,5,6
1,31,,,,,,,,12,11,1,10,9,8,3,7,2,6,5,4,13,14
