Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,5,1,6,3,4,7,2,,,,,,,,,,,,,,
1,2,5,1,4,3,6,7,2,,,,,,,,,,,,,,
1,3,5,1,4,2,6,7,3,,,,,,,,,,,,,,
1,4,5,1,4,3,6,7,2,,,,,,,,,,,,,,
1,5,6,1,3,,2,5,4,,,,,,,,,,,,,,
1,6,3,1,,2,4,5,6,,,,,,,,,,,,,,
1,7,2,1,4,5,7,6,3,,,,,,,,,,,,,,
1,8,4,1,5,3,7,6,2,,,,,,,,,,,,,,
1,9,,1,4,2,5,6,3,,,,,,,,,,,,,,
1,10,4,1,6,2,5,7,3,,,,,,,,,,,,,,
1,11,4,1,5,3,2,6,7,,,,,,,,,,,,,,
1,12,,1,6,2,4,5,3,,,,,,,,,,,,,,
1,13,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,14,5,1,,3,2,6,4,,,,,,,,,,,,,,
1,15,7,1,4,3,2,6,5,,,,,,,,,,,,,,
1,16,4,1,5,2,6,,3,,,,,,,,,,,,,,
1,17,5,1,6,2,3,7,4,,,,,,,,,,,,,,
1,18,2,1,6,4,5,,3,,,,,,,,,,,,,,
1,19,6,1,5,3,7,4,2,,,,,,,,,,,,,,
1,20,,1,6,2,5,4,3,,,,,,,,,,,,,,
1,21,4,1,6,2,7,5,3,,,,,,,,,,,,,,
1,22,5,1,4,3,7,6,2,,,,,,,,,,,,,,
1,23,5,1,4,2,7,6,3,,,,,,,,,,,,,,
1,24,7,1,6,4,2,5,3,,,,,,,,,,,,,,
1,25,5,1,,2,4,6,3,9,10,1,2,,,3,4,5,6,11,12,7,8
1,26,,1,4,3,2,5,6,,,,,,,,,,,,,,
1,27,5,1,4,2,6,7,3,,,,,,,,,,,,,,
1,28,5,1,6,2,4,7,3,,,,,,,,,,,,,,
1,29,5,1,4,3,6,7,2,,,,,,,,,,,,,,
1,30,4,1,3,6,7,5,2,,,,,,,,,,,,,,
1,31,6,1,4,2,7,5,3,,,,,,,,,,,,,,
1,32,4,1,5,2,3,,6,,,,,,,,,,,,,,
1,33,4,1,3,2,7,5,6,,,,,,,,,,,,,,
1,34,,1,4,2,5,6,3,,,,,,,,,,,,,,
1,35,5,1,4,3,6,7,2,,,,,,,,,,,,,,
1,36,6,1,5,2,3,7,4,,,,,,,,,,,,,,
1,37,4,1,5,3,7,6,2,,,,,,,,,,,,,,
1,38,5,1,4,3,6,,2,,,,,,,,,,,,,,
1,39,4,1,5,3,6,,2,,,,,,,,,,,,,,
1,40,4,1,3,5,6,,2,,,,,,,,,,,,,,
1,41,5,1,4,2,,6,3,,,,,,,,,,,,,,
1,42,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,43,4,1,5,3,6,,2,,,,,,,,,,,,,,
1,44,5,1,4,3,7,6,2,,,,,,,,,,,,,,
1,45,,1,5,2,6,4,3,,,,,,,,,,,,,,
1,46,5,1,6,3,4,,2,,,,,,,,,,,,,,
1,47,4,1,5,2,7,6,3,,,,,,,,,,,,,,
1,48,6,1,5,2,3,,4,,,,,,,,,,,,,,
1,49,5,1,4,2,7,6,3,,,,,,,,,,,,,,
1,50,5,1,4,2,6,,3,,,,,,,,,,,,,,
2,1,5,2,6,3,7,1,4,,,,,,,,,,,,,,
2,2,3,2,5,6,4,1,7,,,,,,,,,,,,,,
2,3,5,3,6,4,2,1,,,,,,,,,,,,,,,
2,4,4,3,6,5,2,1,7,,,,,,,,,,,,,,
2,5,3,2,4,6,7,1,5,,,,,,,,,,,,,,
2,6,6,3,5,4,2,1,,,,,,,,,,,,,,,
2,7,2,4,6,5,3,1,,,,,,,,,,,,,,,
2,8,6,3,5,4,2,1,7,,,,,,,,,,,,,,
2,9,6,3,5,4,2,1,,,,,,,,,,,,,,,
2,10,7,3,4,5,2,1,6,,,,,,,,,,,,,,
2,11,6,3,5,4,2,1,7,,,,,,,,,,,,,,
2,12,3,2,4,5,6,1,7,,,,,,,,,,,,,,
2,13,7,2,6,5,3,1,4,,,,,,,,,,,,,,
2,14,5,4,3,,2,1,6,,,,,,,,,,,,,,
2,15,,,,,,,,3,4,11,10,7,8,12,9,1,2,5,6,13,14
2,16,4,2,,3,1,6,5,7,8,2,4,,,3,6,1,5,12,11,9,10
2,17,,,,,1,,,,,,,,,,,1,,,,,
2,18,4,2,3,,1,5,,4,,2,,3,,,,,1,5,,,
2,19,7,1,6,3,2,5,4,,13,1,5,12,11,10,9,2,4,8,7,3,6
2,20,5,1,4,3,6,7,2,,,,,,,,,,,,,,
2,21,5,1,4,3,7,6,2,,,,,,,,,,,,,,
2,22,4,1,7,2,5,6,3,,,,,,,,,,,,,,
2,23,5,1,4,2,6,7,3,,,,,,,,,,,,,,
2,24,4,1,5,3,6,7,2,,,,,,,,,,,,,,
2,25,1,2,,3,6,5,4,,,,,,,,,,,,,,
2,26,1,3,2,4,6,5,7,,,,,,,,,,,,,,
2,27,1,2,6,3,5,,4,,,,,,,,,,,,,,
2,28,1,7,2,5,6,4,3,,,,,,,,,,,,,,
2,29,1,2,3,4,5,6,7,,,,,,,,,,,,,,
2,30,1,2,3,4,5,6,,,,,,,,,,,,,,,
2,31,1,2,4,3,5,,6,,,,,,,,,,,,,,
2,32,1,5,3,7,6,2,4,,,,,,,,,,,,,,
2,33,1,3,4,2,6,7,5,,,,,,,,,,,,,,
2,34,1,5,2,6,,3,4,,,,,,,,,,,,,,
2,35,1,2,6,4,7,5,3,,,,,,,,,,,,,,
2,36,1,5,2,6,7,3,4,,,,,,,,,,,,,,
2,37,1,2,3,4,5,6,7,,,,,,,,,,,,,,
2,38,1,,2,6,3,4,5,,,,,,,,,,,,,,
2,39,1,2,5,3,4,,6,,,,,,,,,,,,,,
2,40,4,6,1,3,7,5,2,,,,,,,,,,,,,,
2,41,6,7,1,4,3,5,2,,,,,,,,,,,,,,
2,42,4,5,1,2,6,,3,,,,,,,,,,,,,,
2,43,2,3,1,,6,4,5,,,,,,,,,,,,,,
2,44,3,4,1,6,7,5,2,,,,,,,,,,,,,,
2,45,3,4,1,5,6,7,2,,,,,,,,,,,,,,
2,46,4,5,1,6,,2,3,,,,,,,,,,,,,,
2,47,2,7,1,6,3,4,5,,,,,,,,,,,,,,
2,48,,5,1,3,6,4,2,,,,,,,,,,,,,,
2,49,5,3,1,4,6,7,2,,,,,,,,,,,,,,
2,50,3,2,1,5,7,4,6,,,,,,,,,,,,,,
3,1,,,,,,,,5,6,3,4,7,8,,,2,1,9,10,12,11
3,2,,,,,,,,11,12,2,5,10,9,8,7,6,1,3,4,,
3,3,,,,,,,,5,6,12,11,9,10,3,4,2,1,7,8,14,13
3,4,,5,2,6,1,4,3,,,12,11,3,10,8,9,2,1,6,4,5,7
3,5,,,,,,,,10,9,6,5,3,4,,,2,1,8,7,12,11
3,6,,,,,,,,9,10,3,4,7,8,13,14,1,2,5,6,11,12
