Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,6,2,3,1,7,4,5,,,,,,,,,,,,,,
1,2,5,2,6,1,3,,4,,,,,,,,,,,,,,
1,3,6,2,4,1,5,,3,,,,,,,,,,,,,,
1,4,5,2,6,1,4,7,3,,,,,,,,,,,,,,
1,5,,2,5,1,4,6,3,,,,,,,,,,,,,,
1,6,6,2,5,1,4,7,3,,,,,,,,,,,,,,
1,7,5,,4,1,2,6,3,9,10,,,7,8,1,2,3,4,11,12,5,6
1,8,5,2,,1,4,6,3,,,,,,,,,,,,,,
1,9,3,7,5,1,6,4,2,,,,,,,,,,,,,,
1,10,6,4,5,1,3,,2,,,,,,,,,,,,,,
1,11,,2,6,1,4,5,3,,,,,,,,,,,,,,
1,12,6,2,5,1,4,7,3,,,,,,,,,,,,,,
1,13,6,3,5,1,4,,2,,,,,,,,,,,,,,
1,14,5,2,4,1,,6,3,,,,,,,,,,,,,,
1,15,5,2,,1,6,4,3,,,,,,,,,,,,,,
1,16,5,2,4,1,6,7,3,,,,,,,,,,,,,,
1,17,3,2,5,1,6,,4,,,,,,,,,,,,,,
1,18,5,3,4,1,6,,2,,,,,,,,,,,,,,
1,19,7,3,4,1,6,5,2,,,,,,,,,,,,,,
1,20,,3,6,1,2,4,5,,,,,,,,,,,,,,
1,21,5,3,,1,4,6,2,,,,,,,,,,,,,,
1,22,6,4,3,1,5,,2,,,,,,,,,,,,,,
1,23,6,2,,1,3,5,4,,,,,,,,,,,,,,
1,24,5,2,5,1,4,6,3,,,,,,,,,,,,,,
1,25,5,2,3,1,6,,4,,,,,,,,,,,,,,
1,26,4,2,5,1,7,6,3,,,,,,,,,,,,,,
1,27,5,4,3,1,7,6,2,,,,,,,,,,,,,,
