Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,5,1,3,2,7,6,4,,,,,,,,,,,,,,
1,2,2,1,5,6,3,4,,,,,,,,,,,,,,,
1,3,6,1,5,2,3,,4,,,,,,,,,,,,,,
1,4,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,5,5,1,4,2,6,,3,,,,,,,,,,,,,,
1,6,7,1,5,2,4,6,3,,,,,,,,,,,,,,
1,7,7,1,5,2,4,6,3,,,,,,,,,,,,,,
1,8,3,1,5,2,7,4,6,,,,,,,,,,,,,,
1,9,6,1,4,2,5,,3,,,,,,,,,,,,,,
1,10,3,1,,2,,,,,,,,,,,,,,,,,
1,11,5,1,7,2,4,6,3,,,,,,,,,,,,,,
1,12,5,1,4,3,2,6,,,,,,,,,,,,,,,
1,13,6,1,5,3,2,,4,,,,,,,,,,,,,,
1,14,5,1,4,6,2,3,7,,,,,,,,,,,,,,
1,15,6,1,5,2,3,4,,,,,,,,,,,,,,,
1,16,5,1,4,2,7,6,3,,,,,,,,,,,,,,
1,17,4,1,2,5,6,,3,,,,,,,,,,,,,,
1,18,6,1,4,2,5,7,3,,,,,,,,,,,,,,
1,19,,1,5,2,6,4,3,,,,,,,,,,,,,,
1,20,4,1,,2,3,5,6,,,,,,,,,,,,,,
1,21,6,1,,2,4,5,3,,,,,,,,,,,,,,
1,22,6,1,5,2,7,4,3,,,,,,,,,,,,,,
1,23,5,1,4,2,,6,3,,,,,,,,,,,,,,
1,24,5,1,3,2,,6,4,,,,,,,,,,,,,,
1,25,6,1,4,2,7,5,3,,,,,,,,,,,,,,
1,26,6,1,,2,4,5,3,,,,,,,,,,,,,,
1,27,4,1,6,3,2,5,7,,,,,,,,,,,,,,
1,28,,1,4,3,2,6,5,,,,,,,,,,,,,,
1,29,2,1,3,4,5,6,,,,,,,,,,,,,,,
1,30,6,1,,2,4,5,3,,,,,,,,,,,,,,
1,31,3,1,5,4,7,6,2,,,,,,,,,,,,,,
1,32,3,1,2,5,,6,4,,,,,,,,,,,,,,
1,33,5,1,3,2,7,6,4,,,,,,,,,,,,,,
1,34,5,1,6,2,3,7,4,,,,,,,,,,,,,,
1,35,6,1,4,3,7,5,2,,,,,,,,,,,,,,
1,36,5,1,4,2,7,6,3,,,,,,,,,,,,,,
1,37,5,1,6,2,4,7,3,,,,,,,,,,,,,,
1,38,3,1,,2,6,5,4,,,,,,,,,,,,,,
1,39,6,1,,2,3,5,4,,,,,,,,,,,,,,
1,40,7,1,6,5,3,4,2,,,,,,,,,,,,,,
1,41,5,1,6,2,7,4,3,,,,,,,,,,,,,,
1,42,5,1,4,2,6,7,3,,,,,,,,,,,,,,
1,43,4,1,5,2,6,,3,,,,,,,,,,,,,,
1,44,5,1,7,2,3,6,4,,,,,,,,,,,,,,
1,45,4,1,5,2,,6,3,,,,,,,,,,,,,,
1,46,4,1,5,2,7,6,3,,,,,,,,,,,,,,
1,47,6,1,5,3,,4,2,,,,,,,,,,,,,,
1,48,2,1,7,6,4,3,5,,,,,,,,,,,,,,
1,49,3,1,5,4,2,4,6,,,,,,,,,,,,,,
1,50,6,1,4,3,5,7,2,,,,,,,,,,,,,,
2,1,5,1,2,6,4,7,3,,,,,,,,,,,,,,
2,2,5,1,4,6,2,3,,,,,,,,,,,,,,,
2,3,,1,4,3,2,6,5,,,,,,,,,,,,,,
2,4,3,1,4,2,6,,4,,,,,,,,,,,,,,
2,5,6,1,3,4,2,5,,,,,,,,,,,,,,,
2,6,5,1,,3,2,4,6,,,,,,,,,,,,,,
2,7,7,1,6,5,2,3,4,,,,,,,,,,,,,,
