Booth,Paper,A:Liberal/The Nationals,B:Legalise Cannabis Party,C:Animal Justice Party,D:Indigenous - Aboriginal Party of Australia,E:Australia's Voice,F:FUSION | Planet Rescue | Whistleblower Protection | Innovation,G:,H:Trumpet of Patriots,I:Australian Labor Party,J:Family First,K:Pauline Hanson's One Nation,L:Australian Democrats,M:Victorian Socialists,N:Sustainable Australia Party - Universal Basic Income,O:Gerard Rennick People First - Heart,P:Libertarian,Q:The Greens,R:Citizens Party,"S:Shooters, Fishers and Farmers Party",T:,A:PATERSON James,A:HUME Jane,A:HOPPITT Kyle,A:ARNOLD Glenn,A:MIRABELLA Greg,A:KMETJ Chrestyna,B:PATTEN Fiona,B:DAVY Alice,B:EVANS Shea,C:JEGES Helen,C:McMILLAN Benjamin,D:AUSTIN-ABDULLAH Racquel,D:AL-SAIMARY Laylah,E:EL-MASRI Mohamed,E:KAUR Harsimran,E:EL ACHKAR Rasheed,F:CORDNER HUNT Kammy,F:GNIESLAW Simon Mark Simcha,G:VONGVIXAY Keo,G:HERNAN Taylor,H:UNKLES James William,H:JEAN Ron,H:McKAY Roger Ivan,I:CICCONE Raffaele,I:WALSH Jess,I:ANANDA-RAJAH Michelle,I:PSAILA Lynn,I:KELLEY Stephenie,I:BAKER David,J:FINN Bernie,J:FOREMAN Jane,K:PICKERING Warren,K:BRADBURY Christopher,L:McKENZIE Heath,L:NOBLE Carly,M:VAN DEN LAMB Jordan,M:PRICE Steph,N:ACKERLY Celeste,N:JESSUP Bert,O:NEIL Chris,O:CLONARIDIS Nick,P:DITTLOFF Jordan,P:FORD Matthew,P:MATULEC Stephen,Q:HODGINS-MAY Steph,Q:ARI Navera,Q:IAMPOLSKI Rachel,Q:SLATER Maddie,Q:HENDERSON Brittney,Q:YAWARI Nasser,R:BARWICK Robert,R:YOHANNA Sleiman,S:CONSTANTINOU Ethan,S:VICKERS Ken,T:SAINI Raj,T:ALLE Kirti,T:KANAKAGIRI Yashaswini Srinivas,UG:CHEUNG Heena Sinha,UG:ABEYSINGHE Susantha,UG:LEWAND Viesha,UG:HARVEY Lawrence,UG:CORBETT Cory,UG:BLACK K,UG:VAN David,UG:RITTER Nate
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,1,2,,,,10,9,8,7,6,5,3,4
1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,10,,9,8,,,,,,,,,,,,,12,,,,,,,,,,2,,,,,,,,,4,7,6,5,1,3,,,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,,,,,,,,5,4,3,1,6,2,51,52,53,65,64,49,50,46,47,48,44,45,42,43,39,40,41,12,11,10,9,8,7,54,55,13,14,37,38,35,36,56,57,30,31,32,33,34,63,62,61,60,59,58,28,29,15,16,17,18,19,20,21,22,23,24,25,26,27
1,4,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,11,12,,,3,4,,,,,,7,8,,,,,,,9,10,,,,,,,,,,,
1,5,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,9,10,11,,,,,,,,,7,8,,,,,,,,,,,
1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,10,,,,,24,25,23,,,17,18,,,9,,,,,,,,16,,,,,,15,,,,,,,,,,,,,,22,21,8,3,1,7,12,6,14,2,5,19,20,4,13
1,7,,,,,,,,,,,,,,,,,,,,,15,,14,13,16,17,,,,,,,,,,,,,,,2,3,8,23,20,22,21,19,18,4,5,1,9,,,,,,,,,10,11,12,,,,,,,,,6,7,,,,,,,,,,,
1,8,,2,,,,,,,6,5,1,,,,,,7,3,4,,,,,,,,3,4,5,,,,,,,,,,,,,,,,,,,,,10,11,1,2,,,,,,,,,,,,12,13,14,,,,6,7,8,9,,,,,,,,,,,
1,9,,,,,,,,,,,,,,,,,,,,,3,4,,7,12,,,,,,,,10,,,,,,,,5,6,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,9,8,,,,,,,,,,,11
1,11,,,,,,,,,,,,,,,,,,,,,57,58,59,60,61,62,28,29,30,3,4,5,6,7,8,9,10,11,33,34,63,64,65,51,52,53,54,55,56,49,50,31,32,23,24,12,13,1,2,42,43,46,47,48,15,16,19,20,21,22,44,45,17,18,25,26,27,14,35,36,40,37,41,39,38
