Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,2,3,5,2,7,1,,4,6,6,7,15,11,4,2,1,12,3,14,9,5,10,8,,13,1
1,3,,,,,,,,,6,7,8,9,4,5,14,15,2,3,16,17,12,13,10,11,1
1,4,,1,2,3,4,6,5,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,5,,,,,,,,,9,10,7,8,5,6,2,,3,4,,,,,11,12,1
1,6,,,1,4,3,5,2,6,7,,6,,,8,9,,12,2,10,,4,5,3,11,1
1,7,3,,4,6,1,5,,2,,,,,2,,,,3,,,,,,,,1
1,10,,,,,,,,,5,10,4,9,2,3,,,11,8,,,,6,7,12,1
1,11,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,12,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,13,,,,,,,,,,,,,2,3,12,10,4,5,11,,6,7,8,9,1
1,15,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,16,,,,,,,,,12,9,10,8,2,7,,,6,4,,,3,5,11,,1
1,17,,,,,,,,,9,16,8,12,7,13,6,,5,15,4,16,3,17,2,,1
1,18,,,,,,,,,,,,,2,12,5,9,11,10,4,8,,7,3,6,1
1,19,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,20,,,,,,,,,9,12,10,2,4,,,5,3,11,,6,8,,,7,1
1,21,1,,2,5,,3,6,4,,,,,2,,3,,11,12,6,10,9,5,7,8,1
1,22,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,23,,,,,,,,,10,,8,,2,,7,,6,,5,12,4,11,3,9,1
1,24,,,,,,,,,17,16,14,,12,13,10,11,8,9,6,7,5,4,3,2,1
1,26,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,27,,,,,,,,,6,5,11,12,3,4,,,2,7,,,10,8,,9,1
1,28,,,,,,,,,,6,,7,2,4,12,8,5,3,,,9,10,,11,1
1,29,,,1,,,,,,4,7,,5,6,11,12,,8,,,9,,3,2,10,1
1,30,,,,,,,,,4,10,5,9,2,11,3,12,7,14,8,13,15,16,6,17,1
1,31,7,6,1,8,,,,,2,4,3,5,6,7,8,9,10,12,11,13,14,15,17,16,1
1,32,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,33,,,2,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,34,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,35,,,,,,,,,,,,,12,,9,10,11,8,6,7,3,4,5,2,1
1,37,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,38,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,39,,,,,,,,,4,5,8,9,2,3,10,11,6,7,12,,,,,,1
1,40,,,,,,,,,5,4,,,2,3,,11,10,,6,7,12,,8,9,1
1,41,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,42,,,,,,,,,9,8,10,11,7,,2,,,6,12,,,3,4,5,1
1,43,,,,,,,,,7,,9,,8,,4,,6,,5,,2,,3,,1
1,44,,,,,,,,,9,11,10,12,8,,6,,4,,5,,3,,2,,1
1,45,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,46,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,47,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,48,,,,,,,,,6,7,8,,2,,11,12,3,5,,9,9,4,10,,1
1,49,,,,,,,,,9,10,8,11,7,12,6,,5,,4,,3,,2,,1
1,50,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,1,,,,,,,,,2,,3,,4,,5,,6,12,7,,8,9,11,10,1
2,2,,,,,,,,,2,,9,8,10,,,12,3,5,,11,4,6,,7,1
2,3,,,,,,,,,6,7,8,,2,3,12,,4,10,11,,,9,,5,1
2,4,,,,,,,,,11,8,10,12,2,3,,,8,9,,,6,7,4,5,1
2,5,,,,,,,,,9,10,8,11,7,12,6,,5,,4,,3,,2,,1
2,6,3,2,1,4,5,6,7,8,17,16,14,15,11,13,12,10,8,9,7,6,4,5,2,3,1
2,7,,,,,,,,,6,7,8,9,,,4,5,2,3,,,10,11,12,,1
2,8,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,9,,,,,,,,,5,8,4,9,2,12,,,3,10,,,6,11,7,,1
2,10,,,,,,,,,6,7,9,10,2,3,,,4,5,,,11,12,,,1
2,11,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,13,,,,,,,,,9,9,8,10,7,11,6,12,5,,4,,3,,2,,1
2,14,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,15,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,16,,,,,,,,,9,11,3,6,10,7,2,,,12,,,5,4,8,,1
2,17,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,18,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,19,,,,,,,,,8,,,5,6,,3,7,9,,2,10,,11,4,12,1
2,20,,,,,,,,,7,6,8,9,5,4,,,2,3,,,,12,10,11,1
2,22,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,23,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,24,,,,,,,,,3,4,6,5,8,7,,,,,10,9,2,,11,12,1
2,25,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,26,,,,,,,,,5,,3,4,2,,12,,6,8,,7,9,10,,11,1
2,27,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,28,,,,,,,,,,,,3,,,4,,,,,2,,5,6,,1
2,29,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,30,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,31,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,32,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,33,,,,,,,,,6,7,8,9,4,5,2,3,,,10,11,12,,,,1
2,34,,,,,,,,,6,7,,,4,5,,,2,3,,,10,11,12,,1
2,35,,,,,,,,,8,11,5,3,2,10,,,4,6,,,9,7,12,,1
2,36,3,,2,4,3,,4,1,,,,,2,,,,,,,,,,,,1
2,37,,,,,,,,,7,,6,,2,,5,,3,,4,,8,,9,,1
2,39,,,,,,,,,7,6,8,5,3,4,9,10,11,12,,,,,,2,1
2,40,4,3,1,2,6,5,7,8,3,,4,,2,,,,5,,,,6,,,,1
2,42,,,,,,,,,,11,10,5,2,3,,,4,6,,12,,7,8,9,1
2,43,,,,,,,,,2,10,3,11,4,,5,,6,12,7,,8,,9,,1
2,44,,,,,,,,,7,6,5,,,8,4,,,10,11,,3,12,9,2,1
2,45,,,,,,,,,6,7,8,9,2,3,,,4,5,,,10,11,12,,1
2,46,,,,,,,,,6,7,8,,4,5,,,2,3,,,10,11,12,,1
2,48,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
2,49,,,,,,,,,3,6,4,5,2,7,9,8,10,11,12,13,15,14,16,17,1
2,50,,,,,,,,,8,9,12,,2,3,6,7,4,5,,,10,11,,,1
3,1,,,2,1,3,4,6,5,,,,,,,,,,,,,,,,,
3,2,,6,4,5,3,,2,1,,,,,,,,,,,,,,,,,
3,3,,,4,3,6,2,5,1,,,,,,,,,,,,,,,,,
3,4,8,3,6,2,5,4,7,1,,,,,,,,,,,,,,,,,
3,6,,,,,,,,,9,10,5,6,,,4,,,,3,8,1,7,11,12,2
3,7,5,3,,6,,1,2,4,,,,,,,,,,,,,,,,,
3,8,5,4,6,2,7,1,3,8,,,,,,,,,,,,,,,,,
3,9,7,5,8,2,6,1,3,4,,,,,,,,,,,,,,,,,
3,11,3,4,6,2,5,1,7,8,,,,,,,,,,,,,,,,,
3,12,5,7,2,6,1,8,4,3,,,,,,,,,,,,,,,,,
3,13,4,,2,,1,,3,5,,,,,,,,,,,,,,,,,
3,14,5,,2,,1,4,3,6,,,,,,,,,,,,,,,,,
3,15,6,3,,2,1,,5,4,,,,,,,,,,,,,,,,,
3,17,,,,,,,,,2,,4,,3,9,5,,6,10,,,7,11,8,12,1
3,18,,,,,,,,,,12,9,,11,,5,7,8,10,6,,,3,2,4,1
3,20,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
3,21,,,,,,,,,2,9,4,3,,5,,,7,6,11,12,8,10,,,1
3,23,,,,,,,,,,,,,,,6,,5,,4,,3,,2,,1
3,24,,,,,,,,,3,9,2,8,4,10,,,,,5,11,6,12,7,,1
3,26,,,,,,,,,10,6,9,,2,5,12,11,7,,,8,,4,3,,1
3,27,,,,,,,,,3,4,2,5,6,9,,,10,12,,,7,8,11,,1
3,28,,,,,,,,,5,,2,7,3,8,,11,6,9,10,,4,,12,,1
3,29,,,,,,,,,4,5,12,,2,3,,,,,6,7,8,9,10,11,1
3,30,,,,,,,,,4,7,3,6,2,5,,,8,9,,,11,10,12,,1
3,31,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
3,32,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
3,33,,,,,,,,,11,6,5,4,3,7,2,8,10,9,13,12,14,17,16,15,1
3,34,,,,,,,,,9,10,,,3,4,2,,6,8,,,11,12,5,7,1
3,35,,,,,,,,,9,3,6,8,5,2,16,13,10,,7,4,12,11,14,15,1
3,36,,,,,,,,,,4,5,,12,2,6,,,7,,3,9,8,11,10,1
3,37,,,,,,,,,9,,8,,7,,6,,5,,4,12,3,11,2,10,1
3,38,,,,,,,,,4,6,5,9,3,7,2,8,10,12,11,15,14,17,,,1
3,39,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
3,40,2,3,5,4,1,6,7,8,5,6,3,8,4,7,6,11,2,,9,15,10,14,13,12,1
3,41,,,,,,,,,4,5,6,7,8,9,14,15,3,2,16,17,10,11,12,13,1
3,42,,,,,,,,,5,10,8,9,2,4,3,,6,7,,,,,12,11,1
3,43,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
4,1,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
4,2,4,3,1,7,2,8,5,6,,,,,,,,,,,,,,,,,
4,3,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
4,4,2,5,1,6,,,3,4,,,,,,,,,,,,,,,,,
4,5,,,1,5,3,,,,,,,,,,,,,,,,,,,,
4,6,2,1,3,5,4,6,7,8,1,1,3,3,5,4,7,2,8,5,6,7,4,,,,
4,7,,1,,,,,,,,5,1,,2,,,3,4,,,,,6,,,7
4,8,1,5,2,4,3,6,8,7,1,10,4,12,2,11,3,,6,,5,,8,,7,,9
4,9,1,2,3,4,5,6,,,1,,2,,,,,,,,,,,,,,
4,10,2,1,4,3,5,6,7,8,,,,,,,,,,,,,,,,,
4,11,4,1,5,2,6,3,8,7,,,,,,,,,,,,,,,,,
4,12,,1,3,6,4,,5,2,,,,,,,,,,,,,,,,,
4,13,1,,3,6,2,4,,5,3,2,6,,4,1,,,2,3,,5,5,6,,4,1
4,14,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
4,15,1,6,8,2,7,5,3,4,,,,,,,,,,,,,,,,,
4,16,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
4,17,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
4,18,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,19,1,4,6,2,,,3,5,,,,,,,,,,,,,,,,,
4,20,1,3,4,6,5,2,,,,,,,,,,,,,,,,,,,
4,21,1,,4,5,3,6,2,,,,,,,,,,,,,,,,,,
4,23,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,24,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,25,1,2,5,4,3,6,7,8,,,,,,,,,,,,,,,,,
4,26,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,27,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,28,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,29,1,2,6,4,7,3,5,8,,,,,,,,,,,,,,,,,
4,30,1,2,3,4,5,6,7,8,1,7,2,10,3,12,5,13,8,14,9,11,11,17,4,14,6
4,31,1,3,2,5,6,,4,,,,,,,,,,,,,,,,,,
4,32,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,1
4,33,1,,,,,,,,2,4,3,5,,6,,9,,7,8,,,10,11,12,1
4,34,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,35,1,6,,,,,,,,,,,,,,,,,,,,,,,
4,36,1,2,3,4,5,6,7,7,,,,,,,,,,,,,,,,,
4,37,1,8,2,4,5,7,3,6,,,,,,,,,,,,,,,,,
4,38,1,5,6,4,3,2,8,7,,,6,6,7,,5,,4,,3,,2,,1,,8
4,39,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,40,1,2,3,4,6,5,,,,,,,,,,,,,,,,,,,
4,41,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,42,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
4,43,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
4,44,1,3,5,2,6,4,,,,,,,,,,,,,,,,,,,
4,45,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
4,46,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
4,47,1,4,2,5,6,3,,,,,,,,,,,,,,,,,,,
4,48,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
4,49,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
4,50,8,1,7,2,6,3,4,5,,,,,,,,,,,,,,,,,
5,1,7,6,5,1,2,4,3,8,,,,,,,,,,,,,,,,,
5,2,,,3,1,2,4,5,6,,,,,,,,,,,,,,,,,
5,3,,,2,1,4,3,6,5,,,,,,,,,,,,,,,,,
5,5,5,2,3,1,6,4,,,,,,,,,,,,,,,,,,,
5,6,,3,6,1,2,,4,5,,,,,,,,,,,,,,,,,
5,7,7,8,2,1,3,6,5,4,,,,,,,,,,,,,,,,,
5,8,,,3,1,2,,,,1,,2,,,,1,2,,,,,,,,,
5,9,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
5,10,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
5,11,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
5,12,,,1,2,4,5,6,3,,,,,,,,,,,,,,,,,
5,13,,,1,2,3,5,4,6,,,,,,,,,,,,,,,,,
5,14,3,,1,6,4,,5,2,,,,,,,,,,,,,,,,,
5,15,3,2,1,4,5,6,,,,,,,,,,,,,,,,,,,
5,16,,,1,3,2,6,5,4,,,,,,,,,,,,,,,,,
5,17,3,,1,2,4,5,6,,,,,,,,,,,,,,,,,,
5,18,3,5,1,2,4,6,,,,,,,,,,,,,,,,,,,
5,19,4,,1,2,3,5,6,,,,,,,,,,,,,,,,,,
5,20,3,8,1,2,7,6,4,5,,,,,,,,,,,,,,,,,
5,21,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
5,22,3,5,1,2,8,7,4,6,,,,,,,,,,,,,,,,,
5,23,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
5,24,,,1,4,3,6,5,,,,,,,,,,,,,,,,,,
5,25,2,6,1,4,5,3,,6,,,,,,,,,,,,,,,,,
5,26,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
5,27,,,4,6,1,3,5,2,,,,,,,,,,,,,,,,,
5,28,4,3,2,5,1,,,6,,,,,,,,,,,,,,,,,
5,29,4,3,2,,1,,5,6,,,,,,,,,,,,,,,,,
5,30,2,4,7,6,1,8,3,5,,,,,,,,,,,,,,,,,
5,31,3,4,2,5,1,6,7,8,,,,,,,,,,,,,,,,,
5,33,,,3,4,1,5,2,6,,,,,,,,,,,,,,,,,
5,34,3,2,4,5,1,8,7,6,,,,,,,,,,,,,,,,,
5,35,2,3,4,5,1,,6,,,,,,,,,,,,,,,,,,
5,36,,4,2,5,1,,6,3,,,,,,,,,,,,,,,,,
5,37,5,6,2,4,1,3,,,,,,,,,,,,,,,,,,,
5,38,,,3,1,2,4,5,6,,,,,,,,,,,,,,,,,
5,39,3,4,5,1,2,6,,,,,,,,,,,,,,,,,,,
5,40,3,5,6,1,2,8,4,7,,,,,,,,,,,,,,,,,
5,41,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
5,42,5,4,3,1,2,6,7,8,3,17,2,16,1,15,4,14,6,13,5,12,7,11,8,10,9
