Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,1,4,3,5,6,2,7,8,,,,,,,,,,,,,,,,,
1,2,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,3,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,4,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,5,1,3,2,8,4,5,6,7,,,,,,,,,,,,,,,,,
1,6,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,7,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,8,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,9,1,,2,6,4,3,5,,,,,,,,,,,,,,,,,,
1,10,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,11,1,,4,5,6,2,3,,,,,,,,,,,,,,,,,,
1,12,1,6,2,4,3,5,,,,,,,,,,,,,,,,,,,
1,13,,1,,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,14,4,1,3,5,2,,6,,,,,,,,,,,,,,,,,,
1,15,2,1,,3,5,,4,6,1,3,,,2,,12,4,,5,6,,9,10,7,8,11
1,16,6,,1,2,4,5,3,,,,,,,,,,,,,,,,,,
1,17,,,1,2,5,3,4,6,,,,,,,,,,,,,,,,,
1,18,6,,1,2,3,,4,5,,,,,,,,,,,,,,,,,
1,19,2,5,1,6,3,,7,,,,,,,,,,,,,,,,,,
1,20,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,21,,2,1,6,3,,5,4,,,,,,,,,,,,,,,,,
