Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,1,2,3,4,5,6,7,8,9,,10,,11,,12,,,,,,,,,,
1,2,1,,2,6,4,5,,3,,,,,,,,,,,,,,,,,
1,3,1,3,2,4,6,5,,,,,,,,,,,,,,,,,,,
1,4,1,6,2,4,5,3,8,7,4,,,5,6,9,,8,10,,11,,3,1,2,12,7
1,5,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,6,1,4,2,6,3,7,8,,,,,,,,,,,,,,,,,,
1,7,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,8,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,9,1,4,6,3,2,7,6,8,1,9,3,11,2,13,4,15,6,17,5,14,8,,10,,8
1,10,1,,,,,,,,,,,,,,,,,,,,,,,,
1,11,1,4,2,6,3,7,8,,,,,,,,,,,,,,,,,,
1,12,8,1,2,3,4,5,6,7,,,,,,,,,,,,,,,,,
1,13,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,14,1,7,8,6,4,5,3,2,,,,,,,,,,,,,,,,,
1,15,1,4,6,5,3,2,,,,1,3,,,4,2,5,7,9,,8,10,,,11,12
1,16,1,4,2,5,3,6,8,7,,,,,,,,,,,,,,,,,
1,17,1,2,3,4,6,7,6,8,5,6,7,8,9,10,11,12,13,14,15,16,,,,,
1,18,3,1,4,2,6,5,,,,,,,,,,,,,,,,,,,
1,19,1,4,2,6,3,7,8,,,,,,,,,,,,,,,,,,
1,20,,1,,5,6,,,4,1,8,,5,,10,11,7,4,9,,,,6,,,12
1,21,6,1,3,2,5,6,4,,,,,,,,,,,,,,,,,,
1,22,2,1,6,4,5,,3,,,,,,,,,,,,,,,,,,
1,23,8,1,3,2,4,5,7,6,,,,,,,,,,,,,,,,,
1,24,,,1,2,4,,,3,,,,,,,,,,,,,,,,,
1,25,,,1,2,3,6,4,5,,,,,,,,,,,,,,,,,
1,26,,3,1,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,27,5,2,1,,,,,,,,,,,,,,,,,,,,,,
1,29,3,,1,2,4,,5,6,,,,,,,,,,,,,,,,,
1,30,7,6,1,2,3,4,5,8,,,,,,,,,,,,,,,,,
1,31,5,2,1,,3,4,5,7,,,,,,,,,,,,,,,,,
1,32,,,1,4,2,3,5,,,,,,,,,,,,,,,,,,
1,33,5,2,1,,,3,6,4,,,,,,,,,,,,,,,,,
1,34,5,2,1,7,3,6,8,4,6,1,8,5,,5,8,12,,,,12,10,9,4,5,7
1,35,5,4,1,,2,3,6,7,,,,,,,,,,,,,,,,,
1,36,2,4,1,3,7,5,6,8,,3,,2,,5,,1,,4,,7,,6,,8,
1,37,2,4,1,,3,,5,6,,,,,,,,,,,,,,,,,
1,38,2,3,1,4,6,8,7,5,,,,,1,,,,,,,,,,,,
1,39,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,40,6,8,1,4,2,3,5,7,,,,,,,,,,,,,,,,,
1,41,5,2,1,,3,,6,4,,,,,,,,,,,,,,,,,
1,42,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,43,3,4,1,6,5,2,,,,,,,,,,,,,,,,,,,
1,44,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,46,,2,1,3,5,6,5,,,,,,,,,,,,,,,,,,
1,47,2,4,1,5,3,6,,,,,,,,,,,,,,,,,,,
1,48,5,,1,2,3,6,4,,,,,,,,,,,,,,,,,,
1,49,2,6,1,3,4,,5,,,,,,,,,,,,,,,,,,
1,50,3,4,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,1,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,2,6,,1,2,3,4,5,,,,,,,,,,,,,,,,,,
2,3,,,1,3,2,5,4,6,,,,,,,,,,,,,,,,,
2,4,,4,1,2,7,6,5,,,,,,,,,,,,,,,,,,
2,5,3,4,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,6,,,1,4,6,7,2,3,,,,,,,,,,,,,,,,,
2,7,,5,1,4,3,,2,6,,,,,,,,,,,,,,,,,
2,8,4,2,1,3,6,5,8,7,,,,,1,,,,,,,,,,,,
2,9,2,,1,3,5,,4,6,,,,,,,,,,,,,,,,,
2,10,4,5,,1,6,,2,3,,2,7,,,,1,,,5,,,6,3,,4,
2,11,5,2,3,1,4,,6,,,,,,,,,,,,,,,,,,
2,12,,,2,1,5,4,6,,,,,,2,,1,,,,4,,6,,,,
2,13,4,2,3,1,5,6,,,,,,,,,,,,,,,,,,,
2,14,5,2,,1,3,6,7,8,,,,,,,,,,,,,,,,,
2,15,5,,2,1,3,6,4,,,,,,,,,,,,,,,,,,
2,16,5,2,4,3,1,8,,,,,,,,,,,,,,,,,,,
2,17,6,3,2,,1,5,4,,,4,2,,,,,6,1,,,3,5,,,,
2,18,3,6,2,7,1,8,4,5,,,,,,,,,,,,,,,,,
2,19,,,5,2,1,3,6,4,1,,,,,,,,,,,,,,,,
2,20,2,4,3,5,1,6,,,,,,,,,,,,,,,,,,,
2,21,4,8,3,2,1,5,6,7,,,,,,,,,,,,,,,,,
