Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,,5,6,3,4,1,2,,,,,,,,,,,,,,,,,,
1,2,5,6,,4,,1,3,2,,,,,,,,,,,,,,,,,
1,3,6,5,7,4,8,1,3,2,,,,,,,,,,,,,,,,,
1,4,4,5,2,3,6,1,,,,,,,,,,,,,,,,,,,
1,5,6,,4,3,2,1,5,,,,,,,,,,,,,,,,,,
1,6,6,2,8,5,7,1,3,4,,,,,,,,,,,,,,,,,
1,7,6,3,,4,,1,2,5,,,,,,,,,,,,,,,,,
1,8,4,,5,6,,1,3,2,,,,,,,,,,,,,,,,,
1,9,5,,3,2,6,1,4,,,,,,,,,,,,,,,,,,
1,10,3,4,2,5,8,1,6,7,,,,,,,,,,,,,,,,,
1,11,4,3,7,8,2,1,5,6,,,,,,,,,,,,,,,,,
1,12,4,3,5,2,6,1,7,8,,,,,,,,,,,,,,,,,
1,13,5,2,,3,,1,4,6,,,,,,,,,,,,,,,,,
1,14,,,6,2,5,1,3,4,,,,,,,,,,,,,,,,,
1,15,6,2,8,5,4,1,3,7,,,,,,,,,,,,,,,,,
1,16,5,4,8,7,2,1,3,6,,,,,,,,,,,,,,,,,
1,17,4,5,,3,7,1,2,6,,,,,,,,,,,,,,,,,
1,18,,7,6,5,4,1,2,3,,,,,,,,,,,,,,,,,
1,19,4,2,,,6,1,5,3,,,,,,,,,,,,,,,,,
1,20,4,3,6,5,7,1,2,,,,,,,,,,,,,,,,,,
1,21,4,3,5,2,6,1,7,8,,,,,,,,,,,,,,,,,
1,22,6,4,5,3,,1,2,,,,,,,,,,,,,,,,,,
1,23,4,3,6,5,,1,,2,,,,,,,,,,,,,,,,,
1,24,4,3,8,2,7,1,5,6,,,,,,,,,,,,,,,,,
1,25,,3,5,2,6,1,4,,,,,,,,,,,,,,,,,,
1,26,3,,,4,6,1,5,2,,,,,,,,,,,,,,,,,
1,27,4,3,,,5,1,2,6,,,,,,,,,,,,,,,,,
1,28,7,2,8,3,4,1,5,6,,,,,,,,,,,,,,,,,
1,29,5,3,,4,,1,2,6,,,,,,,,,,,,,,,,,
1,30,4,3,,2,,1,6,5,,,,,,,,,,,,,,,,,
1,31,4,5,3,2,,1,6,,,,,,,,,,,,,,,,,,
1,32,6,3,2,5,,1,4,,,,,,,,,,,,,,,,,,
1,33,6,7,5,2,8,1,3,4,,,,,,,,,,,,,,,,,
1,34,3,2,,5,,1,4,6,,,,,,,,,,,,,,,,,
1,35,3,5,4,8,2,1,6,7,,,,,,,,,,,,,,,,,
1,36,5,4,2,3,6,1,8,7,,,,,,,,,,,,,,,,,
1,37,5,6,2,,4,1,3,,,,,,,,,,,,,,,,,,
1,38,6,5,7,2,,1,3,4,,,,,,,,,,,,,,,,,
1,39,,3,5,2,6,1,4,,,,,,,,,,,,,,,,,,
1,40,6,5,,4,,1,2,3,,,,,,,,,,,,,,,,,
1,41,4,5,6,8,3,1,2,7,,,,,,,,,,,,,,,,,
1,42,6,5,,4,,1,3,2,,,,,,,,,,,,,,,,,
1,43,4,3,6,8,2,1,5,7,,,,,,,,,,,,,,,,,
1,44,5,6,,4,,1,3,2,,,,,,,,,,,,,,,,,
1,45,6,,4,2,,1,5,3,,,,,,,,,,,,,,,,,
1,46,3,4,6,2,,1,,5,,,,,,,,,,,,,,,,,
1,47,5,,6,2,,1,3,4,,,,,,,,,,,,,,,,,
1,48,6,3,,4,,1,2,5,,,,,,,,,,,,,,,,,
1,49,4,3,,,6,1,2,5,,,,,,,,,,,,,,,,,
1,50,5,2,7,3,8,1,4,6,,,,,,,,,,,,,,,,,
2,1,6,3,2,5,4,1,,,,,,,,,,,,,,,,,,,
2,2,3,2,6,,4,1,5,,,,,,,,,,,,,,,,,,
2,3,,,5,2,4,1,3,6,,,,,,,,,,,,,,,,,
2,4,6,2,4,5,,1,3,,,,,,,,,,,,,,,,,,
2,5,3,5,,2,,1,4,6,,,,,,,,,,,,,,,,,
2,6,4,8,6,5,7,1,3,2,,,,,,,,,,,,,,,,,
2,7,,4,6,3,,1,2,5,,,,,,,,,,,,,,,,,
2,8,3,4,,,2,1,5,6,,,,,,,,,,,,,,,,,
2,9,,,5,2,4,1,3,6,,,,,,,,,,,,,,,,,
2,10,,2,6,3,,1,4,5,,,,,,,,,,,,,,,,,
2,11,7,3,6,2,8,1,4,5,,,,,,,,,,,,,,,,,
2,12,3,4,8,7,5,1,2,6,,,,,,,,,,,,,,,,,
2,13,8,6,5,4,2,1,3,7,,,,,,,,,,,,,,,,,
2,14,,,6,5,4,1,2,3,,,,,,,,,,,,,,,,,
2,15,3,4,7,6,8,1,2,5,,,,,,,,,,,,,,,,,
2,16,6,5,,4,,1,3,2,,,,,,,,,,,,,,,,,
2,17,6,,2,3,,1,4,5,,,,,,,,,,,,,,,,,
2,18,,3,6,2,,1,4,5,,,,,,,,,,,,,,,,,
2,19,,2,5,6,3,1,4,,,,,,,,,,,,,,,,,,
2,20,6,,,4,3,1,2,5,,,,,,,,,,,,,,,,,
2,21,8,2,5,6,7,1,4,3,,,,,,,,,,,,,,,,,
2,22,4,2,8,5,6,1,3,7,,,,,,,,,,,,,,,,,
2,23,7,4,3,2,8,1,5,6,,,,,,,,,,,,,,,,,
2,24,5,4,,3,,1,2,6,,,,,,,,,,,,,,,,,
2,25,,4,6,2,5,1,3,,,,,,,,,,,,,,,,,,
2,26,,2,,3,6,1,4,5,,,,,,,,,,,,,,,,,
2,27,,6,5,2,4,1,3,,,,,,,,,,,,,,,,,,
2,28,6,5,,,2,1,4,3,,,,,,,,,,,,,,,,,
2,29,7,3,8,2,5,1,6,4,,,,,,,,,,,,,,,,,
2,30,4,8,2,5,3,1,6,7,,,,,,,,,,,,,,,,,
2,31,,2,4,6,5,1,3,,,,,,,,,,,,,,,,,,
2,32,6,4,5,2,,1,3,,,,,,,,,,,,,,,,,,
2,33,4,2,5,3,,1,6,,,,,,,,,,,,,,,,,,
2,34,6,5,7,2,8,1,3,4,,,,,,,,,,,,,,,,,
2,35,7,4,3,8,2,1,5,6,,,,,,,,,,,,,,,,,
2,36,4,2,7,6,8,1,3,5,,,,,,,,,,,,,,,,,
2,37,3,,4,2,,1,5,6,,,,,,,,,,,,,,,,,
2,38,2,1,3,6,4,7,8,5,,,,,,,,,,,,,,,,,
2,39,3,4,6,5,7,1,2,8,,,,,,,,,,,,,,,,,
2,40,2,5,8,7,6,1,4,3,,,,,,,,,,,,,,,,,
2,41,4,5,7,2,6,1,3,8,,,,,,,,,,,,,,,,,
2,42,4,3,5,2,6,1,7,8,,,,,,,,,,,,,,,,,
2,43,,2,5,6,4,1,3,,,,,,,,,,,,,,,,,,
2,44,5,7,6,2,8,1,3,4,,,,,,,,,,,,,,,,,
2,45,6,3,5,,4,1,2,,,,,,,,,,,,,,,,,,
2,46,5,,6,2,,1,3,4,,,,,,,,,,,,,,,,,
2,47,3,4,5,2,8,1,7,6,,,,,,,,,,,,,,,,,
2,48,6,5,7,2,,1,3,4,,,,,,,,,,,,,,,,,
