Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,4,6,8,1,2,7,3,5,,,,,,,,,,,,,,,,,
1,2,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,3,4,,3,1,2,,5,6,,,,,,,,,,,,,,,,,
1,4,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,5,4,,3,1,,2,5,6,,,,,,,,,,,,,,,,,
1,6,5,3,2,1,7,8,6,4,,,,,,,,,,,,,,,,,
1,7,5,3,4,1,,2,6,,,,,,,,,,,,,,,,,,
1,8,5,4,,1,6,2,,3,,,,,,,,,,,,,,,,,
1,9,8,7,6,1,4,2,3,5,,,,,,,,,,,,,,,,,
1,10,4,3,,1,2,,5,6,,,,,,,,,,,,,,,,,
1,11,5,4,6,1,7,2,8,3,,,,,,,,,,,,,,,,,
1,12,6,5,4,1,7,2,8,3,,,,,,,,,,,,,,,,,
1,13,,2,1,5,3,4,6,,,,,,,,,,,,,,,,,,
1,14,2,,1,6,5,,3,4,,,,,,,,,,,,,,,,,
1,15,4,3,1,5,2,8,7,6,,,,,,,,,,,,,,,,,
1,16,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,17,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,18,3,2,1,4,8,7,5,6,,,,,,,,,,,,,,,,,
1,19,6,,1,2,3,4,5,,,,,,,,,,,,,,,,,,
1,20,6,5,1,2,7,,4,3,,,,,,,,,,,,,,,,,
1,21,3,,1,5,2,6,,4,,,,,,,,,,,,,,,,,
1,22,5,3,1,,2,4,,6,,,,,,,,,,,,,,,,,
1,23,2,3,1,7,4,,5,6,,,,,,,,,,,,,,,,,
1,24,3,4,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,25,5,4,1,6,2,,,3,,,,,,,,,,,,,,,,,
1,26,2,6,1,3,4,5,,,,,,,,,,,,,,,,,,,
1,27,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,28,3,7,1,5,2,8,4,6,,,,,,,,,,,,,,,,,
1,29,5,6,1,4,2,8,3,7,,,,,,,,,,,,,,,,,
1,30,,,1,3,4,2,5,6,,,,,,,,,,,,,,,,,
1,31,,,1,4,2,5,3,6,,,,,,,,,,,,,,,,,
1,32,2,3,1,6,,,4,5,,,,,,,,,,,,,,,,,
1,33,7,6,1,5,2,4,8,3,,,,,,,,,,,,,,,,,
1,34,,5,1,6,3,2,4,,,,,,,,,,,,,,,,,,
1,35,5,3,1,5,4,2,6,7,,,,,,,,,,,,,,,,,
1,36,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,37,,,1,6,2,3,4,5,,,,,,,,,,,,,,,,,
1,38,,,1,2,6,5,4,3,,,,,,,,,,,,,,,,,
1,39,6,7,1,2,3,8,4,5,,,,,,,,,,,,,,,,,
1,40,3,4,1,6,2,,5,,,,,,,,,,,,,,,,,,
1,41,4,5,1,2,3,6,,,,,,,,,,,,,,,,,,,
1,42,5,7,1,4,2,8,3,6,,,,,,,,,,,,,,,,,
1,43,4,,1,3,2,,5,6,,,,,,,,,,,,,,,,,
1,44,4,5,1,2,3,8,6,7,,,,,,,,,,,,,,,,,
1,45,2,,1,4,3,,5,6,,,,,,,,,,,,,,,,,
1,46,7,6,1,5,4,3,2,8,,,,,,,,,,,,,,,,,
1,47,7,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,48,2,3,1,4,5,6,,,,,,,,,,,,,,,,,,,
1,49,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,50,,,1,6,2,3,5,4,,,,,,,,,,,,,,,,,
1,51,,4,1,6,2,5,3,,,,,,,,,,,,,,,,,,
2,1,8,3,1,5,2,4,6,7,,,,,,,,,,,,,,,,,
2,2,5,4,1,6,3,7,2,8,,,,,,,,,,,,,,,,,
2,3,5,4,1,2,3,7,6,8,,,,,,,,,,,,,,,,,
2,4,7,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
2,5,4,3,1,,2,,6,5,,,,,,,,,,,,,,,,,
2,6,5,3,1,,6,2,4,,,,,,,,,,,,,,,,,,
2,7,5,4,1,8,2,6,3,7,,,,,,,,,,,,,,,,,
2,8,3,2,1,4,5,,6,7,,,,,,,,,,,,,,,,,
2,9,4,7,1,2,3,8,5,6,,,,,,,,,,,,,,,,,
2,10,4,2,1,8,3,7,6,5,,,,,,,,,,,,,,,,,
2,11,4,3,1,5,2,8,7,6,,,,,,,,,,,,,,,,,
2,12,3,2,1,4,5,6,,,,,,,,,,,,,,,,,,,
2,13,4,3,1,6,5,,2,,,,,,,,,,,,,,,,,,
2,14,4,3,1,,2,,5,6,,,,,,,,,,,,,,,,,
2,15,2,3,1,,,6,4,5,,,,,,,,,,,,,,,,,
