Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,,,,,,,,,9,10,,,5,6,1,2,,,3,4,7,8,11,,12
1,2,,,,,,,,,5,6,3,4,11,12,1,,,,,,7,8,9,10,2
1,3,,,,,,,,,3,10,14,15,8,9,2,1,16,17,4,5,6,7,13,12,11
1,4,,,,,,,,,13,14,15,16,4,5,1,17,2,3,10,11,9,12,7,8,6
1,5,,,,,,,,,10,11,,,,12,1,4,,,3,2,8,9,5,6,7
1,6,4,8,3,1,6,2,5,7,10,9,16,15,6,2,1,12,8,11,3,4,15,7,13,14,5
1,7,,,,,,,,,,,10,11,12,,1,4,,,2,3,5,6,8,9,7
1,8,,,,,,,,,,,,,3,4,1,2,5,6,7,8,,12,9,10,11
1,9,,,,,,,,,10,11,12,,6,7,1,3,,,4,5,,,8,9,2
1,10,,,,,,,,,12,,10,11,,,1,2,,,4,5,6,7,8,9,3
1,11,,,,,,,,,9,10,,,7,8,1,2,5,6,,,3,4,12,,11
1,12,,,,,,,,,4,,3,,2,9,1,10,5,11,6,12,7,,8,,
1,13,,,,,,,,,8,11,7,12,,,1,2,,,9,,4,10,5,3,6
1,14,,,,,,,,,12,10,9,8,6,7,,14,3,4,,,1,5,13,11,2
1,15,,,,,,,,,8,9,,,,,3,,4,5,10,11,1,2,6,7,12
1,16,,,,,,,,,13,12,8,9,1,4,5,6,2,3,17,16,11,10,15,14,7
1,17,,,,,,,,,5,6,7,8,1,2,9,10,3,4,,,11,12,,,
1,18,,,,,,,,,11,9,7,8,1,4,,,2,3,,,,6,10,12,5
1,19,,,,,,,,,9,10,5,6,1,3,7,8,2,4,,,,,11,12,
1,20,,,,,,,,,10,11,6,7,1,2,,12,3,4,,,8,9,,,5
1,21,,,,,,,,,,,8,9,1,3,,12,4,5,,,6,7,10,11,2
1,22,,,,,,,,,5,6,3,4,1,2,11,12,7,8,16,17,9,10,14,15,13
1,23,,,,,,,,,8,9,6,7,1,2,15,14,4,3,17,16,10,11,13,12,5
1,24,,,,,,,,,7,8,6,5,1,4,9,10,11,12,17,16,15,2,14,3,13
1,25,,,,,,,,,4,3,6,13,1,5,2,12,7,14,8,16,17,10,9,11,15
1,26,,,,,,,,,1,2,7,8,5,6,10,11,3,4,,,,,,12,9
1,27,,,,,,,,,16,17,4,5,10,3,12,11,14,13,2,1,6,7,8,9,15
1,28,,,,,,,,,10,11,4,5,,,12,,,,1,2,6,7,9,8,3
1,29,,,,,,,,,10,,3,4,,,9,8,,,1,2,11,12,5,6,7
1,30,,,,,,,,,10,11,,,4,5,8,9,6,7,1,2,,,12,,3
1,31,,,,,,,,,12,8,11,7,6,,,5,3,2,,,10,4,9,,1
1,32,,,,,,,,,,9,8,,10,7,6,,,2,3,11,,4,5,12,1
1,33,,,,,,,,,4,5,8,9,6,7,,,2,3,,,10,11,12,,1
1,34,,,,,,,,,6,7,11,10,2,3,17,16,4,1,14,15,9,8,13,12,5
1,35,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,36,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,37,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,38,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,39,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,40,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,41,,,,,,,,,5,8,9,7,2,4,6,,3,1,,,11,10,,,12
1,42,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,43,,,,,,,,,5,6,3,4,10,,,,1,2,,,11,12,7,8,9
1,44,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,45,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,46,,,,,,,,,8,9,5,6,3,4,,12,1,2,,,10,11,,,7
1,47,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,48,,,,,,,,,8,9,4,5,6,7,,12,1,2,,,10,11,,,3
1,49,,,,,,,,,8,9,6,7,4,5,,12,1,2,,,10,11,,,3
1,50,,,,,,,,,8,7,6,5,4,3,17,16,2,1,15,14,13,12,10,11,9
2,1,3,2,1,4,5,6,,,,,,,,,,,,,,,,,,,
