Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,4,7,8,1,2,3,5,6,,,,,,,,,,,,,,,,,
1,2,2,,,1,5,4,3,6,,,,,,,,,,,,,,,,,
1,3,6,,3,1,,2,4,5,,,,,,,,,,,,,,,,,
1,4,3,,2,1,4,6,,5,,,,,,,,,,,,,,,,,
1,5,,,6,1,5,2,3,4,,,,,,,,,,,,,,,,,
1,6,,,6,1,5,2,3,4,,,,,,,,,,,,,,,,,
1,7,,,2,1,,6,4,5,,,,,,,,,,,,,,,,,
1,8,5,4,6,1,2,3,,,,,,,,,,,,,,,,,,,
1,9,,6,5,1,3,2,4,,,,,,,,,,,,,,,,,,
1,10,5,6,7,1,8,2,4,3,,,,,,,,,,,,,,,,,
1,11,5,4,6,1,8,2,7,3,,,,,,,,,,,,,,,,,
1,12,6,2,5,1,3,,4,7,,,,,,,,,,,,,,,,,
1,13,5,7,3,1,4,2,6,8,,,,,,,,,,,,,,,,,
1,14,6,,3,1,5,2,4,,,,,,,,,,,,,,,,,,
1,15,6,5,3,1,2,,,4,,,,,,,,,,,,,,,,,
1,16,3,,6,1,,2,5,4,,,,,,,,,,,,,,,,,
1,17,6,7,2,1,3,8,5,4,,,,,,,,,,,,,,,,,
1,18,5,6,,1,,2,3,4,,,,,,,,,,,,,,,,,
1,19,6,4,8,1,7,2,5,3,,,,,,,,,,,,,,,,,
1,20,6,5,8,1,7,2,3,4,,,,,,,,,,,,,,,,,
1,21,5,7,4,1,3,2,8,6,,,,,,,,,,,,,,,,,
1,22,6,5,2,1,,3,4,,,,,,,,,,,,,,,,,,
1,23,3,2,,1,4,6,5,,,,,,,,,,,,,,,,,,
1,24,,,3,1,2,6,5,4,,,,,,,,,,,,,,,,,
1,25,7,5,4,1,8,2,3,6,,,,,,,,,,,,,,,,,
1,26,,,3,1,4,5,6,2,,,,,,,,,,,,,,,,,
1,27,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,28,,5,3,1,4,2,,6,,,,,,,,,,,,,,,,,
1,29,6,7,4,1,,2,5,3,,,,,,,,,,,,,,,,,
1,30,5,6,7,1,8,2,3,4,,,,,,,,,,,,,,,,,
1,31,5,4,,1,,2,3,6,,,,,,,,,,,,,,,,,
1,32,2,4,5,1,3,6,,,,,,,,,,,,,,,,,,,
1,33,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,34,2,,6,1,3,4,5,,,,,,,,,,,,,,,,,,
1,35,4,7,3,1,,2,5,6,,,,,,,,,,,,,,,,,
