Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,4,3,1,7,2,8,6,5,,,,,,,,,,,,,,,,,
1,2,5,4,1,,2,,3,6,,,,,,,,,,,,,,,,,
1,3,5,,1,4,3,6,2,,,,,,,,,,,,,,,,,,
1,4,5,,1,,2,4,3,6,,,,,,,,,,,,,,,,,
1,5,3,2,1,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,6,3,2,1,,6,4,5,,,,,,,,,,,,,,,,,,
1,7,3,5,1,4,2,,,6,,,,,,,,,,,,,,,,,
1,8,5,2,1,4,3,8,7,6,,,,,,,,,,,,,,,,,
1,9,,3,1,5,2,4,,6,,,,,,,,,,,,,,,,,
1,10,6,5,1,2,,3,4,,,,,,,,,,,,,,,,,,
1,11,4,5,1,6,7,2,8,3,,,,,,,,,,,,,,,,,
1,12,7,3,1,4,5,8,2,6,,,,,,,,,,,,,,,,,
1,13,,8,1,7,2,6,5,4,9,10,7,8,1,6,4,,5,13,11,12,14,16,17,15,
1,14,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,15,2,3,1,8,7,6,5,4,,,,,,,,,,,,,,,,,
1,16,4,,1,3,2,,5,6,,,,,,,,,,,,,,,,,
1,17,1,2,6,4,3,5,,,,,,,,,,,,,,,,,,,
1,18,4,5,1,2,3,6,7,8,,,,,,,,,,,,,,,,,
1,19,8,2,1,2,4,5,6,7,,,,,,,,,,,,,,,,,
1,20,,,1,2,3,5,6,4,,,,,,,,,,,,,,,,,
1,21,,,1,6,2,5,4,3,,,,,,,,,,,,,,,,,
1,22,8,7,1,2,5,4,6,3,,,,,1,,,,,,,,,,,,
