Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,2,8,7,1,3,2,4,5,6,,,,,,,,,,,,,,,,,
1,3,5,8,1,2,7,6,3,4,,,,,,,,,,,,,,,,,
1,4,5,7,1,6,2,8,3,4,,,,,,,,,,,,,,,,,
1,5,2,,1,6,4,,3,5,,,,,,,,,,,,,,,,,
1,6,3,4,1,5,2,,6,,,,,,,,,,,,,,,,,,
1,7,4,2,1,,3,,5,6,,,,,,,,,,,,,,,,,
1,8,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,9,7,2,1,5,3,8,6,4,,,,,,,,,,,,,,,,,
1,10,4,5,1,2,7,8,3,6,,,,,,,,,,,,,,,,,
1,11,,,1,6,5,4,3,2,,,,,,,,,,,,,,,,,
1,12,3,,1,2,4,,5,6,,,,,,,,,,,,,,,,,
1,13,4,2,1,,3,,5,6,,,,,,,,,,,,,,,,,
1,14,4,3,1,,2,,5,6,,,,,,,,,,,,,,,,,
1,15,5,,1,6,,3,2,4,,,,,,,,,,,,,,,,,
1,16,5,6,1,,3,2,4,,,,,,,,,,,,,,,,,,
1,17,,4,1,3,2,6,5,,,,,,,,,,,,,,,,,,
1,18,4,3,1,5,2,8,7,6,,,,,,,,,,,,,,,,,
1,19,4,4,1,3,2,,5,6,,,,,,,,,,,,,,,,,
1,20,5,3,1,2,4,,6,,,,,,,,,,,,,,,,,,
1,21,3,2,1,6,5,4,7,8,,,,,,,,,,,,,,,,,
1,22,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,23,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,24,5,6,1,3,2,,4,,,,,,,,,,,,,,,,,,
1,25,4,2,1,3,5,,,6,,,,,,,,,,,,,,,,,
1,26,5,2,1,6,3,,4,,,,,,,,,,,,,,,,,,
1,27,6,,1,,2,4,3,5,,,,,,,,,,,,,,,,,
1,28,4,3,1,5,2,8,7,6,,,,,,,,,,,,,,,,,
1,29,7,2,1,3,6,5,4,8,,,,,,,,,,,,,,,,,
1,30,5,3,1,8,2,4,6,7,,,,,,,,,,,,,,,,,
1,31,4,,1,,6,3,5,2,,,,,,,,,,,,,,,,,
1,32,4,5,1,8,2,3,6,7,,,,,,,,,,,,,,,,,
1,33,7,,1,3,4,5,6,2,,,,,,,,,,,,,,,,,
1,34,,3,1,5,4,2,,6,,,,,,,,,,,,,,,,,
1,35,4,2,1,5,6,,3,,,,,,,,,,,,,,,,,,
1,36,2,3,1,8,4,7,5,6,,,,,,,,,,,,,,,,,
1,37,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,38,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,39,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,40,5,4,1,,3,,2,6,,,,,,,,,,,,,,,,,
1,41,6,,1,2,3,4,5,,,,,,,,,,,,,,,,,,
1,42,5,4,1,3,2,,6,,,,,,,,,,,,,,,,,,
1,43,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,44,,3,1,5,2,6,4,,,,,,,,,,,,,,,,,,
1,45,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,46,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,47,2,5,1,8,4,7,6,3,,,,,,,,,,,,,,,,,
1,48,5,4,1,3,2,8,7,6,,,,,,,,,,,,,,,,,
1,49,4,2,1,7,3,8,5,6,,,,,,,,,,,,,,,,,
1,50,7,8,1,2,3,6,4,5,,,,,,,,,,,,,,,,,
2,1,6,3,4,1,5,,2,7,,,,,,,,,,,,,,,,,
2,2,6,2,7,1,8,5,4,3,,,,,,,,,,,,,,,,,
2,3,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
2,4,,,2,1,3,6,5,4,,,,,,,,,,,,,,,,,
