Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
1,2,6,4,8,1,7,2,3,5,,,,,,,,,,,,,,,,,
1,3,7,8,3,1,5,2,4,6,,,,,,,,,,,,,,,,,
1,4,6,,2,1,3,4,5,,,,,,,,,,,,,,,,,,
1,5,4,3,,1,,2,5,6,,,,,,,,,,,,,,,,,
1,6,5,6,7,1,8,2,3,4,,,,,,,,,,,,,,,,,
1,7,6,3,,1,,2,4,5,,,,,,,,,,,,,,,,,
1,8,,3,2,1,,4,6,5,,,,,,,,,,,,,,,,,
1,9,3,,,1,6,2,4,5,,,,,,,,,,,,,,,,,
1,10,3,2,8,1,4,5,6,7,,,,,,,,,,,,,,,,,
1,11,6,2,,1,,3,4,5,,,,,,,,,,,,,,,,,
1,12,3,4,,1,2,,6,5,,,,,,,,,,,,,,,,,
1,13,4,,2,1,3,5,6,,,,,,,,,,,,,,,,,,
1,14,6,5,,1,,2,4,3,,,,,,,,,,,,,,,,,
1,15,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,16,,6,4,1,5,2,3,,,,,,,,,,,,,,,,,,
1,17,5,7,6,1,8,2,3,4,,,,,,,,,,,,,,,,,
1,18,7,6,5,1,,2,3,4,,,,,,,,,,,,,,,,,
1,19,3,5,2,1,4,8,7,6,,,,,,,,,,,,,,,,,
1,20,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,21,3,2,8,1,7,4,5,6,,,,,,,,,,,,,,,,,
1,22,,3,2,1,5,6,4,7,,,,,,,,,,,,,,,,,
1,23,,3,6,1,5,2,4,,,,,,,,,,,,,,,,,,
1,24,5,4,6,1,,2,3,,,,,,,,,,,,,,,,,,
1,25,5,4,6,1,3,2,,,,,,,,,,,,,,,,,,,
1,26,,4,6,1,5,2,3,,,,,,,,,,,,,,,,,,
1,27,,,2,1,4,5,3,6,,,,,,,,,,,,,,,,,
1,28,7,6,4,1,,2,3,5,,,,,,,,,,,,,,,,,
1,29,6,5,8,1,3,2,4,7,,,,,,,,,,,,,,,,,
1,30,4,6,,1,,2,3,5,,,,,,,,,,,,,,,,,
1,31,4,6,5,1,8,2,3,7,,,,,,,,,,,,,,,,,
1,32,4,3,8,1,7,2,5,6,,,,,,,,,,,,,,,,,
1,33,3,,2,1,5,6,4,,,,,,,,,,,,,,,,,,
1,34,6,5,4,1,3,2,,,,,,,,,,,,,,,,,,,
1,35,4,5,,1,2,3,6,,,,,,,,,,,,,,,,,,
1,36,4,5,6,1,,2,3,,,,,,,,,,,,,,,,,,
1,37,5,2,6,1,,3,4,,,,,,,,,,,,,,,,,,
1,38,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,39,,,,1,,,,,,,,,,,,,,,,,,,,,
1,40,8,7,6,1,5,2,3,4,,,,,,,,,,,,,,,,,
1,41,5,,,1,3,2,4,6,,,,,,,,,,,,,,,,,
1,42,8,7,4,1,2,3,5,6,,,,,,,,,,,,,,,,,
1,43,6,3,,1,,2,4,5,,,,,,,,,,,,,,,,,
1,44,7,5,,1,2,3,4,6,,,,,,,,,,,,,,,,,
1,45,5,7,6,1,,2,3,4,,,,,,,,,,,,,,,,,
1,46,,,4,1,3,2,5,6,,,,,,,,,,,,,,,,,
1,47,,,6,1,2,3,4,5,,,,,,,,,,,,,,,,,
1,48,6,7,2,1,7,3,4,5,,,,,,,,,,,,,,,,,
1,49,5,6,3,1,4,2,,,,,,,,,,,,,,,,,,,
1,50,6,5,7,1,8,2,3,4,,,,,,,,,,,,,,,,,
2,1,5,,1,,6,2,3,4,,,,,,,,,,,,,,,,,
2,2,4,3,1,,2,,6,5,,,,,,,,,,,,,,,,,
2,3,4,3,1,7,2,5,8,6,,,,,,,,,,,,,,,,,
2,4,6,5,1,2,3,8,7,4,,,,,,,,,,,,,,,,,
2,5,4,,1,2,3,5,6,,,,,,,,,,,,,,,,,,
2,6,4,2,1,8,3,7,6,5,,,,,,,,,,,,,,,,,
2,7,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,8,6,,1,4,5,3,2,,,,,,,,,,,,,,,,,,
2,9,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,10,3,6,1,4,2,,5,,,,,,,,,,,,,,,,,,
2,11,4,5,1,6,2,,3,,,,,,,,,,,,,,,,,,
2,12,8,2,1,7,6,5,4,3,,,,,,,,,,,,,,,,,
2,13,3,6,1,4,2,8,5,7,,,,,,,,,,,,,,,,,
2,15,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,16,4,3,1,8,2,7,5,6,,,,,,,,,,,,,,,,,
2,17,3,4,1,,2,,5,6,,,,,,,,,,,,,,,,,
2,18,4,3,1,5,2,7,8,6,,,,,,,,,,,,,,,,,
2,19,5,2,1,3,6,4,7,8,,,,,,,,,,,,,,,,,
