Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,,,,,,,,,,,3,5,1,6,2,4,,,,,,,,,
1,3,,,,,,,,,4,6,5,3,1,2,7,8,9,10,11,12,,,,,
1,4,,,,,,,,,5,8,6,3,4,1,9,7,2,10,,12,11,,,,
1,6,,,,,,,,,5,10,9,7,1,,6,8,11,12,2,,,4,,,3
1,7,,,,,,,,,3,,2,,1,10,5,11,4,12,6,,7,,8,,9
1,8,,,,,,,,,8,2,3,10,1,9,12,4,5,6,,,11,7,,,
1,9,,,,,,,,,3,,2,,1,,6,,4,,5,12,7,9,8,11,10
1,11,,,,,,,,,,,,12,1,11,10,9,7,8,2,,5,4,3,6,
1,12,,,,,,,,,4,6,5,7,1,8,3,2,9,10,11,,,12,,,
1,13,,,,,,,,,5,9,,4,1,,8,11,,6,3,,,2,7,10,12
1,15,,,,,,,,,,,10,11,1,2,12,,3,4,,,5,6,7,8,
1,16,,,,,,,,,6,7,12,,1,2,,,4,5,,,8,9,10,11,3
1,17,,,,,,,,,7,,6,,1,,2,,5,,3,,,,4,,
1,18,,,,,,,,,6,7,8,9,1,13,17,14,2,10,16,15,3,12,4,11,5
1,21,1,,2,4,,3,5,6,4,12,,7,1,3,11,,8,6,2,,,9,10,5,
1,22,,,,,,,,,6,,2,,1,,3,,,,,,4,,5,,
1,23,,,,,,,,,2,4,5,3,1,6,7,9,8,10,14,,12,,13,,
1,24,,,,,,,,,3,6,2,5,1,4,7,8,9,10,12,11,,,,,
1,26,,,,,,,,,8,6,7,,1,,9,,10,,2,,5,11,3,12,4
1,27,,,,,,,,,5,7,8,6,1,2,9,10,4,11,,,12,3,,,
1,28,1,,2,6,3,,4,5,,12,11,,1,10,3,4,2,9,5,8,7,6,,,
1,29,,,,,,,,,8,,7,,1,,,,2,,3,,4,,5,,6
1,30,,,,,,,,,8,11,9,3,1,7,,2,4,10,,,,5,6,,12
1,31,,,,,,,,,5,6,7,8,1,2,,9,3,4,,,10,11,12,,
1,33,,,,,,,,,1,3,5,7,9,11,15,13,17,16,12,14,8,10,6,2,4
1,34,,,,,,,,,1,,2,,4,,3,,5,,6,,,,,,
1,35,1,4,3,2,5,7,6,8,1,,2,,3,,4,,5,,6,,7,,11,,12
1,36,,,,,,,,,1,11,2,12,3,,4,,5,,6,,7,,8,,9
1,37,,,,,,,,,5,8,1,2,3,7,4,6,9,12,11,10,,,,,
1,39,,,,,,,,,6,,5,,2,,1,,7,,3,,8,,4,,9
1,40,,,,,,,,,3,4,5,6,7,8,1,2,9,11,11,12,13,14,15,16,17
1,41,,,,,,,,,10,11,3,4,17,,1,2,12,13,5,6,7,8,15,16,9
1,42,,,,,,,,,10,,,,3,9,1,5,,,2,6,4,11,8,12,7
1,43,,,,,,,,,4,10,3,11,2,12,1,,5,,6,,7,,8,,9
1,44,,,,,,,,,3,,4,,2,8,1,12,5,,6,,7,,9,10,11
1,45,,,,,,,,,,,3,4,10,11,1,2,8,9,6,7,12,,,,5
1,46,,,,1,,,,,2,,4,10,6,,1,11,7,,3,12,5,,8,,9
1,47,,,,,,,,,,7,5,9,,12,8,6,1,11,,4,10,,,2,3
1,48,,,,,1,,,,2,,3,,4,,,,12,1,10,11,5,9,7,8,6
1,49,,,,,,,,,5,6,7,8,3,4,,,1,2,,,9,10,11,12,
1,50,,,,,,,,,5,6,16,17,14,15,3,4,13,12,1,2,10,11,7,8,9
2,1,1,3,4,5,6,2,,,,,,,,,,,,,,,,,,,
2,2,1,2,3,,,,4,5,,,,,,,,,,,,,,,,,
2,3,1,3,2,5,4,6,,,1,4,2,3,5,6,7,8,9,10,11,12,,,,,
2,4,1,4,3,2,6,,,5,,,,,,,,,,,,,,,,,
2,5,1,7,2,3,4,6,5,8,,,,,,,,,,,,,,,,,
2,6,1,4,2,5,6,3,,,,,,,,,,,,,,,,,,,
2,7,1,6,3,2,4,5,7,8,,,,,,,,,,,,,,,,,
2,8,1,,,,,,,,2,4,3,5,,6,,,,,,,,,,,
2,9,1,3,7,,,,,,2,4,5,6,8,9,,,,,,,,,,,
2,10,1,6,2,5,3,4,,,,,,,,,,,,,,,,,,,
2,11,1,3,2,5,7,4,6,8,,,,,,,,,,,,,,,,,
2,12,1,4,6,3,5,,,2,,,,,,,,,,,,,,,,,
2,13,1,2,3,4,5,6,7,8,1,5,2,6,3,7,4,8,9,10,11,12,13,14,16,15,17
2,14,1,4,5,2,,3,6,,,,,,,,,,,,,,,,,,
2,15,1,2,4,3,5,6,7,8,,,,,,,,,,,,,,,,,
2,16,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,17,1,5,4,2,6,3,,,,,,,,,,,,,,,,,,,
2,18,1,2,3,4,5,6,7,8,,,,,1,,,,,,,,,,,,
2,19,1,,2,3,4,,5,6,,,,,,,,,,,,,,,,,
2,20,1,3,4,2,5,6,,,3,8,,4,1,,6,9,,,5,10,,11,8,7,12
2,21,1,3,5,6,7,8,,,,,,,,,,,,,,,,,,,
2,22,1,5,4,2,3,6,,,,,,,,,,,,,,,,,,,
2,23,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,24,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,25,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,26,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,27,1,3,2,5,4,,,6,,,,,,,,,,,,,,,,,
2,28,1,5,6,4,3,7,2,8,,,,,,,,,,,,,,,,,
2,29,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,30,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,31,1,7,5,2,6,,3,4,,,,,,,,,,,,,,,,,
2,32,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,33,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,34,1,4,3,,2,,5,6,,,,,,,,,,,,,,,,,
2,35,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,36,1,2,4,3,5,6,,,,,,,,,,,,,,,,,,,
2,37,1,2,6,3,4,5,,,,,,,,,,,,,,,,,,,
2,38,1,3,4,6,5,7,,,,,,,,,,,,,,,,,,,
2,39,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,40,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,41,1,,,,,,,,,,,,,,,,,,,,,,,,
2,42,1,2,3,4,5,6,7,,,,,,,,,,,,,,,,,,
2,43,1,6,3,5,2,4,,,,,,,,,,,,,,,,,,,
2,44,1,3,2,5,4,6,,,,,,,,,,,,,,,,,,,
2,45,1,2,3,4,6,5,,,,,,,,,,,,,,,,,,,
2,46,1,,2,,3,6,4,5,,,,,,,,,,,,,,,,,
2,47,1,,2,5,,3,4,6,,,,,,,,,,,,,,,,,
2,48,1,3,4,5,7,6,,,,,,,,,,,,,,,,,,,
2,49,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,50,1,,2,3,4,5,6,,,,,,,,,,,,,,,,,,
3,1,1,2,4,3,6,5,,,,,,,,,,,,,,,,,,,
3,2,1,6,5,2,3,4,,,,,,,,,,,,,,,,,,,
3,3,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,4,1,3,4,2,5,6,7,8,,,,,,,,,,,,,,,,,
3,5,1,2,3,4,5,,,6,,,,,,,,,,,,,,,,,
3,6,1,,5,2,6,7,4,3,,,,,,,,,,,,,,,,,
3,7,1,3,4,5,2,6,,,,,,,,,,,,,,,,,,,
3,8,1,2,4,5,6,,,,,,,,,,,,,,,,,,,,
3,9,1,4,3,6,5,2,,,,,,,,,,,,,,,,,,,
3,10,1,,2,3,4,,5,6,,,,,,,,,,,,,,,,,
3,11,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,12,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,13,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
3,14,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,15,1,,5,2,4,,3,6,,,,,,,,,,,,,,,,,
3,16,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,17,1,3,4,5,6,2,,,,,,,,,,,,,,,,,,,
3,18,1,4,2,3,6,5,7,8,,,,,,,,,,,,,,,,,
3,19,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,20,1,7,6,5,8,4,2,3,,,,,,,,,,,,,,,,,
3,21,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,22,1,,2,3,4,,5,6,,,,,,,,,,,,,,,,,
3,23,1,,2,3,5,4,6,,,,,,,,,,,,,,,,,,
3,24,1,3,2,4,5,6,,,,,,,,,,,,,,,,,,,
3,25,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,26,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,27,1,2,4,5,3,,6,,,,,,,,,,,,,,,,,,
3,28,1,4,3,2,5,,6,,,,,,,,,,,,,,,,,,
3,29,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,30,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
3,32,1,,2,,3,5,4,6,,,,,,,,,,,,,,,,,
3,33,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
3,34,1,8,2,3,4,5,7,6,,,,,,,,,,,,,,,,,
3,35,1,5,2,3,4,6,,,,,,,,,,,,,,,,,,,
3,36,1,,2,3,4,5,6,,,,,,,,,,,,,,,,,,
