Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,2,4,3,1,,2,,5,6,,,,,,,,,,,,,,,,,
1,3,4,3,1,7,2,8,6,5,,,,,,,,,,,,,,,,,
1,4,4,8,1,2,5,3,6,7,,,,,,,,,,,,,,,,,
1,5,4,6,1,5,8,2,3,7,,,,,,,,,,,,,,,,,
1,6,5,3,1,4,2,6,,,,,,,,,,,,,,,,,,,
1,7,5,6,1,2,7,3,4,8,,,,,,,,,,,,,,,,,
1,8,4,3,1,8,2,7,6,5,,,,,,,,,,,,,,,,,
1,9,3,8,1,5,2,7,4,6,,,,,,,,,,,,,,,,,
1,10,6,,1,2,3,,4,5,,,,,,,,,,,,,,,,,
1,11,7,6,1,2,3,4,8,5,,,,,,,,,,,,,,,,,
1,12,6,,1,2,3,4,5,,,,,,,,,,,,,,,,,,
1,13,4,6,1,3,2,5,7,8,,,,,,,,,,,,,,,,,
1,14,3,2,1,6,4,8,5,7,,,,,,,,,,,,,,,,,
1,15,3,4,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,16,4,8,1,6,2,5,3,7,,,,,,,,,,,,,,,,,
1,17,3,5,1,,2,,4,6,,,,,,,,,,,,,,,,,
1,18,7,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,19,4,3,1,,2,,5,6,,,,,,,,,,,,,,,,,
1,20,4,2,1,3,5,8,6,7,,,,,,,,,,,,,,,,,
1,21,3,4,1,7,2,8,6,5,,,,,,,,,,,,,,,,,
1,22,5,2,1,6,7,8,4,3,,,,,,,,,,,,,,,,,
1,23,3,4,1,5,2,6,7,8,,,,,,,,,,,,,,,,,
1,24,3,2,1,7,6,8,4,5,,,,,,,,,,,,,,,,,
1,25,,2,1,3,4,,5,6,,,,,,,,,,,,,,,,,
1,26,5,7,1,2,3,8,4,6,,,,,,,,,,,,,,,,,
1,27,5,,1,4,2,,6,3,,,,,,,,,,,,,,,,,
1,28,4,3,1,5,6,2,,,,,,,,,,,,,,,,,,,
1,29,8,4,1,5,3,2,6,7,,,,,,,,,,,,,,,,,
1,30,2,3,1,,5,,4,6,,,,,,,,,,,,,,,,,
1,31,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,32,7,6,1,2,4,3,5,8,,,,,,,,,,,,,,,,,
1,33,3,4,1,8,2,6,5,7,,,,,,,,,,,,,,,,,
1,34,5,6,1,7,2,8,3,4,,,,,,,,,,,,,,,,,
1,35,3,,1,2,4,,6,5,,,,,,,,,,,,,,,,,
1,36,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
