Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,1,3,5,4,2,6,,,,,,,,,,,,,,,,,,,
1,2,1,5,6,3,2,4,,,,,,,,,,,,,,,,,,,
1,3,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,4,1,3,2,5,4,6,,,,,,,,,,,,,,,,,,,
1,5,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,6,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,7,1,6,3,4,2,5,7,8,,,,,,,,,,,,,,,,,
1,8,1,3,5,2,4,6,,,,,,,,,,,,,,,,,,,
1,9,1,2,3,4,5,6,7,8,1,10,2,11,3,12,4,13,5,14,6,15,7,16,8,17,9
1,10,1,2,3,4,5,6,7,8,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9
1,11,1,2,3,4,5,6,,,1,,,,,,,,,,,,,,,,
1,12,1,3,2,4,5,6,,,,,,,,,,,,,,,,,,,
1,13,1,3,2,5,4,6,7,8,,,,,,,,,,,,,,,,,
1,14,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,15,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,16,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,17,1,3,5,6,4,2,,,,,,,,,,,,,,,,,,,
1,18,1,3,4,5,2,,,6,,,,,,,,,,,,,,,,,
1,19,1,2,3,4,5,6,8,,,,,,,,,,,,,,,,,,
1,20,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,21,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,22,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,23,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,24,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,25,1,2,3,4,,5,6,,,,,,,,,,,,,,,,,,
1,26,1,2,5,4,6,3,,,,,,,,,,,,,,,,,,,
1,27,1,5,4,6,2,3,,,,,,,,,,,,,,,,,,,
1,28,1,3,4,6,2,5,8,7,,,,,,,,,,,,,,,,,
1,29,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,30,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,31,1,4,5,6,8,,2,3,,,,,,,,,,,,,,,,,
1,32,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,33,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,34,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
