Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,3,2,4,5,6,1,,,,,,,,,,,,,,,,,,,
1,2,,,5,2,6,1,3,4,,,,,,,,,,,,,,,,,
1,3,,5,6,3,,1,4,2,,,,,,,,,,,,,,,,,
1,4,8,7,6,5,3,1,2,4,,,,,,,,,,,,,,,,,
1,5,6,4,,2,,1,3,5,,,,,,,,,,,,,,,,,
1,6,5,4,7,2,8,1,6,3,,,,,,,,,,,,,,,,,
1,7,3,7,2,5,,1,4,6,,,,,,,,,,,,,,,,,
1,8,6,4,3,2,5,1,7,8,,,,,,,,,,,,,,,,,
1,9,3,2,7,4,8,1,5,6,,,,,,,,,,,,,,,,,
1,10,4,5,7,2,8,1,3,6,,,,,,,,,,,,,,,,,
1,11,,6,5,2,4,1,3,,,,,,,,,,,,,,,,,,
1,12,4,3,5,2,,1,,6,,,,,,,,,,,,,,,,,
1,13,7,8,5,3,6,1,2,4,,,,,,,,,,,,,,,,,
1,14,8,6,7,5,4,1,2,3,,,,,,,,,,,,,,,,,
1,15,4,,5,2,6,1,3,,,,,,,,,,,,,,,,,,
1,16,,6,5,3,2,1,4,,,,,,,,,,,,,,,,,,
1,17,6,2,8,4,7,1,3,5,,,,,,,,,,,,,,,,,
1,18,6,4,8,2,7,1,5,3,,,,,,,,,,,,,,,,,
1,19,6,4,,2,,1,5,3,,,,,,,,,,,,,,,,,
1,20,5,3,,2,6,1,4,,,,,,,,,,,,,,,,,,
1,21,6,7,3,1,8,5,4,2,,,,,,,,,,,,,,,,,
1,22,4,2,3,1,5,6,,,,,,,,,,,,,,,,,,,
1,23,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,24,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,25,6,4,3,1,,5,,2,,,,,,,,,,,,,,,,,
1,26,5,3,7,1,8,2,4,6,,,,,,,,,,,,,,,,,
1,27,,,5,1,6,2,4,3,,,,,,,,,,,,,,,,,
1,28,6,4,,1,,2,3,5,,,,,,,,,,,,,,,,,
1,29,,3,2,1,,4,5,6,12,8,2,,1,7,11,,3,6,,,,5,4,10,9
1,30,6,5,8,1,7,2,3,4,,,,,,,,,,,,,,,,,
