Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,8,1,5,2,3,4,6,7,,,,,,,,,,,,,,,,,
1,2,3,4,1,6,2,8,5,7,,,,,,,,,,,,,,,,,
1,3,,3,1,6,2,,5,4,,,,,,,,,,,,,,,,,
1,4,3,8,1,6,2,5,4,7,,,,,,,,,,,,,,,,,
1,5,5,,1,3,2,6,4,,,,,,,,,,,,,,,,,,
1,6,5,4,1,3,2,8,7,6,,,,,,,,,,,,,,,,,
1,7,3,4,1,5,2,,6,,,,,,,,,,,,,,,,,,
1,8,5,,1,,3,6,2,4,,,,,,,,,,,,,,,,,
1,9,,,1,,2,,,,,,,,,,,,,,,,,,,,
1,10,3,4,1,5,2,8,6,7,,,,,,,,,,,,,,,,,
1,11,5,4,1,,2,,3,6,,,,,,,,,,,,,,,,,
1,12,3,5,1,4,2,,6,,,,,,,,,,,,,,,,,,
1,13,4,3,1,5,2,6,,,,,,,1,,,,,,,,,,,,
1,14,,6,3,1,2,,4,5,,,,,,,,,,,,,,,,,
1,15,3,,5,1,,2,4,6,,,,,,,,,,,,,,,,,
1,16,,,3,1,6,,2,4,,,,,,,,,,,,,,,,,
1,17,6,,4,1,3,2,5,,,,,,,,,,,,,,,,,,
1,18,5,6,,1,,2,3,4,,,,,,,,,,,,,,,,,
1,19,,,3,1,6,4,5,2,,,,,,,,,,,,,,,,,
1,20,6,5,,1,,2,3,4,,,,,,,,,,,,,,,,,
1,21,,,,1,2,3,4,5,,,,,,,6,,7,,8,,9,,10,,
1,22,5,3,2,,1,,4,6,,,,,,,,,,,,,,,,,
1,23,2,5,3,7,1,8,4,6,,,,,,,,,,,,,,,,,
1,24,3,5,2,7,1,8,4,6,,,,,,,,,,,,,,,,,
1,25,5,4,6,,1,2,,3,,,,,,,,,,,,,,,,,
1,26,4,2,3,7,1,,6,5,,,,,,,,,,,,,,,,,
1,27,5,6,2,3,1,,4,,,,,,,,,,,,,,,,,,
1,28,3,4,2,5,1,6,,,,,,,,,,,,,,,,,,,
1,29,3,4,2,6,1,,,5,,,,,,,,,,,,,,,,,
1,30,5,4,2,6,1,7,,3,,,,,,,,,,,,,,,,,
1,31,3,,2,6,1,5,4,,,,,,,,,,,,,,,,,,
1,32,2,4,3,5,1,,6,,,,,,,,,,,,,,,,,,
1,33,4,3,2,5,1,6,,,,,,,,,,,,,,,,,,,
1,34,4,2,3,6,1,,5,,,,,,,,,,,,,,,,,,
1,35,,3,2,4,1,,5,6,,,,,,,,,,,,,,,,,
1,36,,,,,,,,,2,6,5,8,3,9,15,13,1,4,17,16,7,11,14,12,10
1,37,,,,,,,,,3,4,5,6,7,8,9,10,1,2,16,17,14,15,12,13,11
1,38,,,,,,,,,6,7,,,3,4,10,11,1,2,,,8,9,12,,5
1,39,3,2,4,5,6,1,,,,,,,,,,,,,,,,,,,
1,40,6,4,8,5,7,1,2,3,,,,,,,,,,,,,,,,,
1,41,,,,,,,,,6,7,2,3,8,9,,,4,5,,,10,11,,12,1
1,42,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,43,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,45,1,,2,4,,3,6,5,,,,,,,,,,,,,,,,,
1,46,4,5,1,3,2,8,6,7,,,,,,,,,,,,,,,,,
1,47,,,1,3,2,4,5,6,,,,,,,,,,,,,,,,,
