Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,5,1,8,2,7,6,3,4,,,,,,,,,,,,,,,,,
1,2,5,1,2,3,4,6,7,,,,,,,,,,,,,,,,,,
1,3,,1,5,4,6,2,3,,,,,,,,,,,,,,,,,,
1,4,5,1,4,8,2,3,6,7,,,,,,,,,,,,,,,,,
1,5,7,1,,5,2,6,3,4,,,,,,,,,,,,,,,,,
1,6,3,1,,6,4,2,5,,,,,,,,,,,,,,,,,,
1,7,4,1,6,2,8,3,5,7,,,,,,,,,,,,,,,,,
1,8,,1,2,3,6,4,,5,,,,,,,,,,,,,,,,,
1,9,5,1,4,7,6,2,3,8,,,,,,,,,,,,,,,,,
1,10,,1,3,2,6,4,5,,,,,,,,,,,,,,,,,,
1,11,8,1,7,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,12,5,1,2,4,3,,6,,,,,,,,,,,,,,,,,,
1,13,7,1,8,5,2,3,4,6,,,,,,,,,,,,,,,,,
1,14,6,1,3,2,5,7,8,4,,,,,,,,,,,,,,,,,
1,15,7,1,6,2,8,3,5,4,,,,,,,,,,,,,,,,,
1,16,,1,7,6,2,5,3,4,,,,,,,,,,,,,,,,,
1,17,,1,6,4,3,2,5,,,,,,,,,,,,,,,,,,
1,18,2,1,6,7,3,5,8,4,,,,,,,,,,,,,,,,,
1,19,6,1,2,8,7,5,3,4,,,,,,,,,,,,,,,,,
1,20,6,1,2,8,3,7,5,4,,,,,,,,,,,,,,,,,
1,21,6,1,,,2,3,4,5,,,,,,,,,,,,,,,,,
1,22,3,1,2,,4,,5,6,,,,,,,,,,,,,,,,,
1,23,5,1,,2,6,3,4,,,,,,,,,,,,,,,,,,
1,24,6,1,2,,5,,4,3,,,,,,,,,,,,,,,,,
1,25,6,1,,5,,2,4,3,,,,,,,,,,,,,,,,,
1,26,2,1,6,7,3,4,8,5,,,,,,,,,,,,,,,,,
1,27,5,1,,3,6,2,4,,,,,,,,,,,,,,,,,,
1,28,2,1,6,5,7,,3,4,,,,,,,,,,,,,,,,,
1,29,2,1,4,7,3,8,5,6,,,,,,,,,,,,,,,,,
1,30,4,1,5,,2,6,,3,,,,,,,,,,,,,,,,,
1,31,6,1,,3,,2,4,5,,,,,,,,,,,,,,,,,
1,32,7,1,2,5,3,4,6,8,,,,,,,,,,,,,,,,,
1,33,3,1,,6,2,,4,5,,,,,,,,,,,,,,,,,
1,34,3,1,7,8,2,5,4,6,,,,,,,,,,,,,,,,,
1,35,6,1,2,5,3,4,7,8,,,,,,,,,,,,,,,,,
1,36,5,1,8,2,7,6,3,4,,,,,,,,,,,,,,,,,
1,37,5,1,3,,2,,4,6,,,,,,,,,,,,,,,,,
1,38,2,1,4,5,3,6,,,,,,,,,,,,,,,,,,,
1,39,7,1,6,5,4,3,8,2,,,,,,,,,,,,,,,,,
1,40,2,1,3,5,4,8,6,7,,,,,,,,,,,,,,,,,
1,41,3,1,8,2,5,6,4,7,,,,,,,,,,,,,,,,,
1,42,3,1,,2,,4,5,6,,,,,,,,,,,,,,,,,
1,43,3,1,8,2,4,5,6,7,,,,,,,,,,,,,,,,,
1,44,4,1,2,3,,5,6,,,,,,,,,,,,,,,,,,
1,45,4,1,3,2,,6,5,,,,,,,,,,,,,,,,,,
1,46,5,1,2,3,4,,7,6,,,,,,,,,,,,,,,,,
1,47,3,1,4,5,8,2,6,7,,,,,,,,,,,,,,,,,
1,48,5,1,,3,,2,4,6,,,,,,,,,,,,,,,,,
1,49,2,1,5,6,,4,3,,,,,,,,,,,,,,,,,,
1,50,2,1,3,4,5,6,7,,,,,,,,,,,,,,,,,,
2,1,3,2,1,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,2,8,5,1,3,2,4,6,7,,,,,,,,,,,,,,,,,
2,3,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,4,5,6,1,,,2,4,3,,,,,,,,,,,,,,,,,
2,5,6,,1,4,2,3,5,,,,,,,,,,,,,,,,,,
2,6,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,7,4,3,1,5,2,,7,6,,,,,,,,,,,,,,,,,
2,8,6,5,1,,2,3,3,4,,,,,,,,,,,,,,,,,
2,9,3,8,1,7,2,4,5,6,,,,,,,,,,,,,,,,,
2,10,6,3,1,,2,4,5,,,,,,,,,,,,,,,,,,
2,11,3,6,1,7,2,8,4,5,,,,,,,,,,,,,,,,,
2,12,3,2,1,,4,,5,6,,,,,,,,,,,,,,,,,
2,13,,,,,,,,,9,10,5,6,1,2,15,14,3,4,17,16,7,8,11,12,13
2,14,4,,1,5,6,7,2,3,4,10,3,,1,9,5,,6,8,,,2,7,11,,12
2,15,5,2,1,,3,,4,,,6,3,,1,2,,10,11,5,,7,,9,12,,4
2,16,6,5,1,,2,,4,3,11,12,9,10,1,2,,,,,3,4,5,6,7,8,
2,17,6,7,1,4,2,5,3,8,3,4,5,2,1,9,6,8,7,17,15,10,11,16,12,14,13
2,18,3,6,1,,2,,4,5,5,8,6,7,1,3,,,2,4,,,9,10,11,12,
2,19,4,6,1,,2,,3,5,7,8,12,,2,1,,,4,3,,,5,6,9,10,11
2,20,,,,,,,,,7,8,5,6,1,4,15,14,2,3,16,17,9,10,11,13,12
2,21,,,,,,,,,12,,,,2,1,,,4,3,10,11,8,9,6,5,7
2,22,,6,1,5,2,3,4,,,,12,,1,2,10,11,3,4,7,8,5,6,,,9
2,23,2,1,3,6,4,5,7,8,,,,,,,,,,,,,,,,,
2,24,3,1,2,,4,,6,5,,,,,,,,,,,,,,,,,
2,25,2,1,,3,5,4,6,,,,,,,,,,,,,,,,,,
2,26,2,1,6,,,3,4,5,,,,,,,,,,,,,,,,,
2,27,7,1,,3,2,4,5,6,,,,,,,,,,,,,,,,,
2,28,4,1,2,6,3,8,7,5,,,,,,,,,,,,,,,,,
