Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,1,,3,4,5,2,6,,,,,,,,,,,,,,,,,,
1,2,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,3,1,6,3,4,2,,5,,,,,,,,,,,,,,,,,,
1,4,1,6,5,3,2,,4,,,,,,,,,,,,,,,,,,
1,5,1,4,3,2,,6,5,,,,,,,,,,,,,,,,,,
1,6,1,8,7,2,5,3,6,4,,,,,,,,,,,,,,,,,
1,7,1,2,3,4,6,5,,,,,,,,,,,,,,,,,,,
1,8,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,9,1,3,2,5,4,,6,,,,,,,,,,,,,,,,,,
1,10,1,2,4,3,5,6,,,,,,,,,,,,,,,,,,,
1,11,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,12,1,3,2,4,6,5,7,8,,,,,,,,,,,,,,,,,
1,13,1,6,,2,5,3,4,,,,,,,,,,,,,,,,,,
1,14,1,2,3,,4,5,6,,,,,,,,,,,,,,,,,,
1,15,1,2,5,4,3,,6,7,,,,,,,,,,,,,,,,,
1,16,1,2,3,4,5,,6,,,,,,,,,,,,,,,,,,
1,17,1,,2,5,4,3,6,,,,,,,,,,,,,,,,,,
1,18,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,19,1,2,,4,2,6,5,3,,,,,,,,,,,,,,,,,
1,20,1,2,4,5,6,7,8,,,,,,,,,,,,,,,,,,
1,21,1,3,4,6,2,,,5,,,,,,,,,,,,,,,,,
1,22,1,3,4,,2,6,5,,,6,7,,1,2,3,,8,10,9,,,5,11,4,12
1,23,1,2,3,,5,6,4,,,,,,,,,,,,,,,,,,
1,24,1,,6,4,5,2,3,,,,,,,,,,,,,,,,,,
1,25,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,26,1,,4,2,6,3,,5,1,,,3,,,2,,,4,,,5,,,6,
1,27,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,28,1,3,2,4,5,,6,,,,,,,,,,,,,,,,,,
1,29,1,3,7,6,2,8,4,5,,,,,,,,,,,,,,,,,
1,30,1,2,3,5,6,,4,,,,,,,,,,,,,,,,,,
1,31,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,32,1,,2,4,3,7,5,6,,,,,,,,,,,,,,,,,
1,33,1,,4,2,5,6,3,,,,,,,,,,,,,,,,,,
1,34,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,35,1,3,4,5,6,7,,,1,,2,,4,,3,,,,,,,,,,
1,36,1,,5,2,,4,6,3,,,,,,,,,,,,,,,,,
1,37,1,3,2,4,5,6,,,,,,,,,,,,,,,,,,,
1,38,1,3,5,6,,4,,2,,,,,,,,,,,,,,,,,
1,39,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,40,1,3,5,7,6,8,,,,,,,,,,,,,,,,,,,
1,41,1,4,2,3,5,,6,,,,,,,,,,,,,,,,,,
1,42,1,5,2,4,3,6,,,,,,,,,,,,,,,,,,,
1,43,1,2,6,5,4,3,,,,,,,,,,,,,,,,,,,
1,44,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,45,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,46,1,2,3,6,7,,8,,,,,,,,,,,,,,,,,,
1,47,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,
1,48,1,,2,4,,6,,,,,,,,,,,,,,,,,,,
1,49,1,2,3,4,5,6,,,1,10,2,11,3,12,4,,5,,6,,7,,8,,9
1,50,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
2,1,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
