Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,5,,6,1,,3,2,4,,,,,,,,,,,,,,,,,
1,2,,,,1,,,,,,,,,,,,,,,,,,,,,
1,3,7,5,2,1,4,3,6,8,,,,,,,,,,,,,,,,,
1,4,,,6,1,2,3,4,5,,,,,,,,,,,,,,,,,
1,5,8,7,7,1,5,2,4,3,,,,,,,,,,,,,,,,,
1,6,3,5,4,1,,2,6,,,,,,,,,,,,,,,,,,
1,7,5,3,2,1,,,4,6,,,,,,,,,,,,,,,,,
1,8,,6,3,1,,2,5,4,,,,,,,,,,,,,,,,,
1,9,,,2,1,4,3,5,6,,,,,,,,,,,,,,,,,
1,10,6,5,4,1,2,3,7,8,,,,,,,,,,,,,,,,,
1,11,,,2,1,6,5,4,3,,,,,,,,,,,,,,,,,
1,12,,,4,1,6,3,5,7,,,,,,,,,,,,,,,,,
1,13,5,3,4,1,,2,6,,,,,,,,,,,,,,,,,,
1,14,,,3,1,2,4,5,6,,,,,,,,,,,,,,,,,
1,15,6,4,,1,,3,5,2,,,,,,,,,,,,,,,,,
1,16,5,4,,1,,2,3,6,,,,,,,,,,,,,,,,,
1,19,,6,,1,3,2,4,5,,,,,,,,,,,,,,,,,
1,20,5,4,2,1,3,6,,,,,,,,,,,,,,,,,,,
1,21,,4,3,1,,2,5,6,,,,,,,,,,,,,,,,,
1,22,3,,4,1,5,2,6,,,,,,,,,,,,,,,,,,
1,23,,,2,1,5,6,3,4,,,,,,,,,,,,,,,,,
1,24,,,5,1,4,2,3,6,,,,,,,,,,,,,,,,,
1,25,4,3,2,1,5,6,7,8,,,,,,,,,,,,,,,,,
1,26,4,3,5,1,2,,6,,,,,,,,,,,,,,,,,,
1,27,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,28,,,6,1,2,4,5,3,,,,,,,,,,,,,,,,,
1,29,4,2,5,1,3,6,,,,,,,,,,,,,,,,,,,
1,30,5,6,7,1,8,2,3,4,,,,,,,,,,,,,,,,,
1,31,2,3,4,1,5,6,8,7,,,,,,,,,,,,,,,,,
1,32,,6,,1,2,3,4,5,,,,,,,,,,,,,,,,,
1,33,,,6,1,2,3,4,5,,,,,,,,,,,,,,,,,
1,34,3,2,4,1,5,7,6,8,,,,,,,,,,,,,,,,,
1,35,7,8,2,1,3,4,5,6,,,,,,,,,,,,,,,,,
1,36,4,3,5,1,2,,,,,,,,,,,,,,,,,,,,
1,37,,,5,1,6,2,4,3,,,,,,,,,,,,,,,,,
1,38,5,8,4,2,6,1,3,7,,,,,,,,,,,,,,,,,
1,39,,4,6,2,,1,3,5,,,,,,,,,,,,,,,,,
1,40,,6,5,3,4,1,2,,,,,,,,,,,,1,,,,,,
1,41,5,,2,3,6,1,4,,,,,,,,,,,,,,,,,,
1,42,,,2,4,3,1,5,6,,,,,,,,,,,,,,,,,
1,43,7,,3,8,5,1,2,4,,,,,,,,,,,,,,,,,
1,44,4,5,2,3,,1,6,,,,,,,,,,,,,,,,,,
1,46,4,3,6,5,2,1,,,,,,,,,,,,,,,,,,,
1,47,,,,,,1,,,,,,,,,,,,,,,,,,,
1,48,6,5,2,3,4,1,,,,,,,,,,,,,,,,,,,
1,49,5,2,4,3,6,1,,,,,,,,,,,,,,,,,,,
1,50,5,,,2,4,1,3,6,,,,,,,,,,,,,,,,,
2,1,5,6,1,4,,2,,3,5,,,,1,,,,6,,2,,,,4,,3
2,2,2,3,1,4,6,5,,,,,,,,,,,,,,,,,,,
