Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,8,5,1,6,2,7,3,4,,,,,,,,,,,,,,,,,
1,2,,4,1,3,2,6,5,,,,,,,,,,,,,,,,,,
1,3,2,3,1,4,5,,6,,,,,,,,,,,,,,,,,,
1,4,4,3,1,5,2,8,7,6,,,,,,,,,,,,,,,,,
1,5,6,4,1,3,2,5,,,,,,,,,,,,,,,,,,,
1,6,5,4,1,3,2,8,7,6,,,,,,,,,,,,,,,,,
1,7,7,8,1,3,2,4,5,6,,,,,,,,,,,,,,,,,
1,8,2,7,1,5,6,8,3,4,,,,,,,,,,,,,,,,,
1,9,5,8,1,2,3,6,7,4,,,,,,,,,,,,,,,,,
1,10,4,3,1,5,2,6,7,8,,,,,,,,,,,,,,,,,
1,11,4,3,1,6,2,,5,,,,,,,,,,,,,,,,,,
1,12,8,7,1,6,2,5,3,4,,,,,,,,,,,,,,,,,
1,13,5,6,1,7,2,8,3,4,,,,,,,,,,,,,,,,,
1,14,,,1,3,2,6,5,4,,,,,,,,,,,,,,,,,
1,15,4,5,1,3,2,8,6,7,,,,,,,,,,,,,,,,,
1,16,3,2,1,4,5,6,8,7,,,,,,,,,,,,,,,,,
1,17,3,5,1,4,2,8,6,7,,,,,,,,,,,,,,,,,
1,18,,3,1,5,4,2,6,,,,,,,,,,,,,,,,,,
1,19,3,2,1,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,20,5,,1,2,3,,4,6,,,,,,,,,,,,,,,,,
1,21,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,22,2,,1,4,3,5,,6,,,,,,,,,,,,,,,,,
