Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,1,7,5,7,4,,6,3,4,5,12,11,2,3,6,7,1,,,12,11,,9,10,8
1,2,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,3,1,2,,4,,3,5,6,,,,,,,,,,,,,,,,,
1,4,1,4,3,6,2,7,8,5,,,,,,,,,,,,,,,,,
1,5,1,,2,4,3,,5,6,,,,,,,,,,,,,,,,,
1,6,1,2,3,4,6,,,,,,,,,,,,,,,,,,,,
1,7,1,2,,,6,3,4,5,,,,,,,,,,,,,,,,,
1,8,1,5,6,2,3,,4,,,,,,,,,,,,,,,,,,
1,9,1,6,2,3,4,5,,,,,,,,,,,,,,,,,,,
1,10,1,6,8,2,7,4,5,3,4,,3,6,5,,2,,,,1,10,7,9,8,11,12
1,11,1,3,5,6,2,,4,,,,,,,,,,,,,,,,,,
1,12,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,13,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,14,1,,,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,15,1,7,2,3,6,5,,4,,,,,,,,,,,,,,,,,
1,16,1,3,2,5,4,6,8,7,,,,,,,,,,,,,,,,,
1,17,1,2,6,8,3,7,4,5,,,,,,,,,,,,,,,,,
1,18,1,3,5,4,2,,,6,,,,,,,,,,,,,,,,,
1,19,1,2,7,6,3,8,4,5,,,,,,,,,,,,,,,,,
1,20,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,21,1,4,8,7,6,2,3,5,,,,,,,,,,,,,,,,,
1,22,1,,2,6,3,5,4,,9,10,1,11,8,,,2,,7,,,12,3,5,4,6
1,23,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,24,1,3,2,4,8,6,5,7,7,2,1,6,2,5,3,3,5,4,9,8,8,7,6,1,4
1,25,1,,2,3,4,,5,6,,,,,,,,,,,,,,,,,
1,26,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,27,1,,2,,3,4,5,6,,,,,,,,,,,,,,,,,
1,28,1,4,3,7,2,8,6,5,,,,,,,,,,,,,,,,,
1,29,1,3,2,5,4,,6,,,,,,,,,,,,,,,,,,
