Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,2,,,,,,,,,4,,3,,1,,5,,2,,,,,,6,,
1,8,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,9,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,10,,,,,,,,,2,10,3,11,4,12,5,,6,,7,,8,,9,,1
1,12,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,14,1,2,3,4,5,6,7,8,17,16,14,15,12,13,11,10,9,8,6,7,5,4,2,3,1
1,15,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,16,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,17,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,18,,,,,,,,,8,9,6,7,4,5,,,2,3,,,10,11,12,,1
1,19,,,,,,,,,7,6,8,5,9,2,10,3,11,4,,12,,,,,1
1,20,,,,,,,,,6,7,8,9,,,4,5,,,2,3,,,10,11,1
1,21,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,22,,,,,,,,,9,8,7,6,4,5,12,,2,3,,,,10,,11,1
1,23,,,,,,,,,,,2,,5,,3,,,,4,,6,,,,1
1,25,1,4,6,8,7,,,2,9,,11,,10,,8,,7,,6,,5,,4,,1
1,27,2,,3,5,6,4,,1,,,,,,,,,,,,,,,,,1
1,28,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,29,,,,,,,,,6,7,8,9,4,5,11,,3,12,,,10,2,,,1
1,30,1,5,2,3,4,,6,,2,6,12,10,3,4,,9,5,7,,,,11,,8,1
1,31,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,32,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,33,,,,,,,,,5,7,4,6,13,16,2,14,11,10,3,15,17,9,12,8,1
1,34,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,35,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,36,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,37,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,39,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,40,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,41,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,42,,,,,,,,,17,,12,15,13,14,3,11,9,10,7,8,5,6,2,4,1
1,43,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,44,,,,,,,,,,,8,9,6,7,4,5,2,3,,,10,11,12,,1
1,45,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,46,,,,,,,,,17,16,14,15,13,12,11,10,8,9,7,6,4,5,2,3,1
1,47,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,48,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,49,,,,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,1
1,50,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
2,1,,,,,,,,,2,4,3,5,1,6,7,9,8,10,11,,12,,,,
2,2,,,,,,,,,1,10,2,11,3,12,4,13,5,13,6,14,7,15,8,16,9
2,3,1,2,3,4,5,6,,,1,,2,,3,,4,,5,,6,,,,,,
2,4,,,4,5,3,6,2,1,,,,,,,,,,,,,,,,,
2,5,6,2,3,,4,5,1,,,,,,,,,,,,,,,,,,
2,6,,,6,2,3,4,1,5,,,,,,,,,,,,,,,,,
2,7,6,3,,2,,1,4,5,,,,,,,,,,,,,,,,,
2,8,2,4,3,5,6,1,,,,,,,,,,,,,,,,,,,
2,9,3,6,,2,5,1,4,5,,,,,,,,,,,,,,,,,
2,10,,6,,5,2,1,3,4,,,,,,,,,,,,,,,,,
2,11,4,5,2,8,1,6,3,7,,,,,,,,,,,,,,,,,
2,12,3,1,5,6,2,8,7,4,,,,,,,,,,,,,,,,,
2,13,6,5,7,1,8,2,4,3,,,,,,,,,,,,,,,,,
2,14,,,2,1,3,4,5,6,,,,,,,,,,,,,,,,,
2,15,4,8,2,1,5,7,3,6,,,,,,,,,,,,,,,,,
2,16,2,,6,1,4,5,3,,,,,,,,,,,,,,,,,,
2,17,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
2,18,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
2,19,5,,4,1,3,2,6,,,,,,,,,,,,,,,,,,
2,20,,3,5,1,6,2,4,,,,,,,,,,,,,,,,,,
2,21,6,2,3,1,,,4,5,,,,,,,,,,,,,,,,,
2,22,4,,,1,5,2,6,3,,,,,,,,,,,,,,,,,
2,23,3,2,6,1,4,7,5,8,,,,,,,,,,,,,,,,,
2,24,,,,1,,,,,,,,,,,,,,,,,,,,,
2,25,3,4,,1,,2,5,6,,,,,,,,,,,,,,,,,
2,26,6,,,1,4,5,2,3,,,,,,,,,,,,,,,,,
2,27,6,5,,1,,2,3,4,,,,,,,,,,,,,,,,,
2,28,,,6,1,2,3,4,5,,,,,,,,,,,,,,,,,
2,29,5,4,3,1,2,6,,,,,,,,,,,,,,,,,,,
2,30,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
2,31,,,,1,,,,,,,,,,,1,,,,,,,,,,
2,32,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
2,33,,,1,,,,,,6,7,8,9,4,5,,,2,3,,,10,11,12,,2
2,34,4,2,1,,3,,5,6,,,,,,,,,,,,,,,,,
2,35,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,36,4,,1,6,2,5,3,,,,,,,,,,,,,,,,,,1
2,37,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,38,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,39,5,,1,6,2,3,,4,,,,,,,,,,,,,,,,,
2,40,4,5,1,2,,,3,6,,,,,,,,,,,,,,,,,
2,41,2,8,1,4,3,6,5,7,,,,,,,,,,,,,,,,,
2,42,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,43,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,44,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
2,45,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
2,46,,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
2,47,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
2,48,,,1,3,2,,,4,,,,,,,,,,,,,,,,,1
2,49,6,2,1,3,5,4,,,,,,,3,,,,,,,,,,,,
