Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,,,,,,,,,10,11,12,13,14,15,1,2,16,17,4,5,8,9,6,7,3
1,2,,,,,,,,,12,13,10,11,14,15,1,2,16,17,3,4,5,6,7,8,9
1,3,,,,,,,,,8,16,2,9,15,7,1,10,11,14,4,5,6,13,12,17,3
1,4,,,,,,,,,14,9,8,2,15,3,1,7,10,17,4,16,5,6,11,13,12
1,5,,,,,,,,,7,8,9,10,14,15,1,2,,,3,4,5,6,11,12,13
1,6,,,,,,,,,8,9,7,6,4,3,1,2,,,,,11,5,12,,10
1,7,,,,,,,,,10,,11,,,,1,2,12,,3,4,6,7,8,9,5
1,8,3,2,1,7,4,,5,6,,,,,,,,,,,,,,,,,
1,9,4,8,1,2,7,3,5,6,,,,,,,,,,,,,,,,,
1,10,5,2,1,4,6,3,7,8,,,,,,,,,,,,,,,,,
1,11,6,3,1,5,2,,,4,,,,,,,,,,,,,,,,,
1,12,3,2,1,6,4,,5,,,,,,,,,,,,,,,,,,
1,13,3,2,1,8,5,7,4,6,,,,,,,,,,,,,,,,,
1,14,6,,1,2,4,3,5,,,,,,,,,,,,,,,,,,
1,15,,6,1,5,2,,4,3,,,,,,,,,,,,,,,,,
1,16,,2,1,3,,4,5,6,,,,,,,,,,,,,,,,,
1,17,4,,1,3,2,,6,5,,,,,,,,,,,,,,,,,
1,18,4,3,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,19,3,4,1,,,2,5,6,,,,,,,,,,,,,,,,,
1,20,4,3,1,8,2,7,5,6,,,,,,,,,,,,,,,,,
1,21,3,2,1,,4,6,5,,,,,,,,,,,,,,,,,,
1,22,4,2,1,3,5,6,7,8,,,,,,,,,,,,,,,,,
1,23,4,2,1,,3,,5,6,,,,,,,,,,,,,,,,,
1,24,3,2,1,8,6,7,4,5,,,,,,,,,,,,,,,,,
1,25,,3,1,2,6,,4,5,,,,,,,,,,,,,,,,,
1,26,3,2,1,,,6,5,4,,,,,,,,,,,,,,,,,
1,27,7,6,1,2,3,5,4,8,,,,,,,,,,,,,,,,,
1,28,3,,1,6,2,,4,5,,,,,,,,,,,,,,,,,
1,29,5,2,1,,4,,3,6,,,,,,,,,,,,,,,,,
1,30,,,1,2,3,6,4,5,,,,,,,,,,,,,,,,,
1,31,5,,1,2,3,4,6,,,,,,,,,,,,,,,,,,
1,32,4,5,1,3,2,6,7,8,,,,,,,,,,,,,,,,,
1,33,2,,1,3,5,4,6,7,,,,,,,,,,,,,,,,,
1,34,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
1,35,4,3,1,8,2,5,6,7,,,,,,,,,,,,,,,,,
1,36,4,3,1,,2,,5,6,,,,,,,,,,,,,,,,,
1,37,5,8,1,2,6,7,3,4,,,,,,,,,,,,,,,,,
1,38,4,5,1,6,,,3,2,,,,,,,,,,,,,,,,,
1,39,4,3,1,5,2,7,8,6,,,,,,,,,,,,,,,,,
1,40,,3,1,4,2,,6,5,,,,,,,,,,,,,,,,,
1,41,7,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
1,42,4,2,1,7,6,3,5,8,,,,,,,,,,,,,,,,,
1,43,3,4,1,5,2,6,,,,,,,,,,,,,,,,,,,
1,44,5,2,1,6,4,3,7,8,,,,,,,,,,,,,,,,,
1,45,4,3,1,7,2,8,5,6,,,,,,,,,,,,,,,,,
1,46,7,6,1,6,2,3,4,5,,,,,,,,,,,,,,,,,
1,47,4,3,1,5,2,,6,,,,,,,,,,,,,,,,,,
1,48,3,4,1,5,2,6,7,8,,,,,,,,,,,,,,,,,
1,49,6,2,1,5,4,3,,,,,,,,,,,,,,,,,,,
1,50,7,3,1,5,2,8,6,4,,,,,,,,,,,,,,,,,
2,1,,3,1,,2,6,5,4,,,,,,,,,,,,,,,,,
2,2,7,8,1,3,2,5,4,6,,,,,,,,,,,,,,,,,
2,3,7,6,1,8,2,3,4,5,,,,,,,,,,,,,,,,,
2,4,4,6,1,8,2,7,3,5,,,,,1,2,,,3,4,,,5,6,,,
2,5,4,3,1,2,7,6,5,8,12,,4,5,2,3,1,6,8,9,,,10,11,,,7
2,6,7,6,1,2,5,8,4,3,,,,,,,,,,,,,,,,,
2,7,2,8,1,7,6,5,4,3,,,,,,,,,,,,,,,,,
2,8,,4,1,3,2,,5,6,,,,,,,,,,,,,,,,,
2,9,2,,1,6,3,,4,5,,,,,,,,,,,,,,,,,
2,10,5,4,1,,3,2,7,6,4,,3,9,1,2,8,,6,7,5,,,10,11,,12
2,11,4,,1,3,2,,6,5,7,8,,,1,2,5,6,3,4,,,11,12,9,10,
2,12,4,,1,2,3,,6,5,,,,,,,,,,,,,,,,,
2,13,5,4,1,6,2,,3,,,,,,,,,,,,,,,,,,
2,14,,2,1,,3,4,6,5,,,,,,,,,,,,,,,,,
2,15,3,4,1,,2,,6,5,,,,,,,,,,,,,,,,,
