Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,5,,,4,6,1,3,2,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,11,12,3,4,5,6,,,10,8,,,1,2,7,,9
1,3,,,,,,,,,10,11,12,13,14,15,3,4,16,17,1,2,8,9,5,6,7
1,4,,,,,,,,,3,4,5,,,11,,12,7,8,1,2,9,,,6,10
1,5,,,,,,,,,12,6,11,5,15,17,14,16,10,4,9,3,8,2,7,1,13
1,6,5,2,,,6,4,1,3,,,,,,,,,,,,,,,,,
1,7,,3,6,,4,2,1,5,,,,,,,,,,,,,,,,,
1,8,5,,2,4,3,,1,6,,,,,,,,,,,,,,,,,
1,9,,,,,,,,,10,11,4,5,6,7,,12,2,3,,,8,9,,,1
1,10,,,,,,,,,8,9,6,7,2,3,,12,4,5,,,10,11,,,1
1,11,,,,,,,,,2,3,4,5,8,9,10,11,6,7,14,15,12,13,16,17,1
1,12,,,,,,,,,4,3,6,5,,,12,,8,9,10,11,2,7,,,1
1,13,3,2,,4,6,7,5,1,,,,,,,,,,,,,,,,,
1,14,,3,6,4,,2,5,1,,,,,,,,,,,,,,,,,
1,15,3,,5,,6,4,2,1,,,,,,,,,,,,,,,,,
1,16,,,2,3,4,6,5,1,,,,,,,,,,,,,,,,,
1,17,5,4,3,6,2,7,8,1,,,,,,,,,,,,,,,,,
1,18,4,,,1,6,2,3,5,,,,,,,,,,,,,,,,,
1,19,,3,6,1,,2,4,5,,,,,,,,,,,,,,,,,
1,20,4,,3,1,2,,6,5,,,,,,,,,,,,,,,,,
1,21,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,22,6,,2,1,,3,4,5,,,,,,,,,,,,,,,,,
1,23,6,3,,1,,2,5,4,,,,,,,,,,,,,,,,,
1,24,7,4,2,1,3,8,5,6,,,,,,,,,,,,,,,,,
1,25,5,7,3,1,8,2,6,4,,,,,,,,,,,,,,,,,
1,26,5,8,2,1,6,7,3,4,,,,,,,,,,,,,,,,,
1,27,3,7,4,1,2,8,6,5,,,,,,,,,,,,,,,,,
1,28,3,,2,1,4,,5,6,,,,,,,,,,,,,,,,,
1,29,3,4,5,1,2,6,8,7,,,,,,,,,,,,,,,,,
1,30,4,3,6,1,7,5,2,8,,,,,,,,,,,,,,,,,
1,31,7,3,5,1,6,8,4,2,,,,,,,,,,,,,,,,,
1,32,8,5,7,1,6,2,4,3,,,,,,,,,,,,,,,,,
1,33,,,3,1,2,6,5,4,,,,,,,,,,,,,,,,,
1,34,8,7,6,1,5,2,3,4,,,,,,,,,,,,,,,,,
1,35,3,2,7,1,8,6,5,4,,,,,,,,,,,,,,,,,
1,36,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,37,6,2,7,1,8,5,4,3,,,,,,,,,,,,,,,,,
1,38,3,2,,1,7,4,5,6,,,,,,,,,,,,,,,,,
1,39,5,4,6,1,2,3,,,,,,,,,,,,,,,,,,,
1,40,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,41,4,6,2,1,3,5,7,8,,,,,,,,,,,,,,,,,
1,42,5,,2,1,3,6,4,7,,,,,,,,,,,,,,,,,
1,43,7,8,2,1,4,3,5,6,,,,,,,,,,,,,,,,,
1,44,3,7,8,1,2,5,4,6,,,,,,,,,,,,,,,,,
1,45,8,4,6,1,7,2,5,3,,,,,,,,,,,,,,,,,
1,46,5,4,6,1,2,,,3,,,,,,,,,,,,,,,,,
1,47,5,4,6,1,,2,3,,,,,,,,,,,,,,,,,,
1,48,5,4,6,1,3,2,,,,,,,,,,,,,,,,,,,
1,49,4,,2,1,3,,5,6,,,,,,,,,,,,,,,,,
1,50,,4,2,1,3,6,5,,,,,,,,,,,,,,,,,,
2,1,8,4,3,2,1,5,6,7,,,,,,,,,,,,,,,,,
2,2,2,4,3,6,1,,5,,,,,,,,,,,,,,,,,,
2,3,4,3,2,7,1,8,5,6,,,,,,,,,,,,,,,,,
2,4,6,7,2,3,1,8,5,4,,,,,,,,,,,,,,,,,
2,5,5,3,2,4,1,,,6,,,,,,,,,,,,,,,,,
2,6,5,2,3,4,1,7,6,8,,,,,,,,,,,,,,,,,
2,7,3,5,2,7,1,6,4,8,,,,,,,,,,,,,,,,,
2,8,6,7,5,4,1,3,8,2,,,,,,,,,,,,,,,,,
2,9,3,6,2,8,1,7,4,5,,,,,,,,,,,,,,,,,
2,10,4,3,2,5,1,8,7,6,,,,,,,,,,,,,,,,,
2,11,3,5,2,4,1,,6,,,,,,,,,,,,,,,,,,
2,12,7,6,2,3,1,8,5,4,,,,,,,,,,,,,,,,,
2,13,4,3,2,7,1,8,6,5,,,,,,,,,,,,,,,,,
2,14,3,2,4,6,1,,,5,,,,,,,,,,,,,,,,,
2,15,3,5,2,4,1,6,,,,,,,,,,,,,,,,,,,
2,16,3,,2,5,1,6,4,,,,,,,,,,,,,,,,,,
2,17,3,2,4,8,1,7,5,6,,,,,,,,,,,,,,,,,
2,18,5,6,2,3,1,4,7,8,,,,,,,,,,,,,,,,,
2,19,4,5,2,3,1,8,7,6,,,,,,,,,,,,,,,,,
2,20,3,2,6,8,1,7,5,4,,,,,,,,,,,,,,,,,
2,21,5,6,2,7,1,8,4,3,,,,,,,,,,,,,,,,,
2,22,5,8,3,2,1,6,4,7,,,,,,,,,,,,,,,,,
2,23,4,6,,,1,5,3,2,,,,,,,,,,,,,,,,,
2,24,,2,7,6,1,5,4,3,,,,,,,,,,,,,,,,,
2,25,4,8,2,3,1,6,7,5,,,,,,,,,,,,,,,,,
2,26,3,5,2,4,1,7,8,6,,,,,,,,,,,,,,,,,
